description,id,labels,language,name,primary_language,recorded_at,region
M,mostly28-662b-4e1d-a253-2791df20b6d6,KnowledgeDomain:Culture,,,Amharic,2025-09-09 15:23:00,
", ",mostlyd9-0ec5-4834-ab02-c99cddefffdb,KnowledgeDomain:Culture,,,Yoruba,2025-05-16 01:39:00,
} {,mostly0f-c9f0-4d74-a220-2a6113ff75e9,KnowledgeDomain:Culture,,,Zulu,2025-04-13 15:29:00,
 ,mostlyb1-b314-4901-bbd2-9e17b60c4314,KnowledgeDomain:Culture,,,Amharic,2024-06-30 14:07:00,
: ,mostly3b-50ad-40f4-8f2d-dbdfcc22f882,KnowledgeDomain:Culture,,,Zulu,2025-01-02 01:17:00,
"Igboat inaeic, poin, f to cas and gt culturalers.",mostly77-e99c-412d-b621-721ae1e6455f,KnowledgeDomain:Culture,,,Shona,2025-07-25 10:02:00,
",0.7",mostly67-97d9-47a4-8d21-73994511da99,KnowledgeDomain:Culture,,,Oromo,2025-07-03 23:52:00,
cultural_at00,mostly52-ba5a-4073-9c9d-a2b1ae687461,KnowledgeDomain:Culture,,,Swahili,2024-07-05 03:04:00,
Au ofs and ces,mostly62-ff25-41a2-9592-b9688f52f4fd,KnowledgeDomain:Culture,,,Amharic,2025-05-29 06:56:00,
"Pefle re ofs with and sginm social-,-speaking.",mostly6e-75da-40cd-81b4-6aa9b7fd4c2b,KnowledgeDomain:Culture,,,Swahili,2024-07-09 10:26:00,
"In,-T08",mostly2b-84b4-42cd-b63d-6ba6ac4931cd,KnowledgeDomain:Culture,,,Amharic,2024-04-23 01:12:00,
music_method,mostly1b-43bf-4788-b869-3016a9e4550a,KnowledgeDomain:Culture,,,Amharic,2024-05-06 22:21:00,
2025:00,mostly17-6dc9-4fb9-9c2c-28b2738ac4aa,KnowledgeDomain:Culture,,,Oromo,2024-07-19 00:41:00,
neural_representation,mostly04-2f25-47d4-b1c4-9f9f4ecb9d09,KnowledgeDomain:Culture,,,Igbo,2024-04-30 21:33:00,
To,mostly19-abfc-4421-83e2-7ffa21bf8af9,KnowledgeDomain:Culture,,,Igbo,2025-09-20 19:39:00,
region,mostly5d-c08b-4cde-9c80-87066a84728f,KnowledgeDomain:Culture,,,Shona,2024-01-08 02:00:00,
description,mostly40-1ab7-4456-b6e7-c5ea0a7b40c3,KnowledgeDomain:Culture,,,Yoruba,2024-02-02 01:03:00,
"music andes redp,-06t.",mostly7e-cc74-4820-bad2-f2cd309df465,KnowledgeDomain:Culture,,,Oromo,2024-06-18 14:27:00,
recorded_element,mostlye9-8b7b-4356-b830-f6e837124566,KnowledgeDomain:Culture,,,Hausa,2024-02-04 16:23:00,
: ,mostlyac-4817-499a-8c8e-6906f9aa1c9a,KnowledgeDomain:Culture,,,Swahili,2024-11-22 04:23:00,
symbolic_,mostly58-c61d-4f70-9950-954b2c7390a4,KnowledgeDomain:Culture,,,Igbo,2024-06-17 04:19:00,
R.,mostlyd2-31f8-4845-8c9c-2eacaf6d3ae7,KnowledgeDomain:Culture,,,Amharic,2024-03-06 11:12:00,
primary_or_,mostlya8-ed77-4033-a9d6-4ee79c2e6309,KnowledgeDomain:Culture,,,Shona,2024-05-20 05:31:00,
Wat,mostly2d-8484-415f-be8a-767724f5c69c,KnowledgeDomain:Culture,,,Yoruba,2024-11-20 01:28:00,
"}-, ",mostly68-128e-4973-8175-e33291548c76,KnowledgeDomain:Culture,,,Amharic,2025-04-26 08:00:00,
wisdom: {.,mostly46-2c8c-4afb-961c-6d4327a75b00,KnowledgeDomain:Culture,,,Shona,2024-10-23 10:32:00,
neural_languageoe.,mostlya7-3577-4280-8667-4f79cb120b68,KnowledgeDomain:Culture,,,Swahili,2025-09-20 19:39:00,
Toen andi sd community (ing,mostly56-631f-4c1f-a34b-7ada01a559d0,KnowledgeDomain:Culture,,,Amharic,2025-01-01 14:31:00,
historical_contextan,mostly73-4c11-43d1-9b8d-a7edb46d45db,KnowledgeDomain:Culture,,,Amharic,2024-04-22 04:27:00,
description ,mostly0f-de9d-4f99-9cbd-7bf3364b46f4,KnowledgeDomain:Culture,,,Zulu,2024-10-12 02:22:00,
dance,mostly21-b0f0-4f23-bd13-1d0773f0734f,KnowledgeDomain:Culture,,,Zulu,2024-12-06 00:49:00,
region,mostly93-ab92-4752-b1bc-9dafdbe84b2c,KnowledgeDomain:Culture,,,Shona,2025-06-06 10:30:00,
region,mostly17-b240-4cfa-bd76-0b24c1cd4d3f,KnowledgeDomain:Culture,,,Amharic,2024-05-10 17:44:00,
"Swahili Africa, ",mostly29-da19-4b2f-9e69-d37e6773024e,KnowledgeDomain:Culture,,,Amharic,2024-08-04 06:47:00,
},mostlybe-dc06-4dc3-9451-579f79f9dce7,KnowledgeDomain:Culture,,,Zulu,2025-05-19 10:02:00,
"-0.2728,",mostly3a-788c-4d3f-a466-6dc1e067b38a,KnowledgeDomain:Culture,,,Amharic,2025-06-05 01:59:00,
neural__d,mostlyd0-b60e-4b92-acb6-781feb970e80,KnowledgeDomain:Culture,,,Oromo,2025-01-12 02:01:00,
cultural,mostly82-cbb6-4b78-861b-c3f958fb88cc,KnowledgeDomain:Culture,,,Shona,2025-09-20 19:39:00,
Zulu Africa.,mostly25-91fb-4130-a7c6-4d83c4035fc7,KnowledgeDomain:Culture,,,Oromo,2025-06-11 17:54:00,
transmission_methodu,mostly24-656a-4e19-8c5d-c255456b364a,KnowledgeDomain:Culture,,,Zulu,2024-03-26 17:42:00,
: ,mostly59-9404-47a1-b444-117858d200f0,KnowledgeDomain:Culture,,,Oromo,2024-09-28 14:38:00,
meaning_method,mostly48-a49a-415c-bbbf-aa51d573a750,KnowledgeDomain:Culture,,,Igbo,2025-01-22 04:53:00,
symbolic0,mostly49-7417-4b4e-9b83-06bea614eaf0,KnowledgeDomain:Culture,,,Hausa,2025-01-02 20:26:00,
dance,mostly16-38c4-4244-a300-13d245cd5be7,KnowledgeDomain:Culture,,,Yoruba,2025-08-05 13:46:00,
"primary_languagewisdom, and wes and cultural, sin, ",mostly5a-a84f-4b8d-b48f-e2f1d57be1f5,KnowledgeDomain:Culture,,,Swahili,2024-04-04 03:27:00,
W,mostly37-7d50-40b6-8d1f-942b2224c864,KnowledgeDomain:Culture,,,Igbo,2024-07-26 04:05:00,
2025representation,mostlybc-e852-4e5d-b1e7-f7b6473487f1,KnowledgeDomain:Culture,,,Zulu,2025-04-13 09:00:00,
"}, ",mostlyb3-d786-4650-abdf-4b6efec7db33,KnowledgeDomain:Culture,,,Oromo,2024-02-22 03:22:00,
Oral,mostlyf0-8f4b-42d8-9cd8-5a550ce15fba,KnowledgeDomain:Culture,,,Amharic,2024-07-02 08:20:00,
P and community w.,mostlyf7-d264-48e0-987c-fe3b4977cf17,KnowledgeDomain:Culture,,,Hausa,2025-08-16 15:44:00,
W ,mostly14-b182-4ff0-becb-b3b6f87e328c,KnowledgeDomain:Culture,,,Hausa,2024-02-17 20:58:00,
neural_embedding,mostlyc1-7e10-43b4-82c8-67dd822b74a1,KnowledgeDomain:Culture,,,Zulu,2024-03-12 05:55:00,
description ,mostly79-7193-4732-82c8-ddd41b3ace7f,KnowledgeDomain:Culture,,,Swahili,2024-04-19 02:01:00,
"recordeds.,0.506,0.49621.85,-0.56,4313-01,-0.514 and.,-0.6,0.,-. 12T,0181.1118, and0,10613,-.257-",mostly3b-754a-4762-926a-dbac6894d292,KnowledgeDomain:Culture,,,Zulu,2025-01-22 23:45:00,
2024: ,mostly76-0004-4e63-b638-54f495412248,KnowledgeDomain:Culture,,,Swahili,2025-04-11 03:32:00,
} ,mostly13-af67-4f3a-a86e-425df84ff591,KnowledgeDomain:Culture,,,Yoruba,2025-08-22 13:46:00,
modern__context,mostlye0-0d03-48bf-9757-e7b64184a597,KnowledgeDomain:Culture,,,Oromo,2024-06-10 12:06:00,
"D-speakingT, ",mostly11-cf1e-4654-9eb4-96502273bed5,KnowledgeDomain:Culture,,,Amharic,2024-02-05 04:45:00,
region,mostly14-1f76-4752-ab46-41d61d6486be,KnowledgeDomain:Culture,,,Oromo,2025-01-15 15:09:00,
meaning_context of.,mostly4d-29b1-45a4-873e-ae73b65bebac,KnowledgeDomain:Culture,,,Amharic,2024-04-08 19:28:00,
: ,mostly68-279f-4618-b41b-5889b3c97117,KnowledgeDomain:Culture,,,Amharic,2024-09-20 17:05:00,
", ",mostlyd9-fd62-4b96-a21c-64a943b7dd3e,KnowledgeDomain:Culture,,,Hausa,2024-01-08 20:57:00,
description,mostly4c-9cb0-4bb6-adb5-205049ef473b,KnowledgeDomain:Culture,,,Zulu,2025-07-18 18:52:00,
,mostly13-f91c-48c5-aea7-ddd9600a35d1,KnowledgeDomain:Culture,,,Amharic,2024-03-26 07:36:00,
: ,mostly10-826a-4e50-ad22-2049a92e81f0,KnowledgeDomain:Culture,,,Swahili,2024-10-12 08:37:00,
recorded,mostly03-1e7b-4b3f-a5a6-9b522d244fb1,KnowledgeDomain:Culture,,,Shona,2024-02-08 04:12:00,
region,mostly24-4352-4edb-92a1-ded23d33e04d,KnowledgeDomain:Culture,,,Yoruba,2024-10-05 22:00:00,
,mostlye0-7c31-4749-a224-3fadd556b22e,KnowledgeDomain:Culture,,,Yoruba,2024-11-01 01:51:00,
: ,mostly7c-fa63-41a7-8cae-0c13a9457a8c,KnowledgeDomain:Culture,,,Amharic,2025-07-02 16:22:00,
Oral and socialt.,mostly8f-15bd-4a4a-82a8-13fcf751042e,KnowledgeDomain:Culture,,,Swahili,2025-09-20 19:39:00,
recorded_encoded,mostlye9-744a-4f10-a104-743c6f009ec6,KnowledgeDomain:Culture,,,Swahili,2024-07-19 01:24:00,
S.,mostly42-769d-4bef-8c40-9ef6f2168076,KnowledgeDomain:Culture,,,Swahili,2025-03-10 08:03:00,
dance_embedding-1.,mostly5b-f70c-4790-8384-be9ad5be1b89,KnowledgeDomain:Culture,,,Yoruba,2024-02-13 10:46:00,
region,mostlyb1-1023-4b2d-9835-c02c53359c23,KnowledgeDomain:Culture,,,Zulu,2025-07-21 07:34:00,
neural ,mostly3c-1b90-4456-9507-649cd0a92360,KnowledgeDomain:Culture,,,Oromo,2024-09-16 22:51:00,
C: ,mostlydd-18d6-405c-bb8e-6b77729472e8,KnowledgeDomain:Culture,,,Zulu,2025-01-29 16:14:00,
description,mostly99-32ac-42ce-8b95-5020b26242ec,KnowledgeDomain:Culture,,,Swahili,2025-01-01 13:10:00,
modern_or: ,mostly31-346f-4d7d-9912-77c9c7e4d9cb,KnowledgeDomain:Culture,,,Amharic,2024-06-05 17:39:00,
region of tos.,mostlycd-af42-456f-9e69-d5233efa32eb,KnowledgeDomain:Culture,,,Igbo,2024-04-17 06:34:00,
":1025.011},-0.9714263-0.052,-0.",mostly24-824c-4a46-b9bc-e2c019c662d5,KnowledgeDomain:Culture,,,Zulu,2024-07-10 03:10:00,
culture ,mostlydd-cf6c-4a13-a22b-beee9bb0c711,KnowledgeDomain:Culture,,,Yoruba,2025-01-08 19:57:00,
", ",mostly3d-fe07-4e4f-8c88-f5a1226bb990,KnowledgeDomain:Culture,,,Amharic,2024-02-15 07:38:00,
recorded_,mostly8f-c836-4fdb-8289-3f34cd43e5f4,KnowledgeDomain:Culture,,,Igbo,2025-03-27 18:59:00,
", ",mostly3a-3d59-42db-9f98-fe38790576ba,KnowledgeDomain:Culture,,,Amharic,2025-01-31 07:10:00,
region,mostly5d-0a36-4a1e-a302-f2d1a0f398a2,KnowledgeDomain:Culture,,,Igbo,2024-11-22 06:18:00,
: ,mostly74-893a-44dc-bfa9-181fc375fb8a,KnowledgeDomain:Culture,,,Zulu,2024-11-28 15:08:00,
P,mostlyba-0232-4259-91a4-0fde40dc602b,KnowledgeDomain:Culture,,,Oromo,2025-01-01 05:34:00,
description,mostly2a-b85f-4194-8335-d62e84b3a6e2,KnowledgeDomain:Culture,,,Amharic,2024-04-09 14:43:00,
Swahili,mostlyb9-0d9a-4d8d-8e5f-00dfc7d5a818,KnowledgeDomain:Culture,,,Oromo,2025-02-28 05:27:00,
historicall,mostly94-43c2-4c52-9454-bc0f0459cc52,KnowledgeDomain:Culture,,,Yoruba,2024-09-16 14:59:00,
historical,mostly0c-5457-48b2-95cb-501ec6f88311,KnowledgeDomain:Culture,,,Shona,2024-03-10 05:08:00,
: ,mostlye6-34ed-4400-883c-ee23271a3941,KnowledgeDomain:Culture,,,Amharic,2024-03-28 07:59:00,
wisdom,mostly06-64ef-49ff-8552-7a6150a3cbeb,KnowledgeDomain:Culture,,,Igbo,2025-06-13 20:11:00,
description,mostly30-a5d5-4a57-b9dd-4e937f722c2d,KnowledgeDomain:Culture,,,Oromo,2024-02-26 23:13:00,
", ",mostly43-7159-458e-8c89-80cec8f8b1b4,KnowledgeDomain:Culture,,,Swahili,2024-04-03 02:06:00,
G,mostlyc8-14ab-4e72-97dc-6356a6051324,KnowledgeDomain:Culture,,,Shona,2025-05-27 02:47:00,
neural_,mostlyd0-4aca-429c-b305-dccd51d67af7,KnowledgeDomain:Culture,,,Yoruba,2024-10-01 20:34:00,
: ,mostlyce-b8c5-4859-b0cb-0ced7cb8aa17,KnowledgeDomain:Culture,,,Hausa,2025-02-13 03:24:00,
R,mostly4a-cb59-41f7-9347-4e07ff1a122d,KnowledgeDomain:Culture,,,Shona,2024-02-27 18:48:00,
East,mostly70-08aa-4b18-98bb-6be063fe9948,KnowledgeDomain:Culture,,,Shona,2024-07-04 08:59:00,
recorded,mostly52-82a0-4d68-bb6e-fe80af5bda0c,KnowledgeDomain:Culture,,,Swahili,2025-01-23 20:59:00,
} ,mostlye9-29d0-425d-bde1-d844f1838bff,KnowledgeDomain:Culture,,,Amharic,2024-11-07 23:44:00,
meaning_ and in p. ,mostlyd7-63b0-47e1-bf63-1eeb9c28eef4,KnowledgeDomain:Culture,,,Swahili,2024-09-05 04:41:00,
primary_language,mostly8d-9129-4e43-9678-8142b402f1e0,KnowledgeDomain:Culture,,,Swahili,2024-02-23 20:37:00,
primary_o and,mostly41-0e6a-44a3-9fc2-c7f726d20298,KnowledgeDomain:Culture,,,Yoruba,2025-06-26 18:16:00,
2024 ,mostly54-f0ab-4a3b-9490-75cc27a1a745,KnowledgeDomain:Culture,,,Swahili,2025-01-08 12:27:00,
description,mostly17-4190-4bcb-b828-8c2f54dfa3f5,KnowledgeDomain:Culture,,,Amharic,2025-09-20 19:39:00,
modern_embedding,mostly96-250a-4bd5-9108-6bd0712c1a74,KnowledgeDomain:Culture,,,Amharic,2024-01-27 14:53:00,
"modernes_s, f, and in.",mostly9b-0b44-4fe6-bb05-84abb8451184,KnowledgeDomain:Culture,,,Igbo,2025-09-20 19:39:00,
: ,mostlyab-d3fb-47cd-b36e-741e0ad12bd6,KnowledgeDomain:Culture,,,Swahili,2024-08-10 20:52:00,
2025encoded,mostly9a-6bf5-40d6-9049-4d295da81ac8,KnowledgeDomain:Culture,,,Igbo,2025-06-26 10:08:00,
M_encoded,mostlyac-a52e-4f13-84c5-e5d83a428ecf,KnowledgeDomain:Culture,,,Yoruba,2025-01-14 04:49:00,
primaryer_at,mostly77-6e02-4b1f-9928-3a917842f254,KnowledgeDomain:Culture,,,Igbo,2024-03-30 22:26:00,
region,mostlyf2-891d-4b92-a343-1fc28c4b4207,KnowledgeDomain:Culture,,,Amharic,2024-03-01 05:54:00,
modern_or,mostlyd2-7916-46f6-867e-41a1a0459434,KnowledgeDomain:Culture,,,Oromo,2025-05-01 20:54:00,
", ",mostlyb9-4171-4b11-85f2-045f93db67a0,KnowledgeDomain:Culture,,,Zulu,2025-07-08 23:25:00,
region,mostly16-6bea-4eb0-9b5d-209799fd0e9e,KnowledgeDomain:Culture,,,Igbo,2025-04-29 23:46:00,
cultural_element,mostly6f-669d-465a-b56c-8020475f45b4,KnowledgeDomain:Culture,,,Oromo,2024-09-17 06:25:00,
region,mostly5c-c717-4a14-b01a-9f280fa271b6,KnowledgeDomain:Culture,,,Yoruba,2024-03-30 16:50:00,
B,mostly0d-8e0a-488e-bf22-5e9ae01cbebe,KnowledgeDomain:Culture,,,Shona,2025-09-20 19:39:00,
wisdom,mostly67-8f24-4cec-a521-cdba812c15b5,KnowledgeDomain:Culture,,,Yoruba,2024-10-05 14:50:00,
neuralarn_es s,mostly73-aa20-47de-8726-cfa86b89fce3,KnowledgeDomain:Culture,,,Yoruba,2024-04-30 15:52:00,
: ,mostly17-7657-4103-82ae-91829a2b83e1,KnowledgeDomain:Culture,,,Hausa,2024-03-01 10:16:00,
"20240.336,-0.2.0018004.03,-0.064,0,008TT,2510.72,11,-1.6,109,1.14230.6,00,-123-0.0801,10.14946,--1.064902,,0.0.0506.,-1.7248,11.",mostly98-acfb-4dc4-ab7d-ea81f53683db,KnowledgeDomain:Culture,,,Yoruba,2024-10-21 15:58:00,
",-0.2549,1.",mostly76-fdd3-4cfb-a686-53a2ada59dbb,KnowledgeDomain:Culture,,,Amharic,2025-07-05 08:52:00,
Mbicyy.,mostly70-4faa-4270-a6ae-a4b6a90d46ec,KnowledgeDomain:Culture,,,Yoruba,2024-06-22 15:30:00,
Yoruba anden,mostly36-2917-464d-945e-bf7978cd7213,KnowledgeDomain:Culture,,,Amharic,2024-09-09 13:23:00,
transmission_method,mostlyaa-3e21-4dc4-aed8-fd6c2ea85f30,KnowledgeDomain:Culture,,,Yoruba,2025-05-30 18:43:00,
transmission_or00: ,mostlya5-33a0-4c0e-b356-ab74afceaa9a,KnowledgeDomain:Culture,,,Swahili,2025-03-20 09:01:00,
modern_language,mostlyff-f032-472b-a226-55ea8b3db4ff,KnowledgeDomain:Culture,,,Shona,2024-02-15 08:47:00,
music,mostly23-53e7-4d94-9eed-def64cdf4f6e,KnowledgeDomain:Culture,,,Amharic,2025-07-06 05:35:00,
2024sing ofg and community with da and the s ril.,mostlyc4-5a97-4b6e-821b-0f0447bc75e4,KnowledgeDomain:Culture,,,Yoruba,2025-09-20 19:39:00,
P_language,mostlyb4-2327-4b32-8b3a-c936d19cc00c,KnowledgeDomain:Culture,,,Igbo,2024-04-30 03:10:00,
"To, ",mostly3c-c943-43e6-b64f-4244502b0cc8,KnowledgeDomain:Culture,,,Hausa,2024-03-18 15:31:00,
: ,mostly99-ee58-4211-9f09-a9a5bc48027a,KnowledgeDomain:Culture,,,Hausa,2025-07-30 18:51:00,
modern_element-T50502:,mostly78-b9fc-47b0-8554-2eee52dc735f,KnowledgeDomain:Culture,,,Yoruba,2024-09-30 06:09:00,
symbolicat ,mostly59-7cb0-4b9e-9095-2380aa85f588,KnowledgeDomain:Culture,,,Amharic,2024-01-23 18:38:00,
,mostly87-b9cb-411f-b0df-bbcfe88c6e18,KnowledgeDomain:Culture,,,Igbo,2025-02-19 04:02:00,
modern_purpose,mostly86-de0f-4cc1-89c4-23a54870133c,KnowledgeDomain:Culture,,,Hausa,2025-02-28 07:21:00,
} ,mostlyb2-9218-4d10-ad95-44e4346b08b5,KnowledgeDomain:Culture,,,Zulu,2024-10-18 16:05:00,
: ,mostlyb7-f2cd-40ac-a8b0-d2d51f259b26,KnowledgeDomain:Culture,,,Amharic,2024-02-06 05:20:00,
"2024-07}-0.56-0901,-0..93,-0,.27280.0839,,-0.327,00-speaking2050.05800,:-0.6,",mostly0c-a11c-40e2-b45f-8a690dbfde28,KnowledgeDomain:Culture,,,Amharic,2025-09-20 19:39:00,
wisdom_relevancea(arer: and s.,mostly85-151c-45cf-a6f7-338c9dfb86a5,KnowledgeDomain:Culture,,,Igbo,2025-05-17 04:21:00,
"East{, { and.",mostly00-c837-40c0-8340-5bc2ff78bba3,KnowledgeDomain:Culture,,,Amharic,2024-01-30 02:15:00,
Oral,mostlye6-65dd-42bf-ae1e-5a12a5c6017f,KnowledgeDomain:Culture,,,Igbo,2024-01-19 18:57:00,
"primary1.8,-90.948-5 and9.07,-101, and00.",mostly01-4fe7-40e5-a56e-3cae158b7cf9,KnowledgeDomain:Culture,,,Igbo,2024-02-23 13:31:00,
"neural_ in-10.,00",mostly5e-e933-4636-835a-80be26ff783d,KnowledgeDomain:Culture,,,Shona,2024-01-27 11:36:00,
transmission_language,mostly0c-c875-46d8-87db-f93989a3242e,KnowledgeDomain:Culture,,,Hausa,2025-02-11 02:05:00,
meaning,mostly9f-b665-4c6b-b839-be8492335d2b,KnowledgeDomain:Culture,,,Oromo,2024-01-30 10:13:00,
", ",mostly6e-97b3-4052-bb32-16aeb94ac11c,KnowledgeDomain:Culture,,,Amharic,2024-06-09 22:46:00,
E ,mostly24-be13-422a-80bf-c92d749bf80a,KnowledgeDomain:Culture,,,Igbo,2024-01-02 09:06:00,
transmissionb_00,mostly5b-c7b0-4d97-90b6-4cafcc4676ed,KnowledgeDomain:Culture,,,Oromo,2024-02-18 20:38:00,
neuralat ,mostly19-5e59-425f-8d20-244f90677754,KnowledgeDomain:Culture,,,Swahili,2025-01-22 18:19:00,
region,mostlyb8-dfb0-4433-b9fa-9931207f4185,KnowledgeDomain:Culture,,,Hausa,2024-01-13 12:41:00,
symbolic_context,mostly0b-8a5c-49ab-9087-1384b3955675,KnowledgeDomain:Culture,,,Hausa,2024-08-13 22:14:00,
"historical_context, ",mostly7a-0fde-4de3-92f4-ede6287ce9bb,KnowledgeDomain:Culture,,,Swahili,2024-09-22 01:28:00,
recorded_relevance,mostly2d-1ad4-432b-857a-2667c6966fe0,KnowledgeDomain:Culture,,,Shona,2024-09-11 18:50:00,
",symbolic",mostly90-c0c7-4c75-ade9-0238595af2a3,KnowledgeDomain:Culture,,,Swahili,2024-01-08 04:51:00,
cultural_element,mostly4d-66fe-4a2c-bb02-896df3d1e2fc,KnowledgeDomain:Culture,,,Oromo,2025-06-18 15:41:00,
: ,mostly11-cae6-4f8f-b39c-fd4194d5b1fe,KnowledgeDomain:Culture,,,Hausa,2025-08-18 16:37:00,
_region,mostly83-3627-41f2-ad1a-d6e07d4e87cc,KnowledgeDomain:Culture,,,Zulu,2024-11-29 04:14:00,
: ,mostly22-0360-4c85-bb69-c98fcfbc00a1,KnowledgeDomain:Culture,,,Hausa,2024-08-27 07:16:00,
: ,mostly18-923e-4795-999c-70963c3cdbcf,KnowledgeDomain:Culture,,,Igbo,2025-06-26 01:09:00,
symbolic,mostly20-90e8-4e18-9736-4850fdacdf4c,KnowledgeDomain:Culture,,,Amharic,2025-01-25 01:02:00,
", ",mostlyd8-ad8d-4794-81d2-4d1649f5ffa0,KnowledgeDomain:Culture,,,Amharic,2024-06-06 13:22:00,
To,mostly6b-ca3a-4614-8d57-7c7f91fcb277,KnowledgeDomain:Culture,,,Yoruba,2025-03-14 16:12:00,
", ",mostlyf2-e6a7-4023-8236-a707a8ef14e3,KnowledgeDomain:Culture,,,Shona,2024-01-03 05:47:00,
Eeru,mostly58-87e9-4a83-8d54-3644ba76c1a0,KnowledgeDomain:Culture,,,Swahili,2024-07-19 19:14:00,
historical_context,mostlya3-3f3d-4812-a035-d1b92d627964,KnowledgeDomain:Culture,,,Hausa,2025-03-27 06:06:00,
G ,mostly60-ba27-4467-a2bf-9b7e6d9b37ca,KnowledgeDomain:Culture,,,Yoruba,2024-11-29 10:51:00,
Amharic ,mostlycb-a19a-4e2a-bb33-00bfe76849c9,KnowledgeDomain:Culture,,,Hausa,2025-01-11 20:02:00,
recorded_language,mostlye0-b4f5-466e-91dc-7fbaec5f3aba,KnowledgeDomain:Culture,,,Oromo,2024-03-29 04:36:00,
Zulu,mostlyde-6fe2-4dce-80fe-e6cfe6f0393f,KnowledgeDomain:Culture,,,Oromo,2025-09-20 19:39:00,
P inu.,mostly7f-4b5e-4fe3-8650-5849fe0dbef6,KnowledgeDomain:Culture,,,Swahili,2025-06-16 07:49:00,
wisdom_encoded_context,mostlyba-8ccc-4ea4-9ca0-b811ca77e294,KnowledgeDomain:Culture,,,Yoruba,2025-09-11 22:37:00,
C_context,mostlya7-850d-4cb2-b454-eb8280de974b,KnowledgeDomain:Culture,,,Yoruba,2025-01-10 13:58:00,
culture,mostly2b-48cc-4abd-91e4-d08782ff4da2,KnowledgeDomain:Culture,,,Igbo,2024-08-07 08:53:00,
", ",mostly13-328d-4b16-96b4-1c5566925e1a,KnowledgeDomain:Culture,,,Shona,2025-06-28 04:56:00,
"20242-006,-0_encoded",mostly69-b798-4b40-b368-3dbb6229c822,KnowledgeDomain:Culture,,,Oromo,2024-03-29 04:09:00,
wisdom Africa_method,mostly50-6f9a-4329-aa40-c3b900c33dfa,KnowledgeDomain:Culture,,,Yoruba,2025-09-19 12:05:00,
symbolic_context,mostly57-f74a-4425-9502-a15241ae4842,KnowledgeDomain:Culture,,,Swahili,2024-04-06 06:08:00,
", ",mostly74-1595-4c94-a316-b2efc9ab550b,KnowledgeDomain:Culture,,,Oromo,2025-01-03 23:31:00,
Hausa ,mostly98-7193-47c6-be96-ac9101a0e74c,KnowledgeDomain:Culture,,,Igbo,2025-04-02 04:03:00,
: ,mostlyb9-01c6-4704-a883-6d0df2f4fa9e,KnowledgeDomain:Culture,,,Igbo,2024-07-22 05:10:00,
"Aentant and family and in to p p, ms com andes.",mostly14-84e1-4525-9834-096b417f6782,KnowledgeDomain:Culture,,,Hausa,2025-07-06 05:31:00,
"In, ",mostlyc7-2ad7-4a82-bd26-5379502720c6,KnowledgeDomain:Culture,,,Yoruba,2024-07-26 14:20:00,
:00,mostly4d-afe4-494c-8f07-aca9c8e833f1,KnowledgeDomain:Culture,,,Oromo,2024-05-21 07:02:00,
{,mostly3f-5c6c-4c0f-ade9-f14cc1b41489,KnowledgeDomain:Culture,,,Hausa,2025-01-25 11:16:00,
: ,mostly38-5351-4910-b270-7cab8c3422f3,KnowledgeDomain:Culture,,,Amharic,2024-05-13 16:03:00,
"-T50T.05327,",mostly50-cb9d-4267-9086-bc07160f3d09,KnowledgeDomain:Culture,,,Igbo,2025-05-13 05:50:00,
}ing_relevance,mostlycc-8259-48e6-a1a2-d43f55880679,KnowledgeDomain:Culture,,,Zulu,2024-02-26 05:10:00,
 ,mostlyd5-0b3e-4e3b-b833-5b05d79ebdec,KnowledgeDomain:Culture,,,Shona,2024-11-11 17:37:00,
symbolic}.,mostlyf7-8ea5-436a-9ff8-6430e4db7394,KnowledgeDomain:Culture,,,Swahili,2025-09-20 19:39:00,
", ",mostlya9-4d4f-4d8f-9b7b-7eaf3ae220ab,KnowledgeDomain:Culture,,,Swahili,2024-07-10 03:28:00,
} ,mostlyd4-a143-45b1-be48-ee9118774a15,KnowledgeDomain:Culture,,,Amharic,2025-03-01 18:24:00,
P,mostly63-dc81-4bec-964a-9db19e05633d,KnowledgeDomain:Culture,,,Igbo,2025-05-10 07:01:00,
Oromo_encoded_representation,mostly8a-15b4-48ab-a18d-6dec723aa832,KnowledgeDomain:Culture,,,Amharic,2025-04-18 08:25:00,
transmission_method,mostlyb7-da6d-461b-98f9-77d5b725d7a6,KnowledgeDomain:Culture,,,Swahili,2024-01-30 11:42:00,
"P--0.1904,06,_0.",mostlyb3-2939-4d49-bf60-19d17a532c45,KnowledgeDomain:Culture,,,Amharic,2024-08-23 06:41:00,
"Ak, ",mostly81-673a-484c-b1e6-4ac2a4a6af58,KnowledgeDomain:Culture,,,Shona,2025-08-04 07:00:00,
Mui: ,mostly8b-93c2-416f-bce5-a8bb93c1d48b,KnowledgeDomain:Culture,,,Shona,2024-03-23 02:36:00,
region,mostly8a-5bfe-4671-90a8-1dda4a30f1af,KnowledgeDomain:Culture,,,Amharic,2024-04-25 09:06:00,
meaning_relevance{,mostly54-97eb-42ab-ac5e-e26f6c469ac3,KnowledgeDomain:Culture,,,Oromo,2025-01-27 01:24:00,
transmission_method,mostly47-1cd8-44e7-b574-74bf36969408,KnowledgeDomain:Culture,,,Swahili,2024-08-23 01:11:00,
2024,mostlydc-43d4-4c38-8ca7-3aa0906a6fed,KnowledgeDomain:Culture,,,Amharic,2024-02-11 04:56:00,
