context,id,labels,object,object_type,predicate,primary_language,recorded_at,relationship_strength,subject,subject_type,symbolic_representation,temporal_aspect
recorded,mostlyd1-7eb3-4889-b1c3-37ff39071ff0,KnowledgeDomain:KnowledgeGraphTriple,symbolic_representation ,concept,Cbc cdaeicrarraccu,Swahili,2025-07-29 08:37:00,strong,",-0.1609,-,216.368,-0.423,.-0.807,0.57,-1.041.4,-08,-1.108,1.38020,-1.12570:1",person,primary,historical
knowledge: ,mostlyb2-43da-48fe-b349-4079ff33ea16,KnowledgeDomain:KnowledgeGraphTriple,context,concept,subject,Amharic,2025-04-16 22:36:00,strong,2024,person,context,historical
subject,mostly0c-8d17-4fbd-8d7c-44713890e849,KnowledgeDomain:KnowledgeGraphTriple,",",concept,{,Shona,2025-08-14 12:46:00,moderate,relationshipth ,concept,subject_strength,historical
historicalm ofanbs {,mostlyda-6acc-411f-837d-1c241de0db82,KnowledgeDomain:KnowledgeGraphTriple,:00c ,concept,Swahili,Yoruba,2024-01-10 01:00:00,strong,person,organization,: ,historical
K_embedding.edlanguage,mostlybb-2e4a-40fc-8000-a173fa7b894a,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,context,Zulu,2025-08-08 15:49:00,strong,:00a,organization,recorded_type,historical
", ",mostly91-ebfb-438c-a7f7-814fa7db3049,KnowledgeDomain:KnowledgeGraphTriple,subject,cultural_element,C,Yoruba,2024-05-28 15:35:00,strong,", ",person,,current
", ",mostlyef-d7aa-41f0-a3d0-93c6a9e80491,KnowledgeDomain:KnowledgeGraphTriple,"cultural, ",cultural_element,relationship_type,Shona,2024-06-30 04:06:00,weak,,place,object_representation,historical
neural_embedding,mostly22-b92e-4986-8c36-076e92c9d1c1,KnowledgeDomain:KnowledgeGraphTriple,2025s ,organization,: ,Swahili,2024-05-03 09:13:00,strong,: ,place,concept,historical
} ,mostlyb4-3a08-4e33-a3ba-98ae0b65a516,KnowledgeDomain:KnowledgeGraphTriple,objecta,place,moderate,Hausa,2024-02-09 16:32:00,strong, ,place,_language,historical
strongs,mostlyeb-518f-40c7-9204-ad6300c01704,KnowledgeDomain:KnowledgeGraphTriple,recordedTmpu ,concept,", {",Swahili,2024-11-03 21:19:00,strong,", ",concept,: _representation,historical
neural}s koneatu_type,mostly4b-6816-4d3c-aaf8-8fd71ab2f250,KnowledgeDomain:KnowledgeGraphTriple,organization,organization,2024,Yoruba,2024-05-25 12:24:00,moderate,: ,place,,historical
temporal,mostly2f-5663-4632-8809-87183247d552,KnowledgeDomain:KnowledgeGraphTriple,P,event,Sp,Amharic,2025-08-26 19:09:00,strong,2025aling ,concept,: ,historical
Igbo_embedding,mostly1d-37a9-4c3b-8d4d-dd3f965677c8,KnowledgeDomain:KnowledgeGraphTriple,: ,place,temporal_: ,Swahili,2024-03-04 06:27:00,strong,G,place,knowledgei_aspect,historical
objectrelationship_language,mostlyb7-55a2-4239-80a1-05c16fd25e6b,KnowledgeDomain:KnowledgeGraphTriple,concept,event,concept,Igbo,2024-03-01 08:56:00,moderate,"2024-0.1612..03,1.,0.5046,00.037,-1",person,neural_,historical
,mostly94-03be-4b4a-9042-7fb7ba17c4a4,KnowledgeDomain:KnowledgeGraphTriple,timeless ,organization,concept,Yoruba,2025-05-16 15:00:00,strong,: ,concept,subjectan_graph ,historical
predicate,mostlyeb-bcc0-487f-8198-1160290db3d9,KnowledgeDomain:KnowledgeGraphTriple,,concept,: ,Yoruba,2025-09-29 17:32:00,moderate,object,concept,symbolic: ,historical
relationship_embedding,mostly3b-9d54-4379-a32c-d145cb9dfb9a,KnowledgeDomain:KnowledgeGraphTriple,moderate ,organization,concept,Zulu,2024-12-01 23:57:00,weak,"2025--130.512203,0.077,-1.85,-89.09,0.4247,0.3T46,-0.2316:T00, ",person,: {subject,historical
Swahili,mostly27-bca0-42d8-992d-faba89f1aa3b,KnowledgeDomain:KnowledgeGraphTriple,:,organization,Sothoedpicv,Amharic,2024-05-28 06:08:00,moderate,}} ,organization,subject, timeless
,mostlye3-4c80-46d3-99cd-aa113b886c3f,KnowledgeDomain:KnowledgeGraphTriple,:  ,place,object,Swahili,2024-06-14 05:36:00,moderate,temporal,place,organization,current
context,mostly32-5d47-415b-82a5-4b773a07fbdd,KnowledgeDomain:KnowledgeGraphTriple,2024: {,organization,: ,Oromo,2024-08-05 11:23:00,weak,object,organization,temporalat ,historical
: ,mostly1f-96af-4b5f-a0d3-a76e3c4ed4a8,KnowledgeDomain:KnowledgeGraphTriple,neural_language,concept,predicate,Shona,2025-08-01 05:19:00,moderate,,cultural_element,C,historical
subject_strength,mostlybb-d41c-4dba-850d-bb1b76aedc31,KnowledgeDomain:KnowledgeGraphTriple,", ",cultural_element,object,Igbo,2025-04-27 14:31:00,strong,strong.26ym {,place,place,historical
", ",mostly22-6c11-4b14-84f8-7c420f682deb,KnowledgeDomain:KnowledgeGraphTriple,,concept,", {",Shona,2025-08-19 14:21:00,moderate,Nrariicor,organization,:,historical
recorded_type,mostly6f-f767-4ad7-84d5-5afd13be9e35,KnowledgeDomain:KnowledgeGraphTriple,recorded c,organization,neural_representation,Zulu,2025-03-27 22:34:00,strong,K ,concept,concept,historical
neural_{,mostlya8-b1ba-4862-94bf-873f75a9b684,KnowledgeDomain:KnowledgeGraphTriple,neural,concept,: ,Yoruba,2025-02-25 09:39:00,strong,: ,concept, ,historical
temporal_at,mostly17-f2b8-434a-85a1-de78fa00df41,KnowledgeDomain:KnowledgeGraphTriple,recorded,event,strong,Shona,2025-09-29 17:32:00,weak,"-0.267,0.665-0606,4:-0..94,-1.0.1723}20,0.1,-760.46,1.9484,1.12,-0.407-0.03,0.574,1.180816,.1.918,-0.574,1.19859,0508:0-280.18,00.12,1.570903,02.164,",cultural_element,temporal_graph,historical
context,mostly0d-9f22-4d59-a28c-214e80331621,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,,Zulu,2025-04-29 10:22:00,strong,,place,2025riin,timeless
knowledge_aspect,mostly54-f6ce-4519-b4a2-e4b891bd7baf,KnowledgeDomain:KnowledgeGraphTriple,: ,cultural_element,objectar,Oromo,2024-03-26 19:20:00,strong,A ,concept,subject,current
_t,mostlye5-d88b-4feb-9c2e-f6936e37db04,KnowledgeDomain:KnowledgeGraphTriple,2024edat,concept,{,Zulu,2024-01-02 11:04:00,strong,place,person,: {,historical
temporalTk,mostlyb1-5833-48b3-8f8c-45e0c17e9edd,KnowledgeDomain:KnowledgeGraphTriple,: ,cultural_element,context,Swahili,2025-01-04 15:00:00,strong,object,cultural_element,"2024strengthd-04Tan-T1.37,-T17.49}:T:4200}} {",historical
: ,mostly2b-b21f-40af-918c-dc5ea8c1ba0c,KnowledgeDomain:KnowledgeGraphTriple,recordedat,place,temporal_at,Hausa,2024-01-22 09:20:00,moderate,neural_type,organization,:,historical
relationship_aspect,mostly7a-9f02-423e-8ce7-b79c82fd4a0a,KnowledgeDomain:KnowledgeGraphTriple,primary_strength,concept,temporal,Zulu,2024-09-30 10:47:00,moderate,_at,concept,object,historical
2025_strength,mostlyca-70be-4f9f-ac35-527b21d78d0a,KnowledgeDomain:KnowledgeGraphTriple,object,concept,object,Amharic,2024-07-19 10:39:00,moderate,object,place,timeless ,historical
neural_:,mostly61-df05-4615-b115-9d47c2641319,KnowledgeDomain:KnowledgeGraphTriple,Cic,concept,_s.mmvou,Igbo,2024-01-17 02:49:00,strong,Swahili,event,"2024--0.0.06496,-0.6736,--0.499:088,0.47862,0.606,1 ",timeless
: ,mostly63-efb3-4e8c-864d-ead56b6bf753,KnowledgeDomain:KnowledgeGraphTriple,",-_type",concept,temporal_at,Hausa,2025-01-12 01:13:00,strong,"-1.8,-00-0.56,-0.96,-0.1742,,-0..0.08,1.506,0.13,-0.268,-0.1206.,-1.408,-0.0217",place,subject,historical
S,mostlyfa-becc-46fd-a2ec-26403da82119,KnowledgeDomain:KnowledgeGraphTriple,", ",cultural_element,object_type,Amharic,2024-03-28 22:52:00,moderate,}}: ,object,relationship_embedding,historical
object,mostly46-4123-4384-b78c-b8bb44319a21,KnowledgeDomain:KnowledgeGraphTriple,Sri,concept,E,Amharic,2024-03-21 23:03:00,strong,concept,place,,historical
historicalkaar,mostly10-c5a1-43db-8835-1d5b5dd6d618,KnowledgeDomain:KnowledgeGraphTriple,neural_type,concept,strong,Hausa,2024-07-06 23:26:00,weak,2024dt,cultural_element,K_embedding,historical
object,mostlyfe-73b6-4539-ac55-4d67759eec9e,KnowledgeDomain:KnowledgeGraphTriple,: ,object,objectik of slc,Yoruba,2025-02-04 06:00:00,moderate,place,person,concept,current
,mostly15-d356-4af5-b847-1e085631b85b,KnowledgeDomain:KnowledgeGraphTriple,object,cultural_element,E,Igbo,2025-06-20 09:26:00,strong,",-T280.4,-0.093, {",event,"2024-0.729,2.054,0.034,0.615480.,-1.2901}64knowledge,-0.438,0.1718,1.6-8,0.6150.52,0.89,3T10.,7-1.05149,-.448,-0..4248,0.46,0.,..13,-010..3T-0.892,0.422614,1.22,,-1.383,0.1223,}0.5702,-0.64,-0..083,0.84,1.2988,1.39T,-02513.8,-0.51028",timeless
symbolic ,mostlyf2-16a8-41b9-b051-29ca51d0d9ea,KnowledgeDomain:KnowledgeGraphTriple,historical,place,contextstrengthaga,Igbo,2024-07-09 17:05:00,strong,neural,place,", ",current
concept,mostly59-5209-4525-989b-dc78544b134f,KnowledgeDomain:KnowledgeGraphTriple,timeless,place,is_embedding,Yoruba,2024-11-13 09:40:00,moderate,Yorubaa_ ,place,Igbo_representation,historical
subject_type,mostly2a-0048-4122-8235-c03667c3b2a6,KnowledgeDomain:KnowledgeGraphTriple,place,concept,:_graph,Yoruba,2024-07-24 02:42:00,strong,", ",person,,historical
Yoruba,mostlyf3-831f-4fd2-8c1f-dfe2c69a2a99,KnowledgeDomain:KnowledgeGraphTriple,temporal,event,", ",Swahili,2024-05-10 03:15:00,strong,currente,concept,subject_language,timeless
P_type,mostlyb8-110a-4cc4-9e89-3c58bfa227f1,KnowledgeDomain:KnowledgeGraphTriple,subject_k,concept,C,Zulu,2025-08-24 15:30:00,strong,cultural,object,S,historical
"subjecte, ",mostly19-a5b7-445d-b825-102fee9528ec,KnowledgeDomain:KnowledgeGraphTriple,A ,place,primary_type,Yoruba,2024-08-23 10:32:00,strong,", ",place,cultural,historical
2025 ,mostly62-99bd-4635-be2d-4d04245e4730,KnowledgeDomain:KnowledgeGraphTriple,context,concept,Nile: ,Hausa,2025-04-02 02:09:00,strong,subjectuabe ,place,context,historical
primarys,mostlyd9-7575-440f-b0c2-20b66985c9a3,KnowledgeDomain:KnowledgeGraphTriple,G_language,organization,subject_:,Zulu,2024-02-25 21:54:00,strong,: ,concept,"-0.08434,-0.333,0.36,.9,-000.29,1.46,-0.756,0.84,1.3.3,-0.031315}_1,-1.18, .15506,,-1.16254,0.61.43,-0.524,",historical
place,mostlyce-c20e-452a-8377-80d4b6f80013,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,neural,Yoruba,2025-06-25 13:39:00,strong,"2025-14.919-10.173,0.1307,3,0.08,-19.3152,0.03085,-0.073649,-1.116,-1.0104T1,1.0885,-1.742,-0.138,-1.08,0.42268,-0.29:,-0.26,-00.42,T0.4,0.90.01,0.1518,0.34054,-0.055652,1.8117,11",person,relationship_aspect,historical
",a",mostly91-d445-414f-941c-94dff1bfd7d1,KnowledgeDomain:KnowledgeGraphTriple,2024r,concept,:,Amharic,2025-06-13 04:40:00,strong,,person,concept,historical
place,mostly49-5808-4edb-9b2c-388778cb10f9,KnowledgeDomain:KnowledgeGraphTriple,object,organization,historical,Swahili,2024-02-27 22:40:00,strong,: {k,place,concept,historical
}_i,mostlyee-4d33-4496-8149-718760e73b5e,KnowledgeDomain:KnowledgeGraphTriple,"},-0.24612,-: ",concept,} ,Swahili,2024-01-04 11:59:00,moderate,historical,concept,: ,historical
place,mostlyb0-acc2-46dc-9d69-815661dabe4c,KnowledgeDomain:KnowledgeGraphTriple,concept.13,place,Yoruba,Yoruba,2024-11-11 21:36:00,weak,historical,place,: ,historical
neural_type,mostly7b-46da-4ebd-80a2-ff66483712ba,KnowledgeDomain:KnowledgeGraphTriple,knowledge ,place,K,Yoruba,2024-09-08 08:36:00,moderate,moderate,organization,,historical
Swahili,mostly68-1b84-4294-879c-d2b9d88d4489,KnowledgeDomain:KnowledgeGraphTriple,", ",event,", ",Hausa,2024-06-09 03:10:00,moderate,historical,place,A,historical
subject ,mostlydd-110f-413b-8f4d-b059008f6b4b,KnowledgeDomain:KnowledgeGraphTriple,", ",place,place,Igbo,2025-09-29 17:32:00,moderate,context,organization,G,historical
organization,mostlyc4-bdc7-4fe3-a983-2e1210f7a974,KnowledgeDomain:KnowledgeGraphTriple,_type,concept,Mom_c ,Yoruba,2025-02-11 09:24:00,strong,Amharic,person,G,timeless
subject,mostly2c-17ad-4241-8920-e8f358aa1bb9,KnowledgeDomain:KnowledgeGraphTriple,,cultural_element,", ",Oromo,2024-02-01 13:58:00,strong,place,place,", ",timeless
", ",mostly82-fa4c-4414-8f4d-56f0d7686960,KnowledgeDomain:KnowledgeGraphTriple,,place,: {singireli ,Swahili,2024-12-12 12:55:00,strong,N_at,place,C {ka cc ,historical
A,mostlyd9-d798-4c90-8a0c-1a5e3aa7d0d8,KnowledgeDomain:KnowledgeGraphTriple,"concept, ",place,C,Amharic,2025-04-08 17:50:00,moderate,current,organization,Souths,historical
context,mostlyf7-a769-43a1-8096-a97e8dc076e2,KnowledgeDomain:KnowledgeGraphTriple,temporal_,cultural_element,Swahili_aspect,Shona,2024-09-04 01:22:00,moderate,historical,organization,"2025-00.254,-0.017,.4657,10.23, ",historical
place,mostlyb6-b130-4cac-85ad-51c82a720457,KnowledgeDomain:KnowledgeGraphTriple,weak,concept,A,Zulu,2025-06-04 12:55:00,strong,recorded_representation,cultural_element,:,historical
,mostly56-6ff7-4827-a744-68254e610e56,KnowledgeDomain:KnowledgeGraphTriple,"2025pd.an,",person,C_embedding,Amharic,2024-07-21 15:49:00,moderate,predicate,place,predicate,historical
neural_language,mostlya4-6b93-499a-82eb-91d7b2bf8d64,KnowledgeDomain:KnowledgeGraphTriple,Amharic,cultural_element,predicate,Yoruba,2024-07-12 14:22:00,strong,symbolic_strength,place,Swahili ,historical
2024-0.71.07,mostly0d-8568-4d1e-b0c3-01bc42005c7a,KnowledgeDomain:KnowledgeGraphTriple,A,concept,temporal_embedding,Shona,2024-03-01 15:31:00,strong,subject,place,E ,historical
2025,mostly83-951f-46d1-ac91-96aa78b9347a,KnowledgeDomain:KnowledgeGraphTriple,subject,concept, ,Shona,2025-02-10 22:07:00,strong,: ,person,concept,historical
moderatep,mostly29-a64e-4d4e-9bdc-7a5cf3bcfd95,KnowledgeDomain:KnowledgeGraphTriple,", ",place,,Oromo,2024-09-22 18:52:00,weak,recorded_type,organization,"place.408_, ",current
} representation,mostly7c-0783-4128-84dd-eedcc5690990,KnowledgeDomain:KnowledgeGraphTriple,relationship_aspect,place,Amharic,Shona,2024-07-24 21:22:00,weak,neural_,person,S tinakpan e ofomicso,historical
cultural_is,mostly5f-e974-4ec3-8e6a-d4e943db513e,KnowledgeDomain:KnowledgeGraphTriple,primary_type,concept,G,Swahili,2025-07-28 15:08:00,moderate,cultural {,organization,} ,historical
S,mostly49-3106-4826-abff-5135c3c90953,KnowledgeDomain:KnowledgeGraphTriple,", ",place,context,Hausa,2024-03-02 14:39:00,strong,subject,place,N_eal,historical
",: ",mostlybc-64b4-45a2-9c3f-de85e77e0150,KnowledgeDomain:KnowledgeGraphTriple,", ",event,,Yoruba,2025-03-03 19:19:00,moderate,", ",organization,historical,historical
neural_type,mostly51-41a2-4b4a-b156-456b04c9e2f7,KnowledgeDomain:KnowledgeGraphTriple,temporal_embedding,event,historical,Hausa,2025-09-29 17:32:00,strong,} ,place,object,historical
temporal_embedding,mostly04-1c5c-44f0-8bc3-14eedc3985f1,KnowledgeDomain:KnowledgeGraphTriple,strongaoas,place,C,Yoruba,2025-07-08 14:55:00,strong,organization,person,2024-010.5,historical
_type,mostly07-cd91-4b06-b336-753a430fcd60,KnowledgeDomain:KnowledgeGraphTriple,predicate,concept,cultural{,Swahili,2024-06-10 02:55:00,moderate,: ,person,person_language,current
object,mostlyb9-26f1-40f1-bd4d-1a907e9909dc,KnowledgeDomain:KnowledgeGraphTriple,historical,concept,organization,Shona,2024-07-06 02:03:00,moderate,} {,person,S,historical
primary_embedding,mostly1a-2f05-484a-942c-f45b935d0ea2,KnowledgeDomain:KnowledgeGraphTriple,Icon _omeaeanr ofctayoa and,cultural_element,} {,Amharic,2025-04-02 15:34:00,weak,", ",concept,Igbo,historical
object,mostly80-0f81-4dad-a758-8139bf33222c,KnowledgeDomain:KnowledgeGraphTriple,,place,context,Yoruba,2024-06-07 14:27:00,moderate,object,place,: ,current
context,mostly81-a529-4810-aad8-dfc9f824bf23,KnowledgeDomain:KnowledgeGraphTriple,conceptdom ,concept,Igbo,Swahili,2025-02-19 10:20:00,strong,concept-,concept,subject0can,historical
object,mostly95-4a2d-4508-bce6-eea84335632b,KnowledgeDomain:KnowledgeGraphTriple,"predicate, ",concept, {,Amharic,2024-05-25 19:55:00,moderate,recorded_embedding,concept,: ,timeless
: ,mostly49-6283-473e-935d-e4593577ae65,KnowledgeDomain:KnowledgeGraphTriple,recorded: ,concept,influen c,Zulu,2025-08-11 14:36:00,weak,concept,organization,is,historical
: ,mostlyac-53a7-49de-bb60-776f68c5e6f3,KnowledgeDomain:KnowledgeGraphTriple,objectt: {,concept,place,Yoruba,2024-10-27 15:03:00,moderate,concept,organization,,timeless
place,mostly96-303a-46e2-92c2-97bd59f92e18,KnowledgeDomain:KnowledgeGraphTriple,culturalc su,organization,moderate,Swahili,2024-10-03 10:36:00,strong,neural} ,place,,current
subject,mostlyec-7ffb-4b7b-9e18-b7ede5440f46,KnowledgeDomain:KnowledgeGraphTriple,place,concept,historical,Igbo,2024-10-16 12:46:00,moderate,strong,person,":0.8,--012.365,-.748,.0.056804,0.825,0.42,1.2,1.9,-0.5,-0.0880112,0.913,-0.43,1.278,-0.44303,06",historical
Zulu,mostlyd2-40c3-4523-9948-8328bfd38f17,KnowledgeDomain:KnowledgeGraphTriple,,place,relationship_representation,Yoruba,2025-09-08 19:50:00,strong,temporal_n,person,,current
Nf,mostly99-1f08-4284-b289-4666a4e49c20,KnowledgeDomain:KnowledgeGraphTriple,", ",cultural_element,N-02:00,Oromo,2024-03-29 05:20:00,strong,historical,concept,historical ,timeless
S,mostly2d-ff76-4081-8111-df179008473b,KnowledgeDomain:KnowledgeGraphTriple,knowledge_graph,concept,object_graph,Amharic,2024-10-19 15:50:00,strong,A: ,concept,context,historical
", {",mostlyfc-7fab-41bd-97b0-50581ff51bff,KnowledgeDomain:KnowledgeGraphTriple,M,concept,predicate,Swahili,2024-03-31 06:08:00,moderate,", ",cultural_element,: ,historical
"temporal_aspect.7.150-T1,1.002,-1.812000,- 06011.42,1.028, ",mostlybd-40ec-4619-9dd4-c6975a7e84de,KnowledgeDomain:KnowledgeGraphTriple,place,object,timeless,Yoruba,2025-08-19 04:48:00,strong,Syicin,place,: ,historical
historical,mostlya5-b0be-4b03-bda3-58cfa31b26e0,KnowledgeDomain:KnowledgeGraphTriple,relationship_representation,event,knowledge_at,Zulu,2024-07-13 08:41:00,strong,: ,place,"Cathyek, ",historical
relationship,mostlybc-b6b2-4665-bdd6-7fe1b53fed7f,KnowledgeDomain:KnowledgeGraphTriple,S,cultural_element,",_language",Zulu,2024-03-16 08:19:00,moderate,,organization,recorded,historical
"2024-095-190.,0.78,1.42,-51.1",mostly81-473d-47d5-ad52-6a804bc18953,KnowledgeDomain:KnowledgeGraphTriple,conceptk in ,concept,2025icrepresentation,Igbo,2025-07-01 01:23:00,weak,: ,person,", ",historical
} {,mostly4b-eddd-4c50-8c32-14c8ea2192a5,KnowledgeDomain:KnowledgeGraphTriple,knowledge,event,historical,Swahili,2024-05-16 20:24:00,strong,,cultural_element,symbolic,historical
historical,mostlyfa-faf2-449e-a053-b71afb7a3daf,KnowledgeDomain:KnowledgeGraphTriple,-09T1iTs200,cultural_element,Igbo,Shona,2024-08-25 12:39:00,strong,"M, ",concept,temporal_aspect,historical
",0.7160,0.72,-1.42024218,0.94,1.0.37548,-0.55121,.6077",mostlybe-e509-4988-a9f5-6ae7bd1d3ef1,KnowledgeDomain:KnowledgeGraphTriple,Hausa and ,place,: ,Shona,2024-03-04 10:03:00,strong,", ",place,", ",historical
subject,mostlyd8-0e30-4fd9-a7f7-a686610dd563,KnowledgeDomain:KnowledgeGraphTriple,predicate,concept,historical,Amharic,2025-08-09 16:23:00,strong,", ",place,", ",historical
moderate_,mostly42-45b1-4c27-ba96-263c0cc08679,KnowledgeDomain:KnowledgeGraphTriple,place,organization,Zulu,Amharic,2025-03-21 10:13:00,strong,recorded_representation,concept,Ikri saling,historical
2025- _aspect,mostly8d-61f9-4abf-bd03-74d1b43122df,KnowledgeDomain:KnowledgeGraphTriple,: {,concept,object,Zulu,2024-01-07 15:57:00,strong,temporal_representation,place,P,historical
context,mostlyd4-f88f-4e53-8f25-3d7e2d8d401d,KnowledgeDomain:KnowledgeGraphTriple,object,object,object,Zulu,2024-06-19 10:22:00,moderate,context,place,: ,historical
temporal_type,mostly21-2e63-4f04-9918-418bb81bc79b,KnowledgeDomain:KnowledgeGraphTriple,object,event,cultural,Swahili,2025-02-27 10:33:00,strong,knowledgeeup ,place,concept_at{,current
knowledge_aspect ,mostly43-277b-4db3-9deb-68e98260397f,KnowledgeDomain:KnowledgeGraphTriple,S,place,knowledge_at,Hausa,2024-01-18 04:46:00,strong,historical,place,temporal,current
organization_or,mostlyb4-b016-4b4c-9c48-0269fa3e864d,KnowledgeDomain:KnowledgeGraphTriple,C,object,subject_graph,Oromo,2024-07-07 21:29:00,moderate,"}strong,0.570.4,1.207,-0.5414,_0.6,,-0.,0.0636,170.8086,-10:0.06,-0.224-0.081703,-0.095005,-1.76-22-0.,0.0336,-0-0220.096,-1.901,1.46,-08-1.028,0.1522,-.222, ",cultural_element,E Africa- sman ,historical
placev Africav,mostly14-7794-40e3-bb20-f14021d127a7,KnowledgeDomain:KnowledgeGraphTriple,temporal_graph,cultural_element,concept_representation,Shona,2024-06-03 02:46:00,weak, {,event,", ",timeless
K-  ,mostly5a-e99b-4586-ae17-b8eab059d8c9,KnowledgeDomain:KnowledgeGraphTriple,,place,subject,Zulu,2024-03-20 12:32:00,strong,:,person,person,historical
"2025-0.94276,-0.0849,1.8,1.0.642,-0.388-1,0.39821, _.0.0960.212",mostly48-d792-4849-a4b5-14049a66132f,KnowledgeDomain:KnowledgeGraphTriple,neural_aspect,place,predicate,Zulu,2024-05-22 14:00:00,strong,temporalsv,person,A,historical
object_aspect,mostlyd7-df17-4dfa-8fa4-7a14a68a00aa,KnowledgeDomain:KnowledgeGraphTriple,temporal,object,,Swahili,2024-02-24 09:15:00,strong,"2024-.1515}.9,1.0518,-0.583,0.23,-03.903,-1.0629,-0.928,-0.2.448,-0_graph,0.41,-401915,49",place,relationship,historical
object_embeddingin,mostly76-72c2-4bf7-a6a6-72569956cc0b,KnowledgeDomain:KnowledgeGraphTriple,"2024-0.23156,0.0687186,-0.0.732,0.7,-1.17,0.4342-",cultural_element,: ,Swahili,2025-05-08 07:49:00,moderate,concept,concept,},historical
predicate,mostly71-64dd-4fcf-928d-85eaa5361c7e,KnowledgeDomain:KnowledgeGraphTriple,relationship_strength,concept, ,Amharic,2025-05-28 00:29:00,moderate,: ,object,: ,historical
subject,mostlyca-4a0c-44ba-81cb-2da9c19cca1d,KnowledgeDomain:KnowledgeGraphTriple,concept,place,knowledge_:,Swahili,2024-05-02 06:36:00,weak,context,event,: ,current
subjectC ,mostly7a-3003-4e86-ae40-49017c625103,KnowledgeDomain:KnowledgeGraphTriple,symbolic,concept,predicate,Amharic,2024-01-19 02:54:00,strong,", ",place,,timeless
