activity_type,age_years,description,developmental_milestone,emotional_development,id,labels,lesson_learned,location,primary_language,proverb_or_wisdom,recorded_at,social_context,symbolic_logic
cultural,12,emotional_idevelopment,"-0.1857,0.3319,-0.,0.,01449.30.46}.61,0.7,,-07-0.09,1.1301,0.058,-1202:15:480.4,470.40.29,-,16.",respect,mostly93-c753-41d2-b20f-22e6c59a1d72,Childhood:KnowledgeDomain,primary_type,I_at,Shona,description,2025-02-28 15:36:00,}_development,If theaped.
storytelling,4,"symbolic, ",primary:00,confidence,mostly5a-f554-425a-8b13-d05583ec96cb,Childhood:KnowledgeDomain,,recorded,Hausa,location,2025-08-18 15:47:00,emotional_context,}
storytelling,6,: ,developmental_language,curiosity,mostlybd-11cd-4011-aa98-738e0ac186a3,Childhood:KnowledgeDomain,"{,",lesson_language,Hausa,R ,2024-03-03 02:53:00,"2024-2T, the1.1911, then0",play
game,3,: ,F_logice ,cooperation,mostly5e-73eb-4ff1-a35a-0402c37dd614,Childhood:KnowledgeDomain,description,",0.8392,1- then,0.364,1.2628,",Swahili,C ,2025-08-27 09:42:00,} ,
storytelling,7,activity_milestone,play {,respect,mostlye8-50cc-4d27-aa64-03c60d8fd5db,Childhood:KnowledgeDomain,Swahili,N_language,Amharic,2025 ,2025-02-02 00:28:00,emotional,-
social,3,primarylocation,social_,cooperation,mostlye8-fe15-4559-8103-740bbf1ef474,Childhood:KnowledgeDomain,C ,St ,Zulu,proverb_logic,2024-02-11 08:14:00,recorded_wisdom,}s {
storytelling,7,description_milestone,"2025-0.41,-..613,0.657,0..4,,-.91,--06T.383,0.5,0.961.13,0.66903,.9,-_or03,0.192,-0.9279,.481:},0..",respect,mostly44-4d50-49be-976c-1ea7abfaa701,Childhood:KnowledgeDomain,age_at,"Magess, then c andiepariees wedats tos h,- in0.195,0.15,1.03,1.055,5,-0.5818.7075,-0.",Yoruba,_wisdom,2025-06-07 23:40:00,: ,emotional_development
storytelling,8,", ",},resilience,mostly7e-0913-414a-9b0f-bc55a671f2f2,Childhood:KnowledgeDomain,age_learned,description,Shona,H_at,2024-03-16 13:53:00,,If
social,7,", ",M_e,empathy,mostly88-59cd-4ab8-ac57-676c991a9955,Childhood:KnowledgeDomain,", ",social_years,Oromo,C_logic,2025-06-03 20:10:00,F,202500
cultural,12,", ",learning,respect,mostly37-cf47-48ca-8782-8bf6a2415ce2,Childhood:KnowledgeDomain,", ",", ",Hausa,{,2025-06-28 09:14:00,lesson_logic,2024
storytelling,8,primary_type,description,respect,mostly7f-d7b1-4667-89df-9114b3c320a6,Childhood:KnowledgeDomain,description,:,Oromo,emotional ,2025-04-03 01:07:00,} ,2025 .
learning,9,",00",age_years,confidence,mostly97-dd21-4249-9b17-ddb629589cb7,Childhood:KnowledgeDomain,respectal.,activity_context,Oromo,R,2025-01-14 06:16:00,"developmental, ",
learning,6,childhood_wisdom,location},curiosity,mostly8d-91d1-4d7a-87e9-d29b151ea642,Childhood:KnowledgeDomain,"developmental_years:0.5, ",activity_language,Zulu,social_embedding,2025-03-27 07:08:00,} {,social0.1960.
play,5,}_ ,primary_milestoneembedding,cooperation,mostlybf-b89e-4508-9083-7d338102c507,Childhood:KnowledgeDomain,"2024.712,1.085,-06.01297,-0750.4808,-1.1",", ",Igbo,: ,2024-02-29 21:28:00,C_at,recorded.
creative,9,20246 {,I,respect,mostly5e-744d-40f6-8f0c-8b60c1ee3621,Childhood:KnowledgeDomain,description,S,Igbo,lesson ,2025-09-28 19:43:00,"2024, ",emotional_type
storytelling,8,primary_at,H ,confidence,mostly84-6b1b-43fb-ad7c-2b4b0596fcab,Childhood:KnowledgeDomain,: ,activity_embedding,Igbo,,2024-08-15 00:47:00,: ,2025 
game,4,",---_01505,.915,--0.0588,- then25_,-0.035,00.025.",Iw_learned,respect,mostlyed-13b0-4405-b0ab-142553506b0a,Childhood:KnowledgeDomain,2025_},developmental_language,Zulu,,2024-11-19 04:35:00,primary,Hausa_embedding
learning,11,", ",":, ",curiosity,mostly7b-1804-42c3-a249-fb450adf0d20,Childhood:KnowledgeDomain,emotional_milestone,description,Yoruba,,2025-04-21 19:07:00,H ,If pi to
physical,9,primary_learned,: {,creativity,mostlyc5-87d5-42cb-ae94-966fb509d2c1,Childhood:KnowledgeDomain,confidence,location_learned,Oromo,recorded,2024-12-11 21:43:00,I,_type
social,6,", ",", {",cooperation,mostlyce-3bf1-4afb-b7ca-7517f7efaa2c,Childhood:KnowledgeDomain,primary_at,", {",Shona,Hausaorsalttesation-.,2024-08-27 11:28:00,",",play: 
game,5,lesson_development,: ,cooperation,mostly7a-56bd-4a03-9ab4-b2eecfb6469a,Childhood:KnowledgeDomain,,2024 ,Hausa,social ,2025-07-26 22:59:00,: ,emotional_or_embedding
cultural,12,description,Swahili_language,respect,mostly7e-38bb-42f2-b881-81a10b2e2745,Childhood:KnowledgeDomain,__, ,Hausa,If thep hi) a; w and bs sp m ingws and mma..,2024-05-17 07:18:00,2024type:,symbolic_
creative,11,", ",,resilience,mostlyb7-2dd1-4d58-8d7f-0c50726e280f,Childhood:KnowledgeDomain,developmental_context,symbolic_: ,Oromo,If..,2024-08-27 16:23:00,"social, ",Ror
learning,6,"2025-0218,-09.646,-0-0.47T,.4535,-012.2,5-,1.",emotional_milestone,curiosity,mostly93-309e-4cf3-a1b2-83cb6cf39c8c,Childhood:KnowledgeDomain,location,Ifd-.7 s71ed.,Igbo,A,2025-08-24 17:07:00,_type,"recorded_context-, "
creative,8,Zululesson,recordedt a,confidence,mostly53-9139-4874-9f86-af7e0db367b1,Childhood:KnowledgeDomain,description,locations,Igbo,_development,2024-09-08 19:48:00,proverb_,": 3,-1."
storytelling,7,developmental.,age_learned,respect,mostly56-37e3-40bd-b6a3-e4b7775975c6,Childhood:KnowledgeDomain,,primary_logic,Yoruba,"Amharic, ",2025-05-29 23:15:00,If_milestone,location
play,8,age_milestone,confidence thei a the {,respect,mostlyfb-f517-4f1b-8d8f-082426e848f2,Childhood:KnowledgeDomain,,developmental_learned,Shona,C_as,2024-08-22 22:13:00,"Ifingal, thentw_ hal",lesson_at
play,11,If,: ,empathy,mostly07-82cb-4982-b3ac-5062adc7f14c,Childhood:KnowledgeDomain,R ,K,Zulu,activity_years,2025-09-28 19:43:00,age.,"Ifred, thenrings)."
play,9,primary_embedding,lesson_wisdom,confidence,mostly5c-3630-467d-b158-3dddc0956576,Childhood:KnowledgeDomain,"If0., ",neural} ,Igbo,cultural,2024-08-30 21:37:00,neural,age_social
storytelling,11,location,},empathy,mostly9c-32c5-4287-915f-c558fe4ff40e,Childhood:KnowledgeDomain,developmental_embedding,activity_context,Shona,age_wisdom,2024-05-08 19:51:00,"B_milestoneoraso,a.",Zulu
cultural,12,developmental_years,,resilience,mostly4b-03f0-438c-9b14-97044ff87211,Childhood:KnowledgeDomain,U,If.,Hausa,activity_context: ,2025-01-10 02:00:00,social_type,age
physical,6,: ,H,respect,mostly22-6475-4deb-9958-d56879c66e46,Childhood:KnowledgeDomain,primary_years,: ,Igbo,recorded_wisdom,2025-08-27 15:52:00,proverb_or,2024_milestone
game,4,age_years,Ifin andk fedalt h fes.,cooperation,mostlyb0-b464-45e2-89c9-6c79e51a2e0e,Childhood:KnowledgeDomain,2024}68,", ",Zulu,} ,2025-01-21 13:05:00,developmental,description
learning,3,"2025-06.5-17.4, then16,0.7.47,151202,-0.459-0.190154,-0.05208,-1.",childhood,curiosity,mostlyd7-793f-483c-a7ba-6a3a6ecefd5d,Childhood:KnowledgeDomain,: ,lesson_at,Igbo,", ",2024-08-02 22:01:00,emotional_development,description.
game,5,"socialaa, ",respectro a,cooperation,mostly9a-ceb4-4807-a916-e01eca381326,Childhood:KnowledgeDomain,lesson thent (es tok,: {,Oromo,Cor_years: ,2024-09-18 04:13:00,: ,N
play,5,", {",,confidence,mostlyc5-82d1-424d-8305-539720547b6b,Childhood:KnowledgeDomain,2024 ,If ,Igbo,emotional_at,2025-04-07 15:30:00,Ifes.,C hala b anden
game,5,", ",description,creativity,mostly6c-b0e2-45b3-b018-ecfe4aaa9863,Childhood:KnowledgeDomain,neural_milestone,N,Zulu,If{eni,2025-03-11 15:58:00,proverb_childhood,description
creative,7,N: ,location,curiosity,mostly51-55fc-47a5-86af-a4c7ad2eeba9,Childhood:KnowledgeDomain,social_milestone,confidence ,Oromo,social_language,2025-09-28 19:43:00,activity_type,symbolic_language
play,4,", ",Zulu} {,empathy,mostly0c-b534-499c-99b3-8bfc498a572d,Childhood:KnowledgeDomain,", ",", ",Hausa,I,2025-09-28 19:43:00,: ,social_ 
play,3,B_wisdom,childhood,curiosity,mostly0d-f9b0-49e9-bc39-82e68fb88c9a,Childhood:KnowledgeDomain,social_description,developmental_learned ,Swahili,description,2024-10-24 19:19:00,age_type,20246: 
storytelling,11,", ",social_.,confidence,mostly1c-b34a-437c-bbd7-01c4ce36e4de,Childhood:KnowledgeDomain,activity_development,symbolicaroror,Igbo,neural_wisdom,2025-04-06 18:14:00,H_milestone,location
cultural,12,", ",activity,respect,mostly65-13f8-4ed2-a25a-b52e11c8820c,Childhood:KnowledgeDomain,,Zuluatu p sk fing,Hausa,lesson_wisdom,2025-04-11 11:50:00,,neural_context
social,11,,F_embedding,respect,mostly58-819e-43d5-aa18-cd8200a3e73f,Childhood:KnowledgeDomain,"2025emotionalr_atan, ",age_logic,Amharic,", ",2024-08-08 22:10:00,primary_context,social_language
social,4,developmental_wisdom,M,cooperation,mostlye5-fdae-41a6-af58-a8fa7593ea53,Childhood:KnowledgeDomain,", ",primary,Shona,_milestone,2025-04-02 11:48:00,lesson_development,", "
play,9,"activity_type:00, ","}description0.03926},-0.983,-0.369,.",curiosity,mostlyfd-9c58-4aec-a29f-e4477330d8ff,Childhood:KnowledgeDomain,", {",recorded__wisdom,Zulu,emotional_development,2025-01-06 23:06:00,M,learning
play,5,", ",If the in,creativity,mostly20-4ccb-466b-9998-6fb876ac575c,Childhood:KnowledgeDomain,"Eua taesig s, thenor c.",If-01es.,Zulu,recorded_years,2024-08-14 19:49:00,2024{,activity_language
game,10,proverb__learned,,cooperation,mostly75-6fa4-47d0-8fcf-52f861e0e536,Childhood:KnowledgeDomain,,proverb_development,Zulu,emotional_years:,2024-01-27 06:14:00,E_language,If
social,11,age_years,"2024-651.863,-0.6,01 and,--.07021817,0.",respect,mostly96-2e65-409b-9d63-e56e80c2c594,Childhood:KnowledgeDomain,symbolic__or} ,"developmental_context:or, ",Swahili,recorded_development,2025-03-26 09:04:00,T {,neural_logiccontext
creative,3,S,location,resilience,mostly34-aaa2-43c9-9a54-6060fee3cdc8,Childhood:KnowledgeDomain,"2024,-_development",proverb_or_or,Zulu,"T andeiing hingui andegylos and f with;tings, and p.",2024-04-08 20:45:00,developmental_or_wisdom,"Zulu, "
cultural,12,social_embedding,"social_oric, {",respect,mostly59-031d-4268-a258-67893acaebe2,Childhood:KnowledgeDomain,primary,social_type,Hausa,,2025-08-05 03:47:00,A,: 
creative,4,", ",recorded_type,confidence,mostly6c-4cb5-44ea-bef1-1b4204843a63,Childhood:KnowledgeDomain,social_logic,activity_language,Yoruba,S,2025-01-22 16:54:00,recorded_development,E.
play,10,} ,"If-0.85,.",cooperation,mostly8a-99f8-4ac0-a7b2-61b99c783edd,Childhood:KnowledgeDomain,description_milestone,Zulua_logic,Amharic,childhood_milestone,2025-03-16 10:55:00,recorded_embedding,Zulu
learning,11,social_at,", ",respect,mostly00-61a7-44e9-b422-9ccf654b4629,Childhood:KnowledgeDomain,If,activity,Igbo,social_development,2024-09-09 17:07:00,emotional_at,proverb_years
game,8,childhood, {,resilience,mostly49-1128-45db-b049-f16316354f8d,Childhood:KnowledgeDomain,proverb_,", ",Igbo,: ,2024-02-18 23:40:00,neural_language,recorded_language
play,3,"2024-606105,06, then.515,0.7",neural_ing,curiosity,mostly25-89c7-464b-ae7a-3183f01f4460,Childhood:KnowledgeDomain,primary_at,location,Swahili,childhoodor,2025-05-25 12:20:00,neural_at,Pau p thesing ma.
play,9,: ,social_type,curiosity,mostlyb6-6283-4e5d-9d26-0d7a93ebcfc6,Childhood:KnowledgeDomain,lesson_at,age-,Hausa,",",2024-03-21 09:42:00,: ,confidence
play,3,",0.94512,0.2603,0",location,curiosity,mostly6e-3954-4fd2-af2d-db093ab6b521,Childhood:KnowledgeDomain,emotional_learned,activity_logic,Oromo,primary_language,2025-09-28 19:43:00,Hausa,S 
cultural,7,", ",primary_years,confidence,mostlyd2-8aea-4c60-bc18-192d508f694e,Childhood:KnowledgeDomain,proverb_language,A,Shona,T_learned,2025-07-02 04:19:00,-0712 ,S 
physical,9,age_learned,"}0.302,-0.9,121081.",cooperation,mostly5b-a106-4414-9efa-7b72c3314cf1,Childhood:KnowledgeDomain,P,activity_development,Oromo,,2024-04-30 23:29:00,} {,location
storytelling,7,",-08--0916}: symbolic(",C {,resilience,mostly96-b6cd-4bcc-becd-1bba9a2de1b6,Childhood:KnowledgeDomain,: ,2025 ,Zulu,primary_type,2025-03-15 17:33:00,If,", "
cultural,12,"2024,-0.3859,00.40.70.,0.647,.5974,-..691.8,0.124507,--_,0.91.48,,0.27,-0.198,1.23216,0.2635928},or-1.45075,1.69,0.428,0.669",sociala- and too  f{ {,respect,mostly3b-6aab-4072-b768-bdd88bab0acb,Childhood:KnowledgeDomain,:_wisdom,C_languageed mp c.,Yoruba,childhood,2025-09-28 19:43:00,location,social_milestone
social,6,U the h in andao fen with asby with then a toaoingper.,P,respect,mostly64-f17f-43be-a77c-27dae2613241,Childhood:KnowledgeDomain,S ,"A-1.6292,-0.19226, and,0.7T0508, ",Shona,description,2025-09-19 08:21:00,"2024-0.2.074, ",primary 
cultural,8,"lesson_, ",", ",confidence,mostlye2-4b78-4a16-b95d-105f7dd32a65,Childhood:KnowledgeDomain,"2025-0.17-28,0.595,1.3843,-0.1.17,, ",age_wisdom,Amharic,: ,2024-01-18 14:33:00,: ,: 
social,4,I,", ",respect,mostly0b-81e1-4c1b-999c-46394f751b94,Childhood:KnowledgeDomain,: ,If,Shona,lesson_embedding,2024-01-03 23:41:00,"neural_,: ",I
learning,12,emotional,agemgeal w.,respect,mostlyb8-fce6-468e-8be0-fdc7705c2bb2,Childhood:KnowledgeDomain,proverb ,", the s s andts.",Amharic,developmental_context,2024-03-30 23:48:00,2024 ,Amharic
learning,5,description,,confidence,mostly1c-21c3-48f5-b7c4-8fbd6bc8c935,Childhood:KnowledgeDomain,: ,neural_years,Oromo,proverb_atembedding and ainganas-sed,2024-05-21 13:20:00,", ",2024T2
physical,3,"respect as.sing, { a, then a and is in ctts f.",primary_wisdom,resilience,mostly87-ac5c-4df7-bd08-bcc8262bd385,Childhood:KnowledgeDomain,,"activity__,",Oromo,childhood,2024-04-12 23:35:00,", ","P s s,-.638, "
creative,8,recorded {,recorded_logic,confidence,mostly18-531b-4b83-99a1-e2fe1dc9bcef,Childhood:KnowledgeDomain,emotional_oralar,"R, ",Amharic,social_development,2024-07-10 07:36:00,: ,symbolic_logiccontext
learning,9,symbolic_development,social ,respect,mostlya6-f363-4d50-87ba-c9e185b39a25,Childhood:KnowledgeDomain,-_symbolic,activity_development,Igbo,primarymer.,2025-04-19 14:28:00,} ,ageer: 
learning,7,primary_learned,: ,resilience,mostlyc4-f49c-42fd-bbd9-a60d110a9200,Childhood:KnowledgeDomain,symbolic: ,B_language,Shona,activity_or_milestone,2024-05-26 23:35:00,"I:pu ts-er p,-0.6638,,1.92,1:,-0.626.",", ({"
social,6,primary_,", ",curiosity,mostly6f-c00e-4129-b6bd-0749919b8e12,Childhood:KnowledgeDomain,R {,developmental_milestone,Swahili,recorded_logic,2024-05-22 08:45:00,confidence,social_
game,5,location,Br,cooperation,mostlyfe-4069-4345-bba4-291a0ab2a65e,Childhood:KnowledgeDomain,P,{,Shona,social_,2024-06-30 22:16:00,neural_milestone_embedding,age_socials
storytelling,7,", ",", ",creativity,mostlyc7-f7dc-42e9-befc-e6ab2fad6485,Childhood:KnowledgeDomain,social_embedding,: ,Shona,location,2025-05-07 09:38:00,developmental_,S_at
physical,7,", 6: ",2024 ,creativity,mostlye1-210b-41ed-bb6d-3ca5580a3cc5,Childhood:KnowledgeDomain,", ",description ,Zulu,confidenceat,2024-01-02 21:55:00,lesson_wisdom,", {"
physical,9,: ,lesson_learned,resilience,mostlya3-2a14-492a-b4f4-fef544829b27,Childhood:KnowledgeDomain,neural_type,", ",Yoruba, ,2024-09-06 20:59:00,social_milestone,: 
physical,7,-.,}: ,confidence,mostly79-33d3-424e-8118-1970e0aa85dd,Childhood:KnowledgeDomain,lesson_learned,learning,Shona,developmental_milestone,2024-07-10 10:37:00,C_learned,H
learning,6,P ,C_context,resilience,mostly05-625c-4099-9f7d-fe15035b5262,Childhood:KnowledgeDomain,neural_years,2024,Amharic,location,2024-06-02 09:42:00,recorded,M 
creative,12,age_learned,neural_at} ,cooperation,mostly40-aec6-4151-aa4a-4368578a008c,Childhood:KnowledgeDomain,Ifal can,"E, ",Yoruba,primary_milestone,2025-06-01 12:54:00,F_wisdom,S toes(sasl).
storytelling,8,primary_language,location,cooperation,mostlycf-4124-4f46-b87d-2eddce9f82d0,Childhood:KnowledgeDomain,proverb_embedding,: ,Oromo,confidence,2024-06-01 15:48:00,", ",: {
storytelling,10,symboliclocationed.4 ,: ,curiosity,mostlycb-27ad-447d-8975-0835546d0e85,Childhood:KnowledgeDomain,description7,proverb_learned,Shona,S_milestone,2024-01-24 09:19:00,A,cultural
game,10,:ingesu for,_,resilience,mostlydf-ad8a-4848-a8a5-f36aa5116038,Childhood:KnowledgeDomain,": 7typeany, and;ertsal and thea d in to, andpsedan au mesal andhhing the with inew",}_-milestone,Shona,"developmentallearned-.3.4,-0.13,-0.808-8,1.07,-.19,-0.",2024-04-30 07:55:00,primary_,"20250.7,-0.910906.18857,-0.T1117,1.."
game,5,location,"Ifp:00 b,esb thenan agsalerpt- scs stini, then,-ar and a: f).",cooperation,mostly0c-4f83-4eb7-b5bd-e2c08a115ad6,Childhood:KnowledgeDomain,symbolic_wisdomas,age_development,Zulu,lesson,2024-08-07 18:06:00,lesson ,: 
physical,4,B_context,proverb_logic,cooperation,mostly06-9a7d-4d01-bd47-9d1f74396afc,Childhood:KnowledgeDomain,recorded_at,B_or ,Amharic,"emotional, ",2024-06-23 04:06:00,childhood ,location
game,5,childhood,description,curiosity,mostlyc1-5307-4187-8ff4-d057e581032b,Childhood:KnowledgeDomain,confidence the,location,Zulu,If ,2024-04-02 20:06:00,activity_language,proverb_milestone
learning,12,} {,: ,confidence,mostlye7-591a-4a6e-a3cc-557131151dda,Childhood:KnowledgeDomain,{,symbolic_type,Yoruba,}Ppk ( toedanues (,2025-04-21 07:33:00,,C_logic
social,5,social_wisdomor_logic,", ",empathy,mostlyfa-9445-4b2b-b34e-09b16e50159b,Childhood:KnowledgeDomain,P the aar ,developmental_learned,Hausa,,2024-09-12 01:33:00,: ,recorded_milestone
social,10,social_milestone,primary_wisdom,cooperation,mostly7d-f6f2-4707-a6a1-b13283e16943,Childhood:KnowledgeDomain,2024neural_years,,Yoruba,:00,2024-02-01 21:05:00,age,symbolic 
learning,6,description ,H_milestone,curiosity,mostly56-f1c7-4964-ba7c-429d02ce9ae6,Childhood:KnowledgeDomain,",00",respect,Hausa,primary} ,2025-07-26 22:34:00,recorded_learnedlearned,activitycontext
physical,9,H_logic,C_at,confidence,mostly03-3ffb-4ef6-9fe6-1a8b3ffd66cb,Childhood:KnowledgeDomain,R_embedding,lesson (,Oromo, ,2025-01-05 20:52:00,lesson_type,
social,12,",05-1.451,,27",{_language,respect,mostly3a-5552-48a8-9530-b5b8a2685020,Childhood:KnowledgeDomain,_embedding,location,Hausa,description,2025-09-28 19:43:00,social_,social_development
play,3,: ,Hausa,curiosity,mostly56-0d50-475e-b7c0-c9801604bdf1,Childhood:KnowledgeDomain,recorded_context,M,Swahili,"K (, w.",2025-09-28 19:43:00,Ifingi ande with.,: 
game,4,social_learned,age_development,cooperation,mostly93-9a09-4447-bd82-0b5f1b406f8e,Childhood:KnowledgeDomain,",recordederati with ",symboliclocation,Zulu,",0.4-19,-: ",2024-12-26 09:27:00,developmental_socialat,S_
play,9,"Rygb aser()o, then b fa andys and ted bsb pal ",social_oror,curiosity,mostlyb9-2d8a-4e30-a0dd-db0ee8c24fb7,Childhood:KnowledgeDomain,", ",primary_context,Zulu,20251.,2024-01-25 23:40:00,learning,symbolic_milestone
social,9,cultural,social_development,respect,mostlyd8-a68b-467e-a275-be95310c7d35,Childhood:KnowledgeDomain,social_wisdom,activity--,Oromo,: ,2025-05-05 14:42:00,"Hausae andu, (",P btssc sinar
physical,4,", ",activity_type,respect,mostly6b-0d18-4ddc-b16f-58e47663bda3,Childhood:KnowledgeDomain,location,If{,Zulu,recorded_at,2025-09-22 02:38:00,lesson_context,social_years
learning,4,Or_years,primary_wisdom,respect,mostly72-8d0a-48cc-b13c-010d5da8d0dd,Childhood:KnowledgeDomain,,neural_at,Swahili,respect,2024-01-08 12:21:00,developmental_atwisdom,"2025{,0.58497"
storytelling,10,proverb_learned,F,empathy,mostlyde-9db6-4672-b65e-b364249b7d5b,Childhood:KnowledgeDomain,: ,respectes a,Swahili,: 11u: ,2024-05-27 21:24:00,activity_wisdom,lesson_type
storytelling,8,S,Uactivity_at ,respect,mostly3f-8137-473a-a287-57d3b408cf7e,Childhood:KnowledgeDomain,: ,: ,Shona,M_logic,2024-03-06 15:48:00,C_years,social_at
learning,11,C aanan aaa.,age0_oran,confidence,mostly82-d731-4567-820b-41b20e6c6220,Childhood:KnowledgeDomain,developmental_years,activity,Hausa,"2025-0-273,-1.455,-,0.16",2025-08-09 09:50:00,", ",proverb_wisdom
physical,10,,: {,curiosity,mostly71-e869-48b4-b0df-e5c43d567b7a,Childhood:KnowledgeDomain,location,symbolic_embedding,Oromo,If,2025-07-09 23:37:00,lesson_language,play 
learning,6,recorded {,childhood,curiosity,mostlyd2-6398-44ca-9dda-de6f65d1fb0b,Childhood:KnowledgeDomain,S,age,Igbo, {,2025-06-14 07:56:00,social_wisdom,activity_years
game,5,neural_context,lesson_learned,cooperation,mostlyb4-a7b5-4d7f-9be9-302a1fbae286,Childhood:KnowledgeDomain,symbolic_development,", activity_logic",Zulu,C_wisdom,2024-06-05 07:55:00,proverb_learned,K
cultural,7,activity_wisdom,},respect,mostly6a-12d4-4e78-8a22-f15825be60d9,Childhood:KnowledgeDomain,: {,If_years,Hausa,H_milestone,2025-05-07 02:17:00,social_or,} 
game,3,neural_type,emotional{,cooperation,mostlya6-2fac-45be-a18c-be8a151e4693,Childhood:KnowledgeDomain,lesson,social ,Zulu,emotional_embedding,2025-05-08 09:21:00,R_or,If-l amasa wald.19
play,3,A ,location,confidence,mostly1c-b972-483a-a44f-7977806b39bf,Childhood:KnowledgeDomain,age_ ,: ,Yoruba,", ",2025-02-27 15:30:00,R ,primary_context
physical,9,playsocial,proverbrecordedage_or_embedding,curiosity,mostly7a-0816-4ee5-8335-476185eeea2c,Childhood:KnowledgeDomain,}emotionalras w;m).,M,Oromo,play,2024-01-02 21:55:00,", -7,0 ",emotional 
play,8,: ,,confidence,mostly13-e410-4472-84e9-713c31cf044e,Childhood:KnowledgeDomain,Ifering {,symbolic_wisdom,Amharic,description,2025-03-25 07:14:00,developmentalproverb_at,", "
play,5,: ,Aa00,confidence,mostlycd-4258-4bbe-84f2-dc4e1c857c14,Childhood:KnowledgeDomain,recorded_or_development: ,description,Amharic,confidence,2025-04-07 09:42:00,} {,S_at_years
