id,subject,subject_type,predicate,object,object_type,context,primary_language,relationship_strength,temporal_aspect,symbolic_representation,neural_embedding,recorded_at
mostlye3-4c80-46d3-99cd-aa113b886c3f,temporal,place,object,:  ,place,,Swahili,moderate,current,organization,R ,2024-06-14 05:36:00
mostly32-5d47-415b-82a5-4b773a07fbdd,object,organization,: ,2024: {,organization,context,Oromo,weak,historical,temporalat ,historical,2024-08-05 11:23:00
mostly1f-96af-4b5f-a0d3-a76e3c4ed4a8,,cultural_element,predicate,neural_language,concept,: ,Shona,moderate,historical,C,symbolicmrepresentationri,2025-08-01 05:19:00
mostlybb-d41c-4dba-850d-bb1b76aedc31,strong.26ym {,place,object,", ",cultural_element,subject_strength,Igbo,strong,historical,place,subject_type,2025-04-27 14:31:00
mostly22-6c11-4b14-84f8-7c420f682deb,Nrariicor,organization,", {",,concept,", ",Shona,moderate,historical,:,: ,2025-08-19 14:21:00
mostly6f-f767-4ad7-84d5-5afd13be9e35,K ,concept,neural_representation,recorded c,organization,recorded_type,Zulu,strong,historical,concept,recorded_graph,2025-03-27 22:34:00
mostlya8-b1ba-4862-94bf-873f75a9b684,: ,concept,: ,neural,concept,neural_{,Yoruba,strong,historical, ,"strong, object",2025-02-25 09:39:00
mostly17-f2b8-434a-85a1-de78fa00df41,"-0.267,0.665-0606,4:-0..94,-1.0.1723}20,0.1,-760.46,1.9484,1.12,-0.407-0.03,0.574,1.180816,.1.918,-0.574,1.19859,0508:0-280.18,00.12,1.570903,02.164,",cultural_element,strong,recorded,event,temporal_at,Shona,weak,historical,temporal_graph,", ",2025-09-29 17:32:00
mostly0d-9f22-4d59-a28c-214e80331621,,place,,", ",concept,context,Zulu,strong,timeless,2025riin,object_{,2025-04-29 10:22:00
mostly54-f6ce-4519-b4a2-e4b891bd7baf,A ,concept,objectar,: ,cultural_element,knowledge_aspect,Oromo,strong,current,subject,subjector,2024-03-26 19:20:00
mostlye5-d88b-4feb-9c2e-f6936e37db04,place,person,{,2024edat,concept,_t,Zulu,strong,historical,: {,E,2024-01-02 11:04:00
mostlyb1-5833-48b3-8f8c-45e0c17e9edd,object,cultural_element,context,: ,cultural_element,temporalTk,Swahili,strong,historical,"2024strengthd-04Tan-T1.37,-T17.49}:T:4200}} {",symbolic: ,2025-01-04 15:00:00
mostly2b-b21f-40af-918c-dc5ea8c1ba0c,neural_type,organization,temporal_at,recordedat,place,: ,Hausa,moderate,historical,:,Swahili,2024-01-22 09:20:00
mostly7a-9f02-423e-8ce7-b79c82fd4a0a,_at,concept,temporal,primary_strength,concept,relationship_aspect,Zulu,moderate,historical,object,subject_language,2024-09-30 10:47:00
mostlyca-70be-4f9f-ac35-527b21d78d0a,object,place,object,object,concept,2025_strength,Amharic,moderate,historical,timeless ,temporalgraph,2024-07-19 10:39:00
mostly61-df05-4615-b115-9d47c2641319,Swahili,event,_s.mmvou,Cic,concept,neural_:,Igbo,strong,timeless,"2024--0.0.06496,-0.6736,--0.499:088,0.47862,0.606,1 ",} ,2024-01-17 02:49:00
mostly63-efb3-4e8c-864d-ead56b6bf753,"-1.8,-00-0.56,-0.96,-0.1742,,-0..0.08,1.506,0.13,-0.268,-0.1206.,-1.408,-0.0217",place,temporal_at,",-_type",concept,: ,Hausa,strong,historical,subject,"2025-0.3846,0.4.2,0.02115,-0.616,-0.8761.0723,0.,1.95,0.18080,1.5656-00_at,-1.0209127, {",2025-01-12 01:13:00
mostlyfa-becc-46fd-a2ec-26403da82119,}}: ,object,object_type,", ",cultural_element,S,Amharic,moderate,historical,relationship_embedding,predicatey,2024-03-28 22:52:00
mostly46-4123-4384-b78c-b8bb44319a21,concept,place,E,Sri,concept,object,Amharic,strong,historical,,: ,2024-03-21 23:03:00
mostly10-c5a1-43db-8835-1d5b5dd6d618,2024dt,cultural_element,strong,neural_type,concept,historicalkaar,Hausa,weak,historical,K_embedding,"}ol, ",2024-07-06 23:26:00
mostlyfe-73b6-4539-ac55-4d67759eec9e,place,person,objectik of slc,: ,object,object,Yoruba,moderate,current,concept,: ,2025-02-04 06:00:00
mostly15-d356-4af5-b847-1e085631b85b,",-T280.4,-0.093, {",event,E,object,cultural_element,,Igbo,strong,timeless,"2024-0.729,2.054,0.034,0.615480.,-1.2901}64knowledge,-0.438,0.1718,1.6-8,0.6150.52,0.89,3T10.,7-1.05149,-.448,-0..4248,0.46,0.,..13,-010..3T-0.892,0.422614,1.22,,-1.383,0.1223,}0.5702,-0.64,-0..083,0.84,1.2988,1.39T,-02513.8,-0.51028",2024-040.956,2025-06-20 09:26:00
mostlyf2-16a8-41b9-b051-29ca51d0d9ea,neural,place,contextstrengthaga,historical,place,symbolic ,Igbo,strong,current,", ",concept,2024-07-09 17:05:00
mostly59-5209-4525-989b-dc78544b134f,Yorubaa_ ,place,is_embedding,timeless,place,concept,Yoruba,moderate,historical,Igbo_representation,knowledge_embedding,2024-11-13 09:40:00
mostly2a-0048-4122-8235-c03667c3b2a6,", ",person,:_graph,place,concept,subject_type,Yoruba,strong,historical,,P,2024-07-24 02:42:00
mostlyf3-831f-4fd2-8c1f-dfe2c69a2a99,currente,concept,", ",temporal,event,Yoruba,Swahili,strong,timeless,subject_language,context,2024-05-10 03:15:00
mostlyb8-110a-4cc4-9e89-3c58bfa227f1,cultural,object,C,subject_k,concept,P_type,Zulu,strong,historical,S,K{,2025-08-24 15:30:00
mostly19-a5b7-445d-b825-102fee9528ec,", ",place,primary_type,A ,place,"subjecte, ",Yoruba,strong,historical,cultural,C,2024-08-23 10:32:00
mostly62-99bd-4635-be2d-4d04245e4730,subjectuabe ,place,Nile: ,context,concept,2025 ,Hausa,strong,historical,context,knowledge,2025-04-02 02:09:00
mostlyd9-7575-440f-b0c2-20b66985c9a3,: ,concept,subject_:,G_language,organization,primarys,Zulu,strong,historical,"-0.08434,-0.333,0.36,.9,-000.29,1.46,-0.756,0.84,1.3.3,-0.031315}_1,-1.18, .15506,,-1.16254,0.61.43,-0.524,",historical,2024-02-25 21:54:00
mostlyce-c20e-452a-8377-80d4b6f80013,"2025-14.919-10.173,0.1307,3,0.08,-19.3152,0.03085,-0.073649,-1.116,-1.0104T1,1.0885,-1.742,-0.138,-1.08,0.42268,-0.29:,-0.26,-00.42,T0.4,0.90.01,0.1518,0.34054,-0.055652,1.8117,11",person,neural,", ",concept,place,Yoruba,strong,historical,relationship_aspect,South,2025-06-25 13:39:00
mostly91-d445-414f-941c-94dff1bfd7d1,,person,:,2024r,concept,",a",Amharic,strong,historical,concept,,2025-06-13 04:40:00
mostly49-5808-4edb-9b2c-388778cb10f9,: {k,place,historical,object,organization,place,Swahili,strong,historical,concept,relationship_language,2024-02-27 22:40:00
mostlyee-4d33-4496-8149-718760e73b5e,historical,concept,} ,"},-0.24612,-: ",concept,}_i,Swahili,moderate,historical,: ,primary_embedding,2024-01-04 11:59:00
mostlyb0-acc2-46dc-9d69-815661dabe4c,historical,place,Yoruba,concept.13,place,place,Yoruba,weak,historical,: ,temporal_type,2024-11-11 21:36:00
mostly7b-46da-4ebd-80a2-ff66483712ba,moderate,organization,K,knowledge ,place,neural_type,Yoruba,moderate,historical,,,2024-09-08 08:36:00
mostly68-1b84-4294-879c-d2b9d88d4489,historical,place,", ",", ",event,Swahili,Hausa,moderate,historical,A,20252ic ,2024-06-09 03:10:00
mostlydd-110f-413b-8f4d-b059008f6b4b,context,organization,place,", ",place,subject ,Igbo,moderate,historical,G,: ,2025-09-29 17:32:00
mostlyc4-bdc7-4fe3-a983-2e1210f7a974,Amharic,person,Mom_c ,_type,concept,organization,Yoruba,strong,timeless,G,: ,2025-02-11 09:24:00
mostly2c-17ad-4241-8920-e8f358aa1bb9,place,place,", ",,cultural_element,subject,Oromo,strong,timeless,", ",historical,2024-02-01 13:58:00
mostly82-fa4c-4414-8f4d-56f0d7686960,N_at,place,: {singireli ,,place,", ",Swahili,strong,historical,C {ka cc ,historical,2024-12-12 12:55:00
mostlyd9-d798-4c90-8a0c-1a5e3aa7d0d8,current,organization,C,"concept, ",place,A,Amharic,moderate,historical,Souths,objectou,2025-04-08 17:50:00
mostlyf7-a769-43a1-8096-a97e8dc076e2,historical,organization,Swahili_aspect,temporal_,cultural_element,context,Shona,moderate,historical,"2025-00.254,-0.017,.4657,10.23, ",recorded_strength,2024-09-04 01:22:00
mostlyb6-b130-4cac-85ad-51c82a720457,recorded_representation,cultural_element,A,weak,concept,place,Zulu,strong,historical,:,symbolic_at,2025-06-04 12:55:00
mostly56-6ff7-4827-a744-68254e610e56,predicate,place,C_embedding,"2025pd.an,",person,,Amharic,moderate,historical,predicate,:,2024-07-21 15:49:00
mostlya4-6b93-499a-82eb-91d7b2bf8d64,symbolic_strength,place,predicate,Amharic,cultural_element,neural_language,Yoruba,strong,historical,Swahili ,}primary_language,2024-07-12 14:22:00
mostly0d-8568-4d1e-b0c3-01bc42005c7a,subject,place,temporal_embedding,A,concept,2024-0.71.07,Shona,strong,historical,E ,,2024-03-01 15:31:00
mostly83-951f-46d1-ac91-96aa78b9347a,: ,person, ,subject,concept,2025,Shona,strong,historical,concept,,2025-02-10 22:07:00
mostly29-a64e-4d4e-9bdc-7a5cf3bcfd95,recorded_type,organization,,", ",place,moderatep,Oromo,weak,current,"place.408_, ",neural_embedding,2024-09-22 18:52:00
mostly7c-0783-4128-84dd-eedcc5690990,neural_,person,Amharic,relationship_aspect,place,} representation,Shona,weak,historical,S tinakpan e ofomicso,: ,2024-07-24 21:22:00
mostly5f-e974-4ec3-8e6a-d4e943db513e,cultural {,organization,G,primary_type,concept,cultural_is,Swahili,moderate,historical,} ,temporal,2025-07-28 15:08:00
mostly49-3106-4826-abff-5135c3c90953,subject,place,context,", ",place,S,Hausa,strong,historical,N_eal,P,2024-03-02 14:39:00
mostlybc-64b4-45a2-9c3f-de85e77e0150,", ",organization,,", ",event,",: ",Yoruba,moderate,historical,historical,object_aspect,2025-03-03 19:19:00
mostly51-41a2-4b4a-b156-456b04c9e2f7,} ,place,historical,temporal_embedding,event,neural_type,Hausa,strong,historical,object,Zulu,2025-09-29 17:32:00
mostly04-1c5c-44f0-8bc3-14eedc3985f1,organization,person,C,strongaoas,place,temporal_embedding,Yoruba,strong,historical,2024-010.5,relationship,2025-07-08 14:55:00
mostly07-cd91-4b06-b336-753a430fcd60,: ,person,cultural{,predicate,concept,_type,Swahili,moderate,current,person_language,Yoruba,2024-06-10 02:55:00
mostlyb9-26f1-40f1-bd4d-1a907e9909dc,} {,person,organization,historical,concept,object,Shona,moderate,historical,S,: ,2024-07-06 02:03:00
mostly1a-2f05-484a-942c-f45b935d0ea2,", ",concept,} {,Icon _omeaeanr ofctayoa and,cultural_element,primary_embedding,Amharic,weak,historical,Igbo,I,2025-04-02 15:34:00
mostly80-0f81-4dad-a758-8139bf33222c,object,place,context,,place,object,Yoruba,moderate,current,: ,concept,2024-06-07 14:27:00
mostly81-a529-4810-aad8-dfc9f824bf23,concept-,concept,Igbo,conceptdom ,concept,context,Swahili,strong,historical,subject0can,contextlanguage,2025-02-19 10:20:00
mostly95-4a2d-4508-bce6-eea84335632b,recorded_embedding,concept, {,"predicate, ",concept,object,Amharic,moderate,timeless,: ,S_type,2024-05-25 19:55:00
mostly49-6283-473e-935d-e4593577ae65,concept,organization,influen c,recorded: ,concept,: ,Zulu,weak,historical,is,",",2025-08-11 14:36:00
mostlyac-53a7-49de-bb60-776f68c5e6f3,concept,organization,place,objectt: {,concept,: ,Yoruba,moderate,timeless,,: ,2024-10-27 15:03:00
mostly96-303a-46e2-92c2-97bd59f92e18,neural} ,place,moderate,culturalc su,organization,place,Swahili,strong,current,,T,2024-10-03 10:36:00
mostlyec-7ffb-4b7b-9e18-b7ede5440f46,strong,person,historical,place,concept,subject,Igbo,moderate,historical,":0.8,--012.365,-.748,.0.056804,0.825,0.42,1.2,1.9,-0.5,-0.0880112,0.913,-0.43,1.278,-0.44303,06",,2024-10-16 12:46:00
mostlyd2-40c3-4523-9948-8328bfd38f17,temporal_n,person,relationship_representation,,place,Zulu,Yoruba,strong,current,,historical,2025-09-08 19:50:00
mostly99-1f08-4284-b289-4666a4e49c20,historical,concept,N-02:00,", ",cultural_element,Nf,Oromo,strong,timeless,historical ,", ",2024-03-29 05:20:00
mostly2d-ff76-4081-8111-df179008473b,A: ,concept,object_graph,knowledge_graph,concept,S,Amharic,strong,historical,context,2025,2024-10-19 15:50:00
mostlyfc-7fab-41bd-97b0-50581ff51bff,", ",cultural_element,predicate,M,concept,", {",Swahili,moderate,historical,: ,: ,2024-03-31 06:08:00
mostlybd-40ec-4619-9dd4-c6975a7e84de,Syicin,place,timeless,place,object,"temporal_aspect.7.150-T1,1.002,-1.812000,- 06011.42,1.028, ",Yoruba,strong,historical,: ,{,2025-08-19 04:48:00
mostlya5-b0be-4b03-bda3-58cfa31b26e0,: ,place,knowledge_at,relationship_representation,event,historical,Zulu,strong,historical,"Cathyek, ",place,2024-07-13 08:41:00
mostlybc-b6b2-4665-bdd6-7fe1b53fed7f,,organization,",_language",S,cultural_element,relationship,Zulu,moderate,historical,recorded,,2024-03-16 08:19:00
mostly81-473d-47d5-ad52-6a804bc18953,: ,person,2025icrepresentation,conceptk in ,concept,"2024-095-190.,0.78,1.42,-51.1",Igbo,weak,historical,", ",subject,2025-07-01 01:23:00
mostly4b-eddd-4c50-8c32-14c8ea2192a5,,cultural_element,historical,knowledge,event,} {,Swahili,strong,historical,symbolic,symbolic,2024-05-16 20:24:00
mostlyfa-faf2-449e-a053-b71afb7a3daf,"M, ",concept,Igbo,-09T1iTs200,cultural_element,historical,Shona,strong,historical,temporal_aspect,N ,2024-08-25 12:39:00
mostlybe-e509-4988-a9f5-6ae7bd1d3ef1,", ",place,: ,Hausa and ,place,",0.7160,0.72,-1.42024218,0.94,1.0.37548,-0.55121,.6077",Shona,strong,historical,", ",: ,2024-03-04 10:03:00
mostlyd8-0e30-4fd9-a7f7-a686610dd563,", ",place,historical,predicate,concept,subject,Amharic,strong,historical,", ",temporal_ c,2025-08-09 16:23:00
mostly42-45b1-4c27-ba96-263c0cc08679,recorded_representation,concept,Zulu,place,organization,moderate_,Amharic,strong,historical,Ikri saling,object_language,2025-03-21 10:13:00
mostly8d-61f9-4abf-bd03-74d1b43122df,temporal_representation,place,object,: {,concept,2025- _aspect,Zulu,strong,historical,P,: ,2024-01-07 15:57:00
mostlyd4-f88f-4e53-8f25-3d7e2d8d401d,context,place,object,object,object,context,Zulu,moderate,historical,: ,}} ,2024-06-19 10:22:00
mostly21-2e63-4f04-9918-418bb81bc79b,knowledgeeup ,place,cultural,object,event,temporal_type,Swahili,strong,current,concept_at{,Swahili,2025-02-27 10:33:00
mostly43-277b-4db3-9deb-68e98260397f,historical,place,knowledge_at,S,place,knowledge_aspect ,Hausa,strong,current,temporal,organization,2024-01-18 04:46:00
mostlyb4-b016-4b4c-9c48-0269fa3e864d,"}strong,0.570.4,1.207,-0.5414,_0.6,,-0.,0.0636,170.8086,-10:0.06,-0.224-0.081703,-0.095005,-1.76-22-0.,0.0336,-0-0220.096,-1.901,1.46,-08-1.028,0.1522,-.222, ",cultural_element,subject_graph,C,object,organization_or,Oromo,moderate,historical,E Africa- sman ,relationship},2024-07-07 21:29:00
mostly14-7794-40e3-bb20-f14021d127a7, {,event,concept_representation,temporal_graph,cultural_element,placev Africav,Shona,weak,timeless,", ",knowledge,2024-06-03 02:46:00
mostly5a-e99b-4586-ae17-b8eab059d8c9,:,person,subject,,place,K-  ,Zulu,strong,historical,person,predicate,2024-03-20 12:32:00
mostly48-d792-4849-a4b5-14049a66132f,temporalsv,person,predicate,neural_aspect,place,"2025-0.94276,-0.0849,1.8,1.0.642,-0.388-1,0.39821, _.0.0960.212",Zulu,strong,historical,A,place,2024-05-22 14:00:00
mostlyd7-df17-4dfa-8fa4-7a14a68a00aa,"2024-.1515}.9,1.0518,-0.583,0.23,-03.903,-1.0629,-0.928,-0.2.448,-0_graph,0.41,-401915,49",place,,temporal,object,object_aspect,Swahili,strong,historical,relationship,: ,2024-02-24 09:15:00
mostly76-72c2-4bf7-a6a6-72569956cc0b,concept,concept,: ,"2024-0.23156,0.0687186,-0.0.732,0.7,-1.17,0.4342-",cultural_element,object_embeddingin,Swahili,moderate,historical,},place,2025-05-08 07:49:00
mostly71-64dd-4fcf-928d-85eaa5361c7e,: ,object, ,relationship_strength,concept,predicate,Amharic,moderate,historical,: ,Stes,2025-05-28 00:29:00
mostlyca-4a0c-44ba-81cb-2da9c19cca1d,context,event,knowledge_:,concept,place,subject,Swahili,weak,current,: ,: ,2024-05-02 06:36:00
mostly7a-3003-4e86-ae40-49017c625103,", ",place,predicate,symbolic,concept,subjectC ,Amharic,strong,timeless,,recorded_,2024-01-19 02:54:00
mostly80-cbdd-4ff2-9ce4-4bc053589251,Aembedding,organization,", ",temporal,place,neural,Zulu,strong,timeless,relationship_v,temporal_graph,2024-08-28 21:24:00
mostly60-e2d4-49de-907e-bea79e365fc6,context,event, ,C,organization,neural_graph,Amharic,strong,historical,", ",,2024-06-12 15:33:00
mostly14-0842-43cb-a0b7-f16e3f3857bd,symbolic_representation,organization,primary_representation,: ,concept,symbolic_type,Amharic,moderate,historical,predicate,: ,2024-09-09 18:52:00
mostlycf-9918-4740-bef9-48b8a0a094ee,relationship ,concept,subject_language,culturaled_ s of ,cultural_element,moderateic,Igbo,weak,historical,", ",subjecttype,2025-06-09 12:11:00
mostlya9-60b1-4784-aa3d-4c08ba5797ea,context,event,,context,cultural_element,subject_: ofede,Oromo,moderate,historical,"2024T03ic, ",} ,2024-02-11 20:48:00
mostlyf5-08b0-4308-99a9-a2c4fce1b816,,organization,recorded_language,person,concept,: ,Zulu,strong,historical,: ,: ,2025-05-05 19:36:00
mostly0b-6a01-4e6b-8172-b3e8ecf0faa0,: ,person,"relationship}e.1517,-29T1,-0.84906:190.2306.2237,-1 .551368,-0.22,-0209-0.56-0.0.864,-18.484,T",: ,object,knowledge_embedding,Amharic,moderate,historical,", ",personr_at,2025-05-01 03:48:00
mostlyb4-9e45-4792-b832-c9197e3b3501,object,event,M}ingv{,subject,cultural_element,moderate Africa ,Amharic,weak,historical,timeless,}c,2024-03-28 20:34:00
mostly05-a88e-46cd-a276-7e259c214877,neural,event, ,context ,event,place,Hausa,strong,historical,predicate,knowledges,2024-02-17 17:23:00
mostlyc6-f2ca-40e6-82f9-3c955fc257a7,", ",person,concept_embedding,object,cultural_element,: ,Yoruba,strong,historical,conceptd,"subject0.8-24200,-48: ",2024-01-17 12:56:00
mostly2d-7b82-469c-ae83-494f02a87665,predicate,place,,primaryo,place,neural_element,Hausa,weak,current,concept,neural_aspect,2025-03-05 05:00:00
mostlyf1-9fae-4007-971b-457fa5c8cedd,concept,place,place_type,Yoruba,place,object_graph.{,Hausa,moderate,historical,2024s,concept{,2024-03-03 20:42:00
mostlyfa-8ef9-4c85-bf54-be8e8c9aa5b0,N,object,context,", ",concept,"-0.903,-}, recorded.342,-0.0442,-0.120129, 06",Amharic,weak,historical,predicate,", ",2024-09-27 13:19:00
mostlyd5-813c-4f7d-ab41-74bebb9b3d49,K ,place,placem,"2024-0.099,-0.42:0180.42,.3,-1.152316,0.6",concept,predicate,Igbo,strong,historical,"Nile-ymu-T1T10.49.42,1.7011278,-0.47",:-,2024-03-07 07:43:00
mostly16-cb8e-46e6-99e3-0b1b79f9d704,", ",place,predicate_graph,concept,concept,"concept0.178, ",Zulu,strong,historical,historical ,neural ,2024-08-09 11:23:00
mostly2c-65cd-4db6-97ee-d35531bc4f6c,S{ardaanler-e p,object,"influen0.856, ",neural_aspect,event,G ,Shona,strong,historical,historical,"2024-0.2,T0.07,1.87,0.68,--0.716,",2025-03-07 22:03:00
mostlye7-f7df-42f6-8079-3061d4cb8d7d,object,organization,Zulu,", {",concept,},Zulu,strong,historical,"Nr, {",,2025-09-29 17:32:00
mostly2f-4bdc-4f96-a619-8d5e2c7449ac,C_r,person,object,2024al ofs ss deingv s{,concept,object,Hausa,weak,historical,: ,historical_at,2024-01-26 05:15:00
mostly55-ac8b-407f-94e9-757bd0c08d6a,"-0.912,-08:_1.636,00.2,1.9,3{,",concept,historical,", ",concept,recorded_embedding,Yoruba,strong,historical,primary_language,subject,2024-08-27 15:24:00
mostlybb-fdad-4123-8914-b8752e98dad5,symbolicm,place,object,: ,organization,historical,Shona,moderate,historical,2025,predicate,2025-09-29 17:32:00
mostly7e-2a83-4360-90cb-aca98ab07ca8,temporal_strength,concept,historical,: ,event,"object0, {",Swahili,weak,current,person_representation,", ",2024-10-15 20:41:00
mostly15-ed48-4406-bf75-3c0fd84cf8c7,relationship_strength,place,", ",primary,place,-01 ,Swahili,moderate,current,2025ge,concept ,2025-09-29 17:32:00
mostly3b-2df2-4e81-a31e-c450e7fcdd9b,"2025-T-000603-.0228T1:00,-0.17.429, ",event,", ",object_at,concept,C,Swahili,strong,timeless,"moderate, ",: ,2025-08-10 22:36:00
mostly32-e307-459a-8251-6e2039ab3e51,: ,person,place,} {,concept,predicate,Zulu,moderate,historical,strong ,_,2024-12-11 05:55:00
mostly41-ed6b-4c82-9392-e36949d3be00,2024 ,place,knowledge_type,temporal,place,predicaterepresentation,Swahili,moderate,historical,{,: ,2024-09-25 12:49:00
mostly87-b53a-4d6a-8089-07fa1171ce75,", ",person,concept{,objectank andoa-ip and ,organization,subject,Hausa,moderate,historical,concept,context,2024-03-29 11:38:00
mostlyde-f950-47a7-bcca-9119bc3916fd,: i,place,: ,symbolic,concept,concept_representation,Igbo,strong,timeless,subject,knowledge{,2024-02-16 21:24:00
mostly9b-3389-482d-9614-20ebf3ee62e0,", ",concept,} ,object,person,A ,Shona,strong,timeless,,Amharic,2025-08-19 22:00:00
mostly57-5fc3-44ed-ab76-4360e2231012,: ,person,subjectembedding,,place,Southn African de ccthraoed,Hausa,moderate,historical,", ",Mu,2024-06-22 04:08:00
mostly09-9644-4ef1-a8ee-407793a51cde,Esubject,organization,Amharic,G_embedding,cultural_element,relationshipous,Amharic,moderate,historical,Cc s,"N0.6,07:00: ",2025-07-19 12:52:00
mostly0d-1688-4408-8af5-d95123d3bdc5,historical,cultural_element,T,concept,place,concept e.th,Amharic,strong,historical,historical,symbolic_at{,2025-07-11 03:03:00
mostly52-0dcd-44b5-9991-a388a9c29e5f,symbolic_aspect,place,is of,temporal,place,organization,Amharic,strong,historical,historical,", ",2025-04-24 08:03:00
mostly93-a515-4841-b6b6-74993390e43c,M sara,object,primary_,"2024-0.7618subject,0.3,0.2243,0.36,0.87T,}06}",concept,,Oromo,moderate,historical,", ",object_at,2024-05-19 00:55:00
mostly9d-d867-4eab-bf0e-79fc8e74a212,knowledge_representation,concept,context},2024,cultural_element,temporal_type,Amharic,moderate,historical,",recorded_-03",2024,2025-09-26 22:52:00
mostlyfb-3e7b-4185-98b3-2368716de963,P,concept,", ",: ,concept,Igbo,Igbo,strong,historical,temporal_aspect,Ps African,2024-10-07 13:28:00
