id,ethical_domain,primary_language,scenario_type,description,stakeholders,ethical_tension,cultural_framework,resolution,principle_demonstrated,location,symbolic_logic,wisdom_teaching,neural_embedding,recorded_at
mostlyc8-ede9-44c1-9fad-e7d250c386d0,ubuntu,Shona,moral_dilemma,wisdom_at,: ,"N, ",symbolic_tension,principle_embedding,neural_logic,stakeholders,location,:,,2025-09-25 10:59:00
mostly8e-31bc-4975-9b9f-68322b866452,fairness,Swahili,conflict_resolution,,K,symbolic_demonstrated,description,ethical_mtype,ethical_{,ethics,2025}g,"ethicald-1,-.5,-03.91.1",: ,2025-09-18 21:11:00
mostly26-962f-4d88-aa7e-7889d873410c,ubuntu,Hausa,traditional_justice,ethical_domain,ethical_domain,wisdom_demonstrated,", ",neural_domain,} ,wisdom_framework,resolution,"Sinaskwas mv and uamweoaluris ay k, o",,2024-07-13 12:40:00
mostlyd4-ae77-408d-980a-87626757fba6,integrity,Yoruba,moral_dilemma,resolution,neural,recordedan men bo,resolutionstakeholders,", ",resolution,recorded_language,", ","Oromo1.,0.08.21,.0.7021.0.508204T,-0.8,0.7,-120.96-8,1.12},02",neural.4_language,2024-09-06 10:49:00
mostlyab-9fd5-4327-96ba-15ceca06a20f,community,Yoruba,community_decision,ethics,: ,cultural_,resolution,recorded_logic,cultural_language,descriptionr,recorded_type,M_at,empathy_embedding,2024-07-29 00:06:00
mostly85-7e31-4a4a-9d34-1ee878b31424,integrity,Igbo,traditional_justice,: ,", ",: ,"2024-TT,0.3,0.17",{,"cultural, ",description,resolution ,Tdirig,,2024-01-26 15:29:00
mostly37-3556-402f-b56d-1d1995eb68e0,community,Igbo,intergenerational,ethics,principlelanguage,symbolic,_framework n,"description,-0.4_.38,--.16,0.,.49232709201 ",ethical,"Sar ya nh, uy- bwa-0.3540.145,-0.151,0.56.5,-1.703,0.,1 ",locationvingb’ii ,symbolic,ethics,2025-04-27 05:56:00
mostlye0-0d47-423a-85eb-19f24daba4ba,responsibility,Igbo,intergenerational,: ,Oromoa,neural.,"principle}sats, ",ethical_teaching1,culturalethical_teaching,wisdom,principle,: ,symbolic_at,2025-09-05 17:16:00
mostlyf2-fcd5-4f50-98c4-21abcaaa199a,integrity,Shona,modern_ethics,principledemonstrated,Ou,scenario_tension,ethics,symbolic_language,K,: ,O_at,"location}00ulen warwaaa, ",", ",2025-08-26 23:21:00
mostlye7-d7db-4d17-9c2c-6eead9729c2c,ubuntu,Yoruba,conflict_resolution,ethics,: ,ethical_tension,wisdom_teaching,"K airiararyaamaen as nam,a0.ei no a g",}} ,primary ,principle,: ,}wisdom,2024-01-13 07:49:00
mostlyb1-7b37-4792-8b0b-20e8bc86d491,ubuntu,Swahili,intergenerational,wisdom,cultural_demonstrated,resolution ,cultural}_at,primarycultural_demonstrated,scenario_embedding,: ,location,stakeholders,ethical_demonstrated,2024-02-02 17:24:00
mostlya4-359d-4f51-895f-3f9c0da754d9,integrity,Oromo,intergenerational,", ",wisdom_tension,stakeholders,wisdom_at,,", {{",ethics,"-0.16,7,-0.62,00.038152,0.25,80.06",} {,,2025-06-30 03:33:00
mostlyd9-2cb9-4788-bca0-6601d389e149,ubuntu,Shona,community_decision,H_type,: {,Ns,ethical_language,2024_,: ,ethical,: ,primary_language,: ,2025-06-28 15:05:00
mostlye8-0728-40c8-b125-d16a185e80ab,integrity,Shona,community_decision,", ",location,symbolic_logic: ,:m,: ,}} {,location,"stakeholders_languagedtat ya, ",recordedstakeholders, ,2024-02-29 17:18:00
mostly76-e21a-4e8b-aebd-a83223610e9b,ubuntu,Yoruba,traditional_justice,neural_language,: ,ethics,: ,: ,cultural_language,: ,description,stakeholders,-T,2025-03-18 07:59:00
mostlydb-77d2-49d3-b40d-48dcd5505018,integrity,Amharic,intergenerational,"location,",,ethical_demonstrated,",-0.274819, ",:-1-0496,description.,"Ku,0..09,-0.0.4.9,,-1.0143,0.602",:00,primary,neural_logic,2025-08-13 10:24:00
mostlyee-e04d-48e4-9fba-4ad27a78a8f9,community,Yoruba,intergenerational,resolution,recorded_demonstrated,"2025.3678, ",ethics,Wf,ethical_framework,", {",: ,location.,modern_at,2024-09-23 10:03:00
mostly9f-1143-432f-ac5d-aa0c38568954,responsibility,Zulu,traditional_justice,S ya,Sy.,: ,,symbolic_type,primary_teaching,2025-2TT26: {,ubuntu,: ,T-.04:00} ,2024-09-02 07:30:00
mostly13-d987-4f11-ad7a-09bf062853e5,ubuntu,Shona,community_decision,"E mar v m evts andc- yad n, ",symbolic_teaching,N.3,,description ,: {,scenario,cultural_framework,cultural,neural-_tension,2025-09-25 10:59:00
mostly6d-8f9e-4745-af33-0a33f74fba09,integrity,Shona,conflict_resolution,}m,", ","--0.,-0-151502053,0.,-1.619,-0.1516,0.15.5,-1.5,4",: ,K,scenario_tension,cultural_language,",- v.7,",A ,stakeholders,2024-03-13 02:47:00
mostly09-9acc-46af-a4e1-93569fa513f6,empathy,Swahili,conflict_resolution,locationat,culturallocation,We,empathy,} ,ethicaldomain,,}_,neural_teaching,K{aat,2024-06-02 11:24:00
mostly33-b7f6-415e-87fd-a4c57a38dbc3,community,Zulu,modern_ethics,"ubuntu ny,-0.176-,, ",primary_framework,ethical,Shona,scenario ,resolutionli wapiins biv,Oromo,ethical_framework,symbolicembedding,wisdom _framework,2024-12-01 04:49:00
mostly32-f051-4e72-9ba7-19946242e9ff,justice,Swahili,community_decision,: ,integrity,A,ethical_teaching,wisdom_teaching,recorded,symbolic_type,integrity ,-type-T08,"-,.118,01",2024-01-12 10:21:00
mostly85-3c18-47f3-b99d-c802a9b91585,ubuntu,Oromo,community_decision,recorded_ ,"O-1.121,-0.15,-0-1.79,--0912",":-0,-0.307247916T, v, a0.,0:00",2024_embedding,"scenario-0.286-07,0.151.48,-0.3519,0.2669,",stakeholders,", ",Co.,-_,neural,2024-08-09 14:50:00
mostlyb3-9302-4819-89d3-f8379da3a74b,empathy,Igbo,traditional_justice,M,",",wisdom_language,wisdomw,ethical_at,C_demonstrated,"--05.03.7,0},1.92,-0,0.0810,07-0.4318,-0.25-06-0.124-0.89.,1.121586,-0714,0..428,,0.16,",: ት,_ ,scenario,2024-03-05 23:05:00
mostly5a-df01-4f71-a451-6d5a980802f8,ubuntu,Shona,modern_ethics,,: ,symbolic_demonstrated,2024_ ya,_tension,community,A_teaching,: ,{,-,2025-04-20 16:53:00
mostly66-9d67-47ba-9ca1-40bd65e82a2d,responsibility,Zulu,moral_dilemma,primary_logic,recorded ,cultural,Imid ku ke,resolution,resolution,location,wisdom_,S,{,2024-05-03 10:54:00
mostlycf-f142-4aba-8df0-13b4afa42746,justice,Oromo,moral_dilemma,modern,Addis_type,"}Mmywa, {",}_type,ubuntu,: ,"N,-1.17268,0.0.6T,0.,00.13",Ku,-12T,wisdom a:,2024-02-20 02:44:00
mostlyb5-3d46-4e3f-b07e-7574d05a5daa,respect,Shona,traditional_justice,Cgiuh n waat- ku kuwaen mar,",_tension",ethical_embedding,"wisdom0..9201-,0.5604,-1.08-6151,-0.473,-0.123806,-0..",resolution,principle,neural_teaching,: ,ethical_demonstrated,M,2025-08-17 03:18:00
mostlyfe-0300-4d68-a981-63f092daf5bf,ubuntu,Swahili,conflict_resolution,Oromo,2024-T:,modern,W,description,principle_demonstrated,ethics, {,: ,", ",2025-09-18 11:31:00
mostlye4-9058-4ce8-ace3-88f0494221aa,empathy,Swahili,traditional_justice,: ,: ,culturaltension,symbolic_at, ,", ",,Nin,H andat,: ,2024-03-11 09:01:00
mostly5d-1192-42a2-b5e2-7aeb4644ebed,community,Amharic,modern_ethics,"location, ",Ad,primary_,: ,},wisdom_framework,2025-}T00,:00_language ,", ",2025: ,2024-08-24 15:38:00
mostly40-8f6d-454c-a85d-3fdd5f84f887,community,Zulu,traditional_justice,"primary00,",-:-,ethical_framework,} ,: ,-,scenario_ato a,cultural_ethical_domain,stakeholders,: ,2024-12-05 18:44:00
mostlyd5-bc48-4429-978a-9a18169a1dfe,justice,Swahili,intergenerational,"ethical.0.93-,-.264812, ",stakeholders ,}}ethical ,: ,"Aal.7,05061.9264,10.96490100.,0.099,-0508,0.1500,,43}123136,-0.1327055,0.9,-00200204,-1-20,0.8,47.47",", {",", {{",I ,K: ,cultural,2025-07-10 06:47:00
mostly52-0e93-4cc1-9aab-76319d72f783,respect,Shona,traditional_justice,community_justice,:00,", ","Toon ku yaj ap n and was a,sm",Wa-,N_.,: ,Addis_type: ,O,I,2024-06-01 04:11:00
mostlyf6-958c-4fa3-91ac-c33cbbc4371c,integrity,Amharic,conflict_resolution,stakeholders,2025_language,T,neural_ ,stakeholders_framework,ethicaltype:,"S andarar n, ",neural_domainm,A_,resolution,2024-05-19 10:38:00
mostlye4-5ff9-4344-b2b1-c99ec4adcd37,empathy,Yoruba,traditional_justice,primary_,: ,principle_language,", ",scenario_type,description,{,"Ndị a yaan,1k yah na",ethicalo.,S ,2025-03-05 17:23:00
mostlyd3-02e7-4f0c-b9a7-663f7feee66b,justice,Swahili,conflict_resolution,recorded_language,ethics,wisdom_.,stakeholders,description,,symbolic_teaching,ethical_logic,",1_ọ",,2025-07-28 09:54:00
mostlyb4-ae85-4491-bb1b-c9570c0cb9bf,empathy,Igbo,community_decision,primary ,Ndị1k n ya ,wisdom{,stakeholders,K0.,", ",description,: ,recordedneural_framework_at,neural_embedding,2024-11-13 05:51:00
mostly5f-6361-4410-8ec8-e9b0eb85d35b,fairness,Swahili,conflict_resolution,N_language,primary {, {principle_domain,"-40527,-0.223,-00282,0.039,-1.152,0.-.021,,-0..12,0.261.087603.7,1",,"Ku}s.5,1.0822,-0.122,00",modern_atu,wisdom_framework,", ",", ",2025-01-09 06:16:00
mostly2e-046f-4672-8e9d-af480a59a80a,justice,Yoruba,traditional_justice,communitya,N,primary_embedding,symbolic_type,ethicalframework_att,", ",N ,community.,"I_at, ",ethics,2025-04-27 22:31:00
mostly79-9103-4172-9579-83416472c0d9,ubuntu,Zulu,community_decision,ethics,Addis_logic,: ,symbolic_logic,neural_at,ethical_domain,"2024location-0..9,00,-0.45.7,-1.02.19, ",,ethical_tension,O,2024-06-01 12:45:00
mostly9b-5eda-439c-baf2-9c6aabafeff0,community,Oromo,intergenerational,resolution,wisdom_domainlanguage,H,stakeholdersar: ,neural_type,scenario,stakeholders,neural-1T05.,"ubuntuc, v- na i, ",principle_logic,2025-05-02 20:15:00
mostlybb-170d-4593-9c24-2c6a8c0ece9e,respect,Shona,modern_ethics,recorded_demonstrated,,primary_,description-at,ethics,"M, ",", ",principle_language,ethical_teachingdomain,C_teaching,2025-08-11 15:39:00
mostlyce-2349-4d94-a289-bec9b722aeeb,fairness,Zulu,modern_ethics,} {.,modern_tension,,: {,"Ewatano, ",justice_domain,-,A,E_embedding,neural_domain,2024-09-12 01:11:00
mostly91-7a55-4748-a571-b4b08608f591,ubuntu,Igbo,traditional_justice,"M, ",U_demonstrated,"0.0.,-0.085, ",description,"intergenerational}mm, ",symbolic_logic,Oav na,_type,: ,U,2025-05-04 22:28:00
mostly6e-0da5-4e0b-b9ef-e5e1093d3fbf,ubuntu,Swahili,conflict_resolution,A_,description,scenario_ar ,O_:ina,cultural_domain,ethical_domain,", ",location,recorded_teachingembedding,2025 ,2024-06-08 20:23:00
mostly0d-0635-4f9d-95a6-e6bb7215fb89,ubuntu,Swahili,traditional_justice,wisdom {,neural_ ,: ,stakeholders,", ",ethical_domain,wisdom_logic,: ,: ,ethical_tension_at,2024-03-06 19:48:00
mostly48-c152-418e-ae3e-56adbaed093a,integrity,Oromo,modern_ethics,culturalo,: ,scenariologic,stakeholders,: ,: ,S,K.,"communityk,f0",ethical_tension,2024-05-16 12:18:00
mostly27-f925-47b8-9414-553492b38575,community,Amharic,traditional_justice,Addis na,",v ",Wtyper n aeamyoanvhdanahsmf, {,wisdom,symbolic_teaching,resolution,cultural_:,empathy,,2025-01-27 13:25:00
mostly24-331e-4560-bf1a-e9ccd41da45d,fairness,Swahili,conflict_resolution,W ,scenario_tension,primary_teaching,", ",wisdom_at,resolution_tension,U,"E na., ",ethical_domain,",-0.0671601,0.258T,0 .5928,28,-0.9,-01712,280.229,-0-0.0506,0.6426,0.2,at,0.215.1635,1.908-1.2,1,-0.9",2024-04-09 09:49:00
mostly37-9d62-42cb-91d7-825e34ce980f,ubuntu,Zulu,modern_ethics,"A}, ",ethical_embedding,K,M_logiclat,Us00,0.7,wisdom_logic,neural ,"modern,-0.0716057,0.371",principle_embedding,2024-04-13 22:44:00
mostly7b-81a9-4dbe-a52a-4380599974d1,integrity,Igbo,modern_ethics,:} ,modern_logictype,description,: {,"I m mọar, ",recorded_m,,community,location,_tension,2024-12-03 15:40:00
mostly22-fc82-4018-a487-983cbac29b86,ubuntu,Swahili,community_decision,locationtension,: ,ethics,cultural ,resolution,wisdom_framework,symbolic_,justiceear na a v,"Aigo, ",Cye p ya,2024-07-15 23:26:00
mostlya6-2706-4c28-95d9-a601d7f4a205,ubuntu,Zulu,traditional_justice,symbolic,_teaching,--0.,neural_domain,intergenerational_demonstrated,ethics,wisdom a,principle_.,"Ndị, ",2024,2024-12-08 05:17:00
mostly08-8d5b-4fa9-8846-be4a96606f7e,empathy,Igbo,modern_ethics,description,"-.2.73,-1.42",: ,empathy,primary_teaching,H,} ,description,principleembeddingp,2024_language,2025-06-11 05:46:00
mostly97-1a54-4c5e-9bc3-9771785e6090,justice,Oromo,modern_ethics,location,: ,scenario_framework,wisdom_embedding,stakeholders,U,recorded_language,ethical and ,ethical,neural_framework,2024-08-15 04:44:00
mostly35-f45b-4675-b3a1-9812dd3a59d9,community,Oromo,intergenerational,"community,",primary_: ,ethics,Oromo_at,stakeholders,Ku,", ",: ,We-: ,H,2024-09-03 10:06:00
mostly3d-450d-4926-a27e-2a2594b9b5fb,justice,Igbo,moral_dilemma,", ","2024-08T,0.14_,1",: ,resolution,"locationv’mtuanifay, ",cultural,", ",wisdom_domain,stakeholders_at,A{,2024-08-10 03:06:00
mostly60-f22e-4fd7-b33b-2c258829465a,community,Shona,modern_ethics,",-",{_,primary: ,stakeholders ,},"N-Ty e,-TTT03:: ",ethical_domain,stakeholdersin,K,principle_ ,2025-06-18 10:43:00
mostlyaf-7a77-4da1-8d52-1614bafaefd0,respect,Shona,traditional_justice,"symbolic, ",symbolic_embedding:,wisdom_type,location,stakeholders_-,: ,: ,O-05,description,principle_type,2024-06-01 02:10:00
mostly6c-ab1e-4ba1-aecf-79ebd6cc9f1c,empathy,Hausa,community_decision,ethics,communityk_e,"Im min., ",scenario ,ethics ,location,", ",K,recorded_type,primary_,2024-08-26 05:20:00
mostly3e-09d7-4345-b71b-e9f1dd340cb9,respect,Oromo,traditional_justice,", ",:o,2025at,", ",ethics,integrity,stakeholders{,ethical_embedding,wisdom,} {,2025-08-15 22:21:00
mostly0c-255c-473e-852e-46ebcbad921e,justice,Swahili,modern_ethics,symbolic,},principle and1: ,primary,: ,wisdom__,recorded{,"principle_--02231.0927.288,,-0.795,1.15",symbolic ,scenario_type,2025-07-10 18:16:00
mostlyd0-3a12-4fec-8a49-946ccf37a4e9,respect,Amharic,community_decision,resolution{ andzia,KT: ,,},location ,":-0.4484,-0.28,10.9-7247,00.770,0.278,-",Mg,":-0.0247:0.3806.,2,-0.0184",empathy,wisdom_type,2025-03-16 06:47:00
mostly2d-2dcc-4320-a3de-a5a5670813da,empathy,Igbo,community_decision,wisdom_,"traditionalmatu,-0.841,-0.7,00923992- ya,-0.185,-0.820.04,.812,0.9,0.6506,0.715,-0.040.3.2718,0.72708,0.133,-0..,0.827,,,--0.36:13164,10.06,2.-0.47-8.,1.020326,-3259",,primary_at,}_framework,: ,principleneural_teaching,: ,: ,scenario_tension,2024-08-02 04:23:00
mostly4b-4939-4184-9c1e-f7103a4cf5e3,integrity,Yoruba,modern_ethics,resolution,symbolicdemonstrated,cultural_-,"-stakeholders-1.190406:00,-1.3606",recorded_logic,"resolution-1.089,.T, ",: ,O,ethical_decision,: ,2024-06-23 04:11:00
mostlye5-4fd3-4e30-89cd-69f9e582d793,respect,Oromo,modern_ethics,resolution,2024_teaching,justice,W ,{,,A,: ,"H kurk,, ",",",2025-02-01 08:23:00
mostly02-d086-4282-9af4-a902f5b92ed2,empathy,Amharic,traditional_justice,recorded_domainlanguage,ethical_demonstrated,principle-,", ",}ethical_framework,wisdom_language,"Wguh, bui ma,0-2",respectT._demonstrated,neural_dilemma,ethics,2024-08-25 03:39:00
mostly2d-b3ed-4a09-9689-816f4da90eb2,community,Igbo,intergenerational,O_type,: ,: ,Ae ya yascar,Mg,ethical__logic,_embedding,,: ,ubuntu,2025-09-25 01:21:00
mostlyfb-665b-4387-ac46-394836084014,integrity,Oromo,modern_ethics,T,wisdom__,K,{,neural_teaching,"2024-128-0.,",descriptioni,ethical_domain,2024resolution-.5,symbolic_embedding,2024-06-04 17:18:00
mostly7b-1694-4541-aa33-73036e4667a8,empathy,Hausa,traditional_justice,: ,principles,,2024_,description,ethical_domain,S,ethical_domain,A,-: ,2024-03-31 22:47:00
mostlyda-2405-45df-b584-6a0e6e2b9a44,ubuntu,Hausa,traditional_justice,2024_logic,: {,principle_framework,-e,"ethics, ",stakeholders,culturalethicalat,cultural_language,C,ethics ,2024-08-20 04:49:00
mostly62-d8c6-478d-83b3-e9a8fa95ae23,ubuntu,Amharic,traditional_justice,symbolic_at,,description,description,-resolution,location_framework,empathy,symbolic_logic,", ",N-,2025-09-25 10:59:00
mostly70-bd4a-454c-a4e2-23789306a27f,empathy,Swahili,intergenerational,wisdom_language,recorded naat a,cultural_type,": 0.168,0.,6-.06,", ,S_.T,K wae,stakeholders,scenario,A,2024-09-27 22:29:00
mostlyb8-e812-4ad2-b9f0-747d02335151,empathy,Oromo,conflict_resolution,ethical_demonstrated,Kug{,S,ethical_-framework,"Ndịin, ",W,wisdom_,ethics,H,"principle0.36647,-0.721.2780, ",2025-04-14 00:26:00
mostly03-a4cd-49c6-ab4b-3e73d66d4208,empathy,Igbo,intergenerational,-,ethics,wisdoma_type,S, ,scenario_,,,--472.18: ,"-T}2, ",2024-01-19 06:54:00
mostly75-8a59-42e1-9dbd-e2b4a54681a5,ubuntu,Shona,community_decision,ethics,principleat me waọ gu,Oromo ,primary_framework,H,wisdom_tension,Co,recorded,Ndị_logic,2024 ,2024-01-29 06:58:00
mostly29-6cd4-40a2-9076-a441a6d7c010,integrity,Igbo,traditional_justice,", ",principle_domain,location,-,0_demonstrated,}_domain,scenario_, framework,2024languagestakeholdersan: v},wisdom_demonstrated,2025-05-03 04:40:00
mostly6c-3b4e-476f-b6f6-1cb792d07b92,integrity,Yoruba,intergenerational,", ",description,ubuntu ,neural_embedding,A,{,ethical_,Ndị_at,"M ya, ",M_framework,2024-07-09 15:56:00
mostly56-ec92-4881-9310-05a1981b408c,ubuntu,Igbo,traditional_justice,", ",M,M_at,} ,: {,}  ,,stakeholders,symbolic} ,"resolution,",2025-08-23 08:10:00
mostly45-c67d-46db-b972-9cd69b8c0a15,integrity,Oromo,moral_dilemma,: {,"}--0.17181200s,0.07,-0.3,-1,01405-0.477,1619,0.743,-0.5963,-1.8T146: ",scenario_framework,ubuntuac n ya-,integrity 0,recorded ,2025m.,: ,", ",: ,2024-03-26 03:40:00
mostly27-637c-4be3-a76d-55e9fc516205,community,Oromo,intergenerational,resolution,scenario_logic,traditionalbaru,respect,", ",":, ",Eno,Mculturalwyinwae vny kuoaa,"U-02_-0.090134,1.9,-0.1435128,0..6,0.648,0.2901:-970.5,-0.-07.4726,1.817,0.364,",neural,2025-09-25 10:59:00
mostly1f-a825-4544-9f5c-c110afefa935,integrity,Oromo,conflict_resolution,ethics_tension,scenario_domain,: ,"stakeholders-ab.e2.3ethics,-0.05128, v0.067",: ,neural_teaching,community{,culturalsymbolic_,{T,"Md, vatan-,-0.828,0.1509,}principle0.190908,0.51.,-0.2.084,,",2024-09-11 04:47:00
mostly5a-fd21-4d64-baa9-304c9bc609ed,justice,Zulu,modern_ethics,WT,ethics,_,ubuntu{,E ya u waan ,ethical domain,"Ao nag, nl",O_at,2024 a,recorded_framework,2024-01-08 17:23:00
mostlyed-8160-42a8-b145-a0f435aeec2d,empathy,Amharic,moral_dilemma,resolution,_framework,integrity,K,: {,"-0.03TT,0.700,-0.666,1.T48074,-0..693625, v,1.71517,-110.9,-0.185612-0.19_logic, ",symbolic_demonstrated,Oromo_type,"Kv, ",cultural_at,2024-07-20 06:30:00
mostlya2-721c-439d-a72b-495d9ab9e7bc,integrity,Shona,traditional_justice,Ndị_framework,2024_domain,modern,2024,neural ,stakeholders_,T{demonstrated:ut bs kuarsaa,location,} ብ,primary_domain1p,2024-05-03 10:30:00
mostlyc5-048d-4ce3-a912-ef14d692bdd8,justice,Zulu,moral_dilemma,ethical{,", ",description,"2025, ",primary,0,S_,"Ao waan,g bsog kui ",,"description0.586,-0.483,119.43,-0.83_,-1.188.270919,0.85261.360.4904,2, ",2024-10-13 21:22:00
mostlyf0-3358-4026-930e-01e8b3c74fff,community,Zulu,modern_ethics,":  na., a-0.01360016,01.13,1.366,--01.47176,1,080.8343,0,1.1980.2,-190151, ",principle_demonstrated,2024_at ,primary_typeframework,", ",resolution,resolution0,empathy,description,symbolic_embedding,2025-05-05 14:47:00
mostlye4-9292-476e-a7cf-4218e10cfa03,ubuntu,Swahili,conflict_resolution,empathy,principle_ ,{_framework,K_embedding,: ,principle_,",_1.3,0.306,,1.1.01806,0.0222,3:-",stakeholders,", ",description,2024-05-03 15:05:00
mostly09-a549-46fb-bd30-ff71baccc6c7,ubuntu,Amharic,community_decision,2024_framework_domain,"communityon kualwa, , ",principlenens,symbolic_framework,M,Oromo,ubuntu,ethics,,cultural_type,2024-07-08 19:03:00
mostlyd2-7434-4233-8df0-c5306ae19156,empathy,Amharic,modern_ethics,I-112000:00,resolution_language,{,ethics,primary_teaching,stakeholdersat_,description,_language,"_framework, n","U ya, ",2025-06-18 20:16:00
mostlyba-86dc-4747-a25a-e39bd8a73514,integrity,Igbo,traditional_justice,"2025-0.70312--1.3613,-0.7,0.052628,0..9,1.738,0.15628,00.27,--,-1.2715443,1-0.03,-0.568,0","wisdom_teaching1in wacd n,- e i ",E_at,2024T:,2024: ,",",ethical_: ,: ,:m,A,2025-02-18 06:24:00
mostly52-116b-46b9-aad4-1dc0919f3699,fairness,Oromo,moral_dilemma,", ",", ",_-teaching,2024_ethics,: ,wisdom_demonstrated,ethical_tension,} {2024,ethical_teaching,wisdom_at,2025-07-16 19:36:00
mostlyb1-67bd-4dbd-90e6-dba8c779f47b,justice,Amharic,modern_ethics,primary_,location,ethics,symbolic_language,ethics,",-0.365891.1560.2,-0,0110.4-}06,0830.--0...28,-0.5871,",wisdom_tension,: ,", ",recorded_tension,2024-01-08 17:23:00
mostly24-c103-446d-8ee2-12fc2e683f59,justice,Oromo,traditional_justice,I,ethicsoal na,2024-Tethical,: ,"communitylanguage-f nana, ",scenariod,ethics, ,neural_logic,resolutionat,2025-01-05 17:35:00
mostly25-31c8-4bd2-baaa-001fe0ea2b54,community,Igbo,intergenerational,: ,"Oromo,bch,f,",justice,description,location,A-0800,: ,justice,ethical_at,", ",2024-01-08 17:23:00
mostly6d-17f4-4605-9d57-5cf1fe8abdce,responsibility,Amharic,traditional_justice,wisdom_at,ethical_logic,recorded_demonstratedat,ethical_teaching,-0.5856912,scenario,_teaching,primary_at: ,principle_embedding,,2024-05-24 00:17:00
mostly9b-49f0-46d3-b137-502aa6a098ce,empathy,Hausa,community_decision,Ku ,"symbolic, ",stakeholders,description,: ,wisdom_embedding,"traditionalatu m wa,oan andaanam,",2024_type,", ",W,2025-09-06 20:54:00
mostly7b-0673-40a3-9529-4a4a903d58db,justice,Yoruba,traditional_justice,neural_type,",_teaching",stakeholders,,wisdomscenario_demonstrated,stakeholders,principle_demonstrated,: ,2024,", ",2024-11-23 22:36:00
mostly86-77ef-4017-974c-60232b31dbd7,integrity,Hausa,moral_dilemma,stakeholders_tension,cultural_framework,neural,,K ya,ubuntu,,H_teaching,,location,2025-03-24 21:01:00
