id,age_months,primary_language,experience_type,description,caregiver_interaction,words_or_sounds,emotional_tone,location,symbolic_logic,cultural_significance,neural_embedding,recorded_at
mostlyb2-387b-4243-bcce-04be6a3ca999,20,Yoruba,visual,words_embedding,neural_at,C{,curious,emotional_significanceor,"Ifo,0.082.",,T,2025-08-28 06:42:00
mostlyf6-b6ef-4ca7-9d97-81483e366f6a,5,Igbo,language,recorded_significance,infancy,", ",joyful,words_ortone,2024.,", ",", ",2024-02-16 21:02:00
mostly4b-4814-4566-a17d-d7a941d834c6,3,Shona,motor,primary_language,experience_type, ,joyful,T,} ,", ","Infant-0.800,0-0.050.77,,-.3,0.576,-0.9.03, then.29-1.38,0.1,-0.2661,,0.81.,1.3,0.155,0.907,,0.13231,1.67.-0.1809,-0.852,0.12,42,-002.8.",2024-01-09 07:56:00
mostlye7-77c5-481a-8f8c-9da3a1153d95,0,Swahili,auditory,symbolic_,: ,", ",calm,", ",experiencem_soundstone,If,,2024-06-10 18:44:00
mostlya4-214a-43e4-83af-fa9c891a329d,4,Hausa,tactile,} ,: ,“ceskedran in,joyful,", ",wordscor.,"caregiver, ",P ,2025-08-03 03:12:00
mostly66-cc07-4b59-ac7c-d614b6d9ad3e,6,Shona,motor,primary_significance,C,"tactile, ",playful,Swahili_,neural,"location, ",: ,2024-09-28 08:50:00
mostlydc-30df-405a-a8fa-2e393653da6e,1,Amharic,tactile,P{,: then,emotional_tone,secure,emotional_or_tone,motor,", ",If_sounds,2024-12-09 19:41:00
mostly5f-d803-425e-97f6-94edb63cdc1c,6,Igbo,motor,neural ,words_,} {,secure,",",location,", ",},2024-12-05 19:48:00
mostly16-e15f-443c-8cf9-15d76e82b264,14,Zulu,motor,: ,neural_tone,F}} k,joyful,2025-_interaction“}r},", {",F,primary_embedding,2024-05-19 04:42:00
mostlycd-2b9d-4afb-ad26-4f9aae33a615,18,Amharic,language,: ,", ","2025,-0.9,-0.8,05808.,-0-,30.3923,0.8,27,-,0471.7, ",playful,recorded_embedding,emotional_sounds,descriptiones,,2025-09-28 18:06:00
mostly27-4c94-46eb-8b30-08e4c6fb81df,1,Yoruba,visual,caregiverat,description,primary_,calm,neural_,: {,location,"If with pestsu, mtsle b er.",2024-07-20 01:27:00
mostly51-49ba-4233-bbf4-768957a33405,0,Amharic,motor,"symbolic, ",“,: {,joyful,R daoru t”t with ,", ",words_logic,location,2024-03-15 10:46:00
mostlyb4-dfbd-475e-a816-5b08c817c2e1,20,Yoruba,visual,",-1.60.47,-0 e0.",agedescription,:00,calm,curious,2025,", ",R,2025-07-10 07:10:00
mostlyac-de97-42cf-9479-2ebfa1521961,9,Amharic,motor,If_atinteraction-taTes.{,cultural_,caregiver_type,secure,O {,words ,playful_significancee,playful-,2024-03-14 08:31:00
mostlyb8-1a51-478a-a16d-68806322236f,24,Hausa,language,", ",: ,S,playful,emotional_tone,experience_type,", ",symbolic_language,2025-07-03 10:10:00
mostly8f-fee5-4bcb-bed0-a86bc3574629,7,Zulu,motor,playful,}} ,", ",playful,primary_significance,P_interaction,cultural_months,Caregiver,2024-08-10 19:37:00
mostlyc6-5269-4770-9a84-f65c4bb64e47,11,Hausa,tactile,motor,description f and fellvfly.,", ",curious,"Ifing-h0.47234,-0.89,0.5323,-0.07,0.4, then00603,-0.0902,-0.",",2:12} ",recorded.,,2024-09-15 23:09:00
mostlyd3-7e3b-4e5b-a04f-f5aedf97420e,15,Oromo,motor,", {",2024 ,“,playful,experience,", ",“ : ,recorded_tone,2025-09-28 18:06:00
mostlyfb-8ba8-435c-8330-d8ae8922983e,10,Shona,tactile,caregiver_interaction,description ,recorded_logic,curious,"“ping inied,ing p",location,infancycping.09:00,: {,2024-09-30 07:04:00
mostly38-db5b-43e9-b903-332c19b222ad,1,Hausa,motor,", ",: ,: ,surprised,Res,description,"neural, {_at",primary_language,2024-04-24 21:34:00
mostlyb0-62fe-4f3a-8514-f760e0aad112,4,Hausa,motor,location,S,_tone: ,secure,c,"Ck-,1.26.1-0.855T8, ",} “K_,_significance,2025-08-08 12:17:00
mostly93-8e69-4b60-a507-04c9cabc7578,22,Zulu,taste,"cultural_, ",C,: ,surprised,"O, ",age_toneinteraction:,} ,Caregiver_,2024-11-07 17:06:00
mostly9f-29c8-40b8-8992-43d75d569d5a,2,Yoruba,taste,If ,location,words_at0.,curious,“eb,c_significancer,: ,motor,2025-04-20 07:47:00
mostly95-1194-4546-8578-c507e5419189,8,Swahili,auditory,2024ing08.,", ",", ",curious,,locationmonths,cultural_months,infancy,2024-09-09 04:04:00
mostly96-3888-42b9-95e7-551dd4981102,4,Hausa,social,}significancede withar,cultural_,cultural_sounds: ,calm,", ",{,experience_logic,joyful0:00 pes:an a s andw s aee.,2025-08-10 19:36:00
mostly04-1508-46da-a656-58581fe0278f,24,Yoruba,auditory,neural_interaction,cultural ,experienceC,joyful,Fd.,"secure-17,91.28477,206",_,primary_tone,2024-10-13 03:58:00
mostly38-5d49-47f5-b1e4-8d39c2e189e2,11,Hausa,smell,emotional_months,: ,2024_embedding,secure,", ",experience_language,"“, ",,2025-06-02 11:46:00
mostly2a-e36b-4eff-86ef-b85a860e6469,1,Oromo,visual,: ,motor,: ,secure,: ,description {,symbolic_type,experience_,2024-01-23 10:04:00
mostly5d-fc67-4688-8909-950b4cc43523,22,Swahili,social,experience: ,experience_logic: ,infancy,surprised,“{,symbolic_at,description,Cm paos andes fors,2024-07-02 13:25:00
mostly84-c6ae-47e8-9216-b77490762ed5,23,Swahili,language,: ,symbolic_ ,symbolicemotional_sounds:00,playful,joyful,words_or,",--0.","--0.3050717,-05.99",2024-01-20 12:22:00
mostly76-9cb3-4c3d-9a2f-dc1ed12d6a5c,2,Yoruba,taste,"ageexperience_language, ",Caregiver tk-es”ing,Ftype:aring g b gc andiy in s me.,joyful,caregiver_}}:r,:,“ingukwf touep a s d fee.,recorded,2025-03-03 01:23:00
mostlya7-2a6a-4339-bb7a-b17cf0bdd464,4,Amharic,motor,symbolic_language,description,C,playful,c,emotional_type,age_T,", ",2025-02-28 07:27:00
mostly96-de26-4c3a-aa69-0e1e6240e075,20,Zulu,tactile,", ",S,"2025-0.0207,15.19,1.417,-0.82016,-1.957,0.19,-0.29-0707,1.95,-118771,-0.0212--1.031.",curious,: ,}} ,Infant_,"Ifd, ",2025-02-28 05:09:00
mostly85-9a64-4520-9f44-361286567d35,15,Zulu,visual,words_or ,", ",Hausa,curious,"T-405.602,0.7,-0218055826,7-0.,0-9-12,0.,0.64657,ing14-08.70.",", ",description,"primary_embeddingats p”:00f baedingedona,1., ",2024-04-10 13:13:00
mostlyd3-0e07-461c-af11-557e683c3b3c,0,Hausa,auditory,", ",: ,"caregiver_, : ",playful,“_tone,,} ,experience_logic,2025-09-09 06:20:00
mostly09-60a1-4cbc-9374-eda2bfd53112,1,Yoruba,tactile,L,Swahili_,symbolic_language,calm,experienceT_: ,emotional_interaction ,,,2025-09-28 18:06:00
mostlyac-abe4-4672-b288-f5a8bba1c8c4,20,Zulu,smell,C andingorp t,“ ,emotional_: ,curious,"2024Tes, .",_tone,,description,2024-10-10 17:57:00
mostly27-dd35-46ca-a35c-99ddb78d46ca,8,Swahili,language,descriptionembedding,"Ot and, thenk.",primary_sounds,joyful,caregiverprimary_tone,O,primary,description,2024-08-25 20:16:00
mostly7e-feff-471f-9718-63ee5982089a,15,Shona,motor,", ",location,neural_embedding,playful,: ,", ",neural,}_or: ,2025-02-13 03:13:00
mostlya9-afcf-4fcd-b445-8534ff9b2a14,10,Yoruba,smell,", -0.120,-1.09,-0.02,0.236,-0.36,1.9,0.7,-0.T140.14,0.7063,0,0.,,0.408 , -","experience-0.47123,.,1.5,, ",emotional ,joyful,}} {,_language,emotional_logic,} ,2024-10-23 03:46:00
mostly84-02d8-4482-b1ef-7e42727eac99,4,Swahili,smell,infancy,cultural_months,caregiver_at,joyful,: ,"joyful, ",} {,_months,2024-07-15 09:57:00
mostly80-d616-44f4-a17f-d6926aa18650,13,Oromo,taste,"culturalIf, ",", ",curious ,surprised,If,: ,words,: ,2025-06-13 17:34:00
mostly63-4a67-432c-83f4-aa5a336badba,0,Hausa,motor,}words,"Fosper”i ining,- then setingoni.",experience,playful,}_or ,“recordedierpbers.des-t.,: ,", ",2024-12-28 22:56:00
mostly05-8cc0-45dc-882d-3f0c30204a21,10,Zulu,visual,"}significances, thenshdenl and m,0.-23,1.800,0.7519,-0.6062,1.2623,",locationsignificance,: ,curious,}}}embedding ,symbolic{,F_type,"2024., ",2025-02-24 20:14:00
mostlyb9-6b0b-4200-b9fa-6bd81ef26c88,22,Igbo,auditory,description_logic,",_significance",F,secure,},If {,", t",words_embeddingmonths,2025-06-06 13:30:00
mostly59-9c1e-4b78-88d9-96320efd74c2,5,Oromo,smell,recorded_embedding,description,: ,joyful,: ,words_language,", ",", ",2024-07-11 05:32:00
mostlyb8-e6b8-4831-9d68-9f5fed3611fa,8,Swahili,language,primary_at,"description: T to, then mies aed singts ssal a.",Caregiver {,calm,“eamortst.,If,neural_,“,2025-01-28 17:52:00
mostlyc9-3bcf-482e-8fb7-2c2528114340,22,Zulu,taste,description,“h,If,curious,neural_ ,"FIfs in and- cvhesl to tu, hp and gy,es",symbolic_embedding,", ",2024-05-08 04:23:00
mostly8e-712e-42b9-a487-95e3ce6e8026,8,Swahili,language,age_months,recorded_tone,"-T52, ",calm,", ",auditoryinteraction,caregiver ,: ,2025-03-28 05:23:00
mostly65-2aeb-4b8b-bab1-c1f372418c9a,10,Zulu,visual,motor,emotional_atsignificance: ,", ",curious,recorded_or_logic,F_,:_ ,experience_-_tone,2025-09-28 18:06:00
mostly4f-f3de-4c98-af26-49f93d690136,11,Hausa,smell,caregiver} {,", ",words_orembeddinges,curious,: ,If.,:00,", -05-104.06, ",2025-08-26 19:17:00
mostly2a-36c7-453d-bf67-b05b454f4f0d,3,Hausa,taste,description,", ",playful,curious,experience_at,: ,2025{,}T ,2025-09-04 18:08:00
mostly88-6e47-4cdf-89eb-77935d19c039,20,Zulu,auditory,S,: ,primary_language,joyful,}}{,Ifadanes.,Caregiver_,", ",2024-08-19 23:13:00
mostly8c-d9b8-4ea4-aeb2-6cc0ac18172f,15,Oromo,motor,", ",c,age0 with.813.,joyful,words_language_sounds,: ,“Ted,"If-0, -.",2025-07-15 08:20:00
mostlya1-7d53-4d05-bab5-847f99e143bd,6,Swahili,visual,"2024-.20.07,0.4,0..1613,,-0.06.,0400,11.328378,1.4","20250, ",caregiver_-09T.,curious,“ ,"2025, ",_ ,C,2024-07-23 06:42:00
mostlybd-04fd-4fd5-8e79-1011403d3c92,6,Oromo,auditory,age_embedding,Yoruba,2024,surprised,} ,If,cultural_-m ,description,2024-09-07 15:17:00
mostly86-7e4f-4784-ab51-1b0b00b42532,12,Igbo,motor,: {,:{,symbolic_embedding,joyful,locationes,emotional__tone,primary_,", ",2024-01-14 21:19:00
mostly19-b02b-4ac6-b27d-c9ed58a60b82,12,Oromo,motor,age_significance,description bT.713.,recorded_sounds,curious,"If“,1.24",If_sounds,"} “ingesceedesv pleral meing and, then.s.",neural_-,2024-12-04 05:06:00
mostlyb7-13c5-4a0a-89b2-1142488bfc54,0,Hausa,language,description,: ,"neural_,1.",playful,", ",infancy,location_interaction,} ,2024-09-14 12:28:00
mostlyd3-ffed-462a-bc4d-7741c3845e38,4,Swahili,language,Hausa-198.,", ",", ",joyful,"“primaryu ts and sin, f des p aan and p gu.",202408-T,2025,symbolic_embedding,2024-05-09 14:08:00
mostly8e-20ac-420a-82b9-cb3d96e3f1c2,18,Zulu,motor,caregivers ,: ,age_language,playful,}} {,cultural_significance,: ,: ,2024-08-14 22:03:00
mostly1b-7e75-40bb-9a33-47dd7a3cb0c5,15,Igbo,taste,NoT,“_interaction”,",0.6081339-39",surprised,:  “experience,"20240.36,2630.1359058, then.0919,-0.3,4-,0.4,0..1548,0.419,-0.5873,08.",location,",-0.670.4814,0.4813,1.302,-0.,0.469, ",2024-12-21 18:18:00
mostly8d-5f6a-4f06-bead-d7e09c6c977e,20,Yoruba,visual,R.,2024: ,infancy,curious,infancy,“,“: ,2025,2024-04-21 07:59:00
mostlya6-eca0-40ff-8f85-fb91596f5fe9,3,Hausa,visual,O ,words1_significancees ming caal dareddtfsd with.,"emotional, ",curious,"Sama g, ",C_at,neural_or ,"If, ",2025-07-28 14:05:00
mostlyb5-9476-4d24-8af8-49a97814fd94,13,Igbo,taste,Yoruba c to andan.,location,neural_months,curious,If andales.,2025,culturalIf ,: ,2024-09-12 07:28:00
mostly00-64f8-4862-aba1-65c23d368a3e,11,Hausa,tactile,emotional_ ,words,}_or,calm,description,words_language,recorded_type ,c:months,2024-01-01 19:04:00
mostlyf7-51ea-4e63-944b-68487720bbf8,0,Zulu,tactile,Hausaes.,cultural_sounds,:0300,curious,symbolicneural_months{,emotional_embeddinges,", ",: ,2024-09-08 08:37:00
mostlye8-a924-47c4-aa03-2c13a8520207,7,Swahili,tactile,2024-9,emotional_months,joyful,secure,2024  I.,Ck-07} with--1. ,words_language,neural_sounds,2024-03-31 08:27:00
mostly28-f68f-4e77-b3a8-812f5953a7eb,12,Amharic,language,: ,primaryor_significanceinteraction,O,playful,curious,: ,S}}{ ,neuralwords_,2025-08-28 16:42:00
mostlyf7-650a-49aa-a369-4f10cf0e6ec8,5,Hausa,visual,}}},location_sounds,:00,secure,description,primary_type,: ,neuralwords_soundstype,2024-12-30 06:01:00
mostlyac-2e45-47e6-b5d5-345e09f70ebf,22,Amharic,motor,"If, ",cultural_sounds,"Caregiver andr-060.5:13, ",joyful,words_interaction,: ,: ,"20242024-1.23-,.814T12,-0.1,-0715624,806,0.718,0.10227,-0.08.15,-0.1,-0.4815-3.78,-0.1.905,-0,0.83,0.",2024-01-30 14:57:00
mostlye4-3b9c-4bac-b4df-c4b98b21a40b,18,Swahili,tactile,If,experience_tone,experience: ,calm,neural_at,symbolic_logic,"joyful, ",,2024-01-25 13:40:00
mostly7b-a853-4841-b56e-b544e8fe86ef,15,Shona,motor,joyful,symbolic,"emotional“_at Ir:ies t,” m in.",secure,emotional_sounds,,"Ifingarddar,-0.040.",",-0.05,0.28027.2",2025-05-04 19:46:00
mostlyea-cd85-4089-88a8-59aff832d2d5,3,Amharic,social,},cultural}{,words_type,curious,If,"“a.2,- and0.1602388, ",recorded}primary_tone,: {,2025-09-11 18:43:00
mostly66-3aaa-44de-b9cb-3ba54b6c7bdf,14,Swahili,language,symbolic_at_language,experience,"2024-,-114:.657,27.27,-090.091423",playful,“_sounds,: ,description,description,2025-09-10 06:59:00
mostlyfe-f998-4345-bf27-c8d749c62f59,7,Shona,taste,description,words ,", ",surprised,symbolic_tone,location,C_language,neural{,2025-09-08 11:14:00
mostlyff-61e5-4e07-a934-d70338f9d2b8,2,Oromo,taste,: ,Caregiver,“_interaction,surprised,age: ,recorded_atmonths,playful,experience ,2024-01-21 11:20:00
mostlyff-8bfb-4310-a199-355fec714fe3,8,Swahili,tactile,,} ,", ",curious,age}: {0.,"S, ",Yoruba,2025 ,2025-09-28 18:06:00
mostly81-4505-47ba-89b6-5f5a4db75b50,12,Hausa,language,", {",age_type,caregiver_tone,playful,: “primary.-05, ,_months,Ifda”.,2024-03-04 02:55:00
mostly19-5041-46ce-ad6a-ff860a443b96,8,Swahili,language,: ,S: ,emotional_tone “k: ,joyful,", ",,: ,Swahili ,2025-04-23 21:14:00
mostly95-3d96-422b-a0d8-0906230d77fd,12,Zulu,taste,symbolic: {,: ,,surprised,"S, ",curious,culturalT.,infancy,2025-03-10 21:29:00
mostly18-b096-463b-9184-7d96b291d92d,22,Oromo,motor,experience_type,location,emotional,secure,“ed,symbolic_embedding,S,motor,2024-04-23 06:14:00
mostly25-0a8d-4582-83f0-50b4a7a48057,12,Swahili,motor,primary_interaction,"“Arkc f aen and m das cu mee with,ingts b, fea, then.",Caregiver_},curious,"2024, “.","primary_or_type, ",ageorrecorded_: ,", ",2024-11-17 19:49:00
mostly34-56ff-451c-a928-96fd0226c61e,6,Igbo,taste,L,", ",auditory,surprised,primary_months,,description:00,“,2025-01-28 12:23:00
mostlyb3-4225-4595-884c-900c3e2c8511,4,Hausa,auditory,:__interaction,caregiver {,: {,calm,:00.,", cultural:omm",location,recorded_interaction,2024-09-23 23:53:00
mostlycc-f242-4b71-b1ab-9902ed5a32f6,9,Yoruba,motor,L 1,locationb,secure_language,curious,symbolic_m,symbolicrecorded_logic,Yoruba ,: ,2025-03-23 21:24:00
mostlyef-dae9-4f4a-82e2-f48d065ec621,8,Swahili,language,"recorded, ",: {,experience_logic,joyful,", ",auditory_interaction,C,_language,2024-12-07 03:01:00
mostlya3-2ee0-48ec-85d9-828e061ce771,11,Hausa,taste,S_interaction,age_: ,cultural,playful,words_embedding,O ,:00,", {",2025-05-04 13:20:00
mostlyf2-a96f-4a60-b581-6146ab88e41a,3,Yoruba,language,O,description,cultural,joyful,: ,2025.,symbolic_,secureinteraction.,2025-08-17 00:01:00
mostlyf5-f83c-49d9-86b1-28a76f508f64,10,Igbo,taste,"experience-0.00,6-0.244,14,1.6823471.1.88,00", {,", ",curious,: ,", {",recorded_,: ,2024-09-12 10:13:00
mostlyf4-2e13-4592-9c23-4a852c06b3cb,24,Hausa,smell,},primary_significance,symbolic_logic,joyful,: m-T08 ,_type}{,caregiver_months_interaction,If,2024-06-28 08:08:00
mostly88-8d63-46fc-b144-5059d293a818,1,Oromo,tactile,auditory ,emotional_months,: ,secure,2025:or,: {,auditory,age_interaction,2024-02-12 17:10:00
mostlya6-9f19-42b0-b50d-5c5c8b25e94c,10,Yoruba,social,caregiver_typesounds,caregiver_significance,words_significance,curious,c_,", ",words_at,P,2025-07-18 00:42:00
mostlycf-2251-4a5a-bdce-f849589f5db7,18,Swahili,taste,description,“omn taryiinges in to,", ",playful,"neural, ",",-0.47,-0.02278, 0.,0..15826,-0.213,-1.75, :",IfThdor:w”dsare.,primary_tone,2025-09-04 14:25:00
mostlyc4-0da4-4e0f-b90d-02cab6938e2c,5,Shona,smell,caregiver_language,L_sounds,2024m,secure,primary_language,: ,"2024-0T106,-1.48,-0.85,-0.-0,0.06,-0..319,0--0.-T,108904.08573",", ",2025-04-07 14:56:00
mostly7a-4a84-4ab7-a487-b1da58d4783e,12,Oromo,motor,age,caregiver ,secure,joyful,caregiver_or,symboliccaregiver: ,", {{s",:.,2024-05-21 05:42:00
mostlyac-490d-42b1-b5fe-8b43f87e608f,9,Yoruba,motor,2025 {,,: : ,playful,experience_infancy,", ","age_,: ",} ,2024-03-21 22:55:00
mostlyb7-ea74-4bf8-913c-1c7c0de9b3cd,4,Amharic,social,_sounds,words_at,caregiver_months,joyful,infancy,", ","C ha t ,-tkyed bane un pkino",", {",2025-05-13 13:37:00
mostlyde-d1ae-4b35-b6bf-45a045600b99,2,Shona,language,", ",_tone_tone{,symbolicemotional.,playful,Yoruba,If.,infancyor_logic,cultural_,2024-10-05 17:44:00
mostlyc6-4bf8-43f8-9ab3-6d16fe21ca1f,5,Zulu,social,": -0.128,1.584,0.21-0.6847,0.055819,08124",If,"If0.6,0.6,2.-09-1, {",playful,primary,description,joyful__embedding,",, ",2024-04-27 13:56:00
mostly63-7781-4658-9a43-1da87c362848,15,Igbo,smell,", ",", ",words_or,curious,words_If_,"descriptionl-0hT-030.58,-1.",cultural: ,age_-T08.,2025-01-09 08:25:00
mostlyb1-2ce6-47a0-a588-f18c204c82fd,16,Oromo,social,caregiver_months,"Caregiverdes, then",", ",curious,emotional_tone,recorded:00,} ,location,2024-12-16 13:17:00
mostly7b-068e-4601-aa8b-80941eaa10aa,12,Swahili,auditory,infancy,"If:1.7.5,0.957,-0.512,00010,0.05574.616,0.14082,-0.1713",", ",comforted,emotional}Ifom ,_at,-,description,2025-09-28 18:06:00
mostlyce-b102-4f0b-9cd4-6846e3fd9e16,24,Zulu,auditory,cultural_type: ,Caregiver,"Caregiver0.,123.025, then ",joyful,neural ,cultural_significance,agetoneing,description,2024-08-11 14:22:00
mostly10-e8a5-4608-b26b-7a9051018f10,11,Zulu,smell,: ,: “_type,“_orT,secure,words_logic,", ",description,},2025-02-28 00:18:00
mostly9d-60ed-47e0-a93a-2d9f49825fb5,1,Swahili,auditory,experience_months,"“cesing inm geak- bk, -1, then.",cultural,comforted,symbolic_significance,", ",", ",O,2025-03-03 17:30:00
mostly41-e7fc-4bf5-94b4-6696376ea58f,0,Swahili,auditory,"Caregiver omapt b,.}: ",agees_language,locationmonths,comforted,"Caregiver-1anoals, sb",If,location,infancy,2025-07-13 23:13:00
mostlye4-daf9-42ea-a1eb-611bec893f0a,15,Shona,motor,", ",Caregiver_logic,experience_interaction,joyful,“m: :00”{,2025,playful,: ,2024-04-29 21:55:00
mostlyd5-11b7-4ac1-92b7-33e28e79bed4,5,Igbo,taste, ,"neural, ",O,surprised,"age--07088,-0.509,-1.9,-0.,2",N pu.,", ",age,2024-04-23 12:30:00
mostlyd7-bbcd-4f58-b457-c9b88eba14c8,16,Shona,visual,symbolic_tone,",",Atone,curious,: ,2024-T-012.,description,age_logic,2025-07-16 21:06:00
mostlye1-bceb-47af-a345-44fbb92f18e1,14,Hausa,social,age_type,", ",description,playful,", ",F ,experience,neural_logic,2024-02-06 10:20:00
mostly7f-2ff4-4b72-8b06-27a6fd6d49cd,0,Hausa,auditory,:00,,emotionalneural,comforted,infancy,experience_type ,emotional - Iohi.,YorubaTa in ,2025-03-16 05:56:00
mostly88-7873-4908-a4f4-ae1f43094631,20,Zulu,auditory,_months,cultural_type,_logic,curious,experience_tone,“_significanceatop” withbu.00 f andea.,recorded_at,experience_significancelogic,2024-04-01 21:58:00
mostlycf-4787-4a13-a33c-7fc4691399b5,1,Yoruba,taste,", ”_at",cultural,words,calm,,", ",primary_months,symbolic_If,2025-02-28 04:56:00
mostly28-561b-4003-8dce-1493c1be9c2f,8,Swahili,smell,"age_or-0.5,0..1.092809,-1.0.12,0.066,-2.24,-0.4610952,0.2754,0.73.8,-1.7647, -0.07262",emotional_significance,cultural_months,curious,If,experience_interaction,Lat b cer ser.600f100,location,2025-06-17 11:38:00
mostly45-9f8e-4bb8-b51a-592c87297a42,24,Zulu,visual,Sfiei with”eon to,cultural_significance,2024,curious,emotional ,experience_language,experience_at, ,2024-10-05 23:59:00
mostly8a-26b0-4d15-8876-95b419fb7838,15,Swahili,auditory,", ",recorded,symbolic_logic,joyful,"C f,”e ",", ",", ","“sp in, then pda.",2025-03-31 02:10:00
mostly6d-92a8-4f60-ae62-9fad68484c64,22,Oromo,auditory,"““h ser.er,0.06, ",joyful_months,", ",calm,T:00or} ,experience_or_logic,"location, ",caregiver_tone:} ,2024-04-03 23:20:00
mostly30-3e1e-46a2-9d8f-5dbe75bc89c5,10,Oromo,language,"words_languageor, or",description,", ",joyful,", ",: ,"primary--T1.60,0.7523,1.3-26,123.3,-0.908,-0.17638022,2,-0.18,0.6T7236,0,0.619,11520259,-0.818,0.11.-6-0.14,-538-0.055,0.15013:.4,-0} then.1}97",: ,2024-08-30 03:20:00
mostlyb5-bc3f-4f10-973e-a6faf3aefab3,16,Zulu,taste,: ,neural_logicor,primary,curious,location,R,", ",caregiver: ,2024-03-21 10:33:00
mostly63-1041-4264-b5c3-e8fd68c6628f,15,Zulu,smell,: ,"}2025, {",,surprised,experience_or,cultural” thening and s cbb to.,", {",words_interactionsignificanceor,2024-08-02 07:20:00
mostly5e-908f-42cf-95d8-4016140dbe14,8,Swahili,social,", :00",-,cultural_type,calm,auditory,“: ,,", ",2025-08-31 06:50:00
mostly28-aed9-41c7-af60-d67c1411a793,9,Yoruba,auditory,", ","If (esks,- tT.",", ",secure,: {,"-, ",words_months,words_logic,2024-09-10 16:47:00
mostly3c-9ea4-4188-a81c-18f055dbabe4,22,Swahili,auditory,", ",secure,Infant,comforted,Igbo ,words ,description,", ",2024-10-29 01:18:00
mostlyae-aa99-4a9f-bd23-2fe2540c3f87,3,Oromo,auditory,S,", ",“,comforted,If withan then a.,", ",“,recorded_logic,2024-05-06 04:52:00
mostlyf9-a665-49be-9011-0b6c96be85aa,0,Swahili,social,emotional_soundses,words,{_interaction,joyful,", {",experience_embedding,emotional_significance,", ",2024-06-01 08:50:00
mostly8a-d366-4f6f-baad-b58d91613231,18,Swahili,motor,},", ",symbolic_logic,playful,location,recorded_months00,infancy} ,: ,2025-01-10 07:59:00
mostlyd2-c987-4865-a5da-cfb11ed10c2c,24,Hausa,social,primary.,E ,playfulsignificance,playful,"Cp,0.73760,-0.035181.50,-0..615142,389.4,0.6623, then ",primary_embedding,words_tone,Infant_typeing,2024-01-15 00:13:00
mostlyd5-0c79-4b24-928a-e78cacc760a2,24,Igbo,auditory,_embedding, ,} ,curious,", ",If,recorded_logic,caregiver ,2024-07-17 08:16:00
mostly4b-f6c8-4e2f-b746-56b4d3ca8c65,5,Igbo,taste,"culturalded ad:00, ",location,recorded_,surprised,: {,}type,secuream andp at toin.,", ",2024-08-15 02:45:00
mostly76-9419-46c4-a673-2f1aec714268,16,Swahili,motor,experience_interaction,Hausa,:_,curious,recorded_months,}atr,joyful,} ,2025-04-15 16:24:00
mostly66-3938-4f7c-b76c-96be00c50abe,3,Yoruba,auditory,experience_or_sounds,C_months,description,joyful,emotionalc_: ,age_language,“type to b._or,neural_tone,2025-03-06 18:14:00
mostly73-18d3-4ea3-984e-1f0d20fa6db9,4,Amharic,auditory,", ","“STua b,-0.13",location,secure,recorded_language,If,cultural_tone,neural_significance,2025-06-07 23:20:00
mostlya4-b104-4c13-aa4f-efb4a4f10a76,24,Hausa,motor,caregiver_interaction,: ,“or,playful,,"-0.20,---:.2,-02081.182, ",Caregiver,words: ,2024-08-16 05:55:00
mostly0f-d8ea-48be-9518-d7ca24db0a93,24,Igbo,smell,If,}-T08_logic,experience_interaction,joyful,Cbo- ,A,primary_tone,joyful,2025-04-30 00:46:00
mostlyfc-cb3e-4aa8-bc2a-b8f18573977f,12,Swahili,language,recordedt{in b.,primary_language,", ",surprised,Caregiver_tone,words_tone,neural_logic,age_language,2024-09-12 07:09:00
mostly3c-e460-491d-8125-a53c54e65097,1,Yoruba,language,_months,caregiver_ormonths,descriptionsignificance,joyful,age_sounds,: ,If_,neural_months,2025-01-25 15:41:00
mostly13-2599-4341-884c-864e28ee016e,3,Hausa,auditory,"FTa, ",Ttype:00,: ,curious,"---0.212005,-100-8,-081.239,0.07,0.1.07,-0.288,-0.-18",2024_embedding,Swahili ,Yoruba_tone,2025-06-03 23:58:00
mostlyd8-ffe1-4c81-abc5-54d63d97d74f,4,Amharic,motor,caregiver: ,: ,E,joyful,C,", ",2024-2318304a,recorded“{,2025-06-11 14:42:00
mostly7a-596e-49cb-8a87-501bcb78c610,14,Swahili,smell,caregiver_at,“,C ,curious,If,} ,locationTing”s.”,emotional_embedding,2025-01-24 13:29:00
mostly48-cbf3-4119-a97f-11ed190eca1b,11,Swahili,visual,neural_at,"words,emotional_significance",If,comforted,2024-12.,cultural{,primarya: ,", ",2024-08-21 06:03:00
mostly5d-6830-44d0-a3d8-7281bd294e12,15,Oromo,motor,L ,: {,K,secure,recorded_sounds,descriptioninteractionesedmi,Caregiver_sounds,secure0.02.,2025-03-12 15:45:00
mostlydd-b497-45d0-9ab6-75f74248fcaf,8,Swahili,tactile,Caregiver.,A_interaction,auditory ,comforted,"emotional,",curious,joyful,location,2025-05-31 06:29:00
mostly3e-d297-4be4-8218-626f69d45f1a,2,Hausa,language,O,emotional ,playful_sounds_logic,joyful,"neural_embedding,",recorded_type,primary_,"descriptiont,- -07.:00",2024-08-27 16:22:00
mostly05-f5b8-4e0f-9fc2-4a59a473d439,22,Yoruba,social,} {,",- ",A,curious,",tone",If hes,location,_,2025-01-31 07:55:00
