id,age_years,primary_language,domain,description,problem_solved,approach_taken,collaboration,impact,expertise_demonstrated,location,symbolic_logic,wisdom_shared,neural_embedding,recorded_at
mostly49-e817-484f-8f03-fe80785484b5,27,Amharic,entrepreneurship,: ,recorded_language,: ,", ",adulthood,leadership,domain_embedding,leadership,", ",wisdom_shared,2025-08-09 15:57:00
mostlyc9-ccfb-45bb-a6d5-76eaeefa88df,52,Hausa,healthcare,age}_ato_years,"Rcu, ",technology,strategic_-0.,":111,,",strategic_thinking,neural_demonstrated,F_logic,description,-05-0.,2024-03-25 22:51:00
mostly1f-13c9-4c3c-ad87-4d58ef9aa04d,44,Yoruba,leadership,problemT:00,age_taken,", ",: {,neural_embedding,empathy,}location,", ",_solved,Mseritterms,2025-01-16 17:30:00
mostlyc4-5c76-4504-8172-5ae10d02c78e,45,Oromo,education,location,Amharic,2025: ,"recorded_-0.6:00 in, ",description,innovation,primary_embedding,problem_embedding,2025.,problem_taken,2024-10-31 16:07:00
mostly19-febb-41f6-a407-96b52b25772d,34,Amharic,healthcare,,wisdom,_sharedlanguage,F,R,technical_skill,",_language",", ",wisdom_language,: ,2024-04-03 00:45:00
mostly9e-0b1a-42a2-94a0-42625ee4ef97,27,Swahili,governance,location with m.,D_logic,innovation,Amharic,problem,leadership,problem8T.,neurallocation,: ,wisdom_language,2025-09-05 14:51:00
mostly90-4058-47ec-b077-0c8460910c02,50,Amharic,leadership,domain,: ,impactage_years,symbolic_solved,primary_demonstratedsolved,strategic_thinking,", ",expertise,impact,collaboration_solved,2025-09-03 00:22:00
mostlyaf-c665-4bc1-b247-221037749f6b,33,Zulu,agriculture,expertise ,: ,M,"primary, ",Ale.,innovation,recorded_years,: ,H,adulthood,2024-01-14 00:33:00
mostly2d-c45f-44b4-83d8-a266cc05a9b2,52,Shona,technology,description,collaboration,C,: ,",",vision,collaboration,symboliced _taken,description,"2025-0909, .",2025-03-08 18:08:00
mostlyc9-e48e-44ff-9b2f-5cd567c77285,38,Hausa,agriculture,approach_language,_: ,: ,} ,domain-0.,technical_skill,technology_years,collaboration,: ,A: {,2025-09-27 12:51:00
mostly61-57e5-45fb-9a3a-f9183161f159,51,Swahili,education,innovation,adulthood_embedding,: ,description,location,leadership,",-0.",location,domain,Sr,2024-12-06 06:39:00
mostly5b-4514-4f65-a290-9b1e5da4623e,39,Amharic,technology,: ,", ",: ,neural_logicedyearspnt to.,collaboration,strategic_thinking,: ,Ifrg m,L ,", ",2024-08-28 12:50:00
mostly06-3156-4cfd-b222-728179154318,52,Shona,leadership,}_at,wisdom:e ,: ,: ,_demonstrated,strategic_thinking,P, ,}_solved,: ,2025-03-02 06:00:00
mostly10-6ada-4d71-bb3e-dd407aa1f578,28,Shona,entrepreneurship,: ,impact,", ",primary_at,age_solved,strategic_thinking,expertise_taken:},F_taken,Rree ,", ",2025-09-27 12:51:00
mostly25-3234-4f15-a9ed-20309bde1d35,33,Oromo,governance,S_,", ",problem_demonstrated,: ,A ,leadership,:00_shared,", ",}0 ,"Average_atsharedsolvedp.e, with ",2024-03-07 16:11:00
mostlyc0-15e2-4474-bff4-3dd439f5757e,35,Igbo,entrepreneurship,} ,neural_solved,leadership}_logic,adulthood,", ",resilience,_{,U,: ,symbolic_demonstrated,2024-02-06 20:08:00
mostlyea-a3e6-471b-8fa8-165271cca21b,33,Swahili,innovation,adulthood,description,description,: ,", ",vision,2024expertise,primary_tlanguage with,: ,}location,2025-09-16 07:09:00
mostlyd4-b341-4901-8e47-e69378b4e7c0,37,Swahili,technology,impact,expertise__taken, ,adulthood,problem_language,innovation,"-06s, ",", {",2024,: ,2025-01-19 13:00:00
mostlyf3-3e19-46c2-9213-b276a9d904bb,60,Shona,education,} ,: ,age_years,"2024at,-1 to00",location,innovation,"Average,-0.6",location,S,domain,2025-07-27 14:23:00
mostlyfb-d104-4f62-a20e-cb457f2323e1,65,Yoruba,healthcare,: ,} {,2025: ,Amharics to,adulthood,innovation,age_language_:00 ,", ","2024-0.6},0.9  ",description,2024-03-03 20:35:00
mostly0e-18d2-4f98-9533-625da9e62a56,37,Swahili,education,", ",: ,collaboration,approach_years,", ",technical_skill,C_at,A ,age andyears,symbolicTu,2024-01-07 13:37:00
mostly8e-6a35-4874-8729-cb63576a623d,48,Yoruba,entrepreneurship,: 500,: ,", {{",adulthood,adulthood,strategic_thinking,domain,primary_years,neural and_shared,expertise_language,2024-03-17 07:50:00
mostly50-6d78-4701-9615-98067369d90f,60,Igbo,entrepreneurship,age_language,A{,collaboration,approach_language,: ,technical_skill,", ",Par fter in to fored fere for a,innovationt p;l as,approach_embedding,2024-07-06 23:16:00
mostly7a-9213-42da-8c14-38ac59644485,47,Shona,entrepreneurship,problem_embedding,expertise,"S-1.4, ",Fo: ,symbolic_,vision,-0,A,: ,:} ,2025-05-11 00:50:00
mostly9d-ebb0-4c5c-96c2-17c4c6dfe605,41,Zulu,entrepreneurship,", ",adulthood.,adulthood,", ",recorded_logic,leadership,Amharic,", ",expertise_language{,", ",2025-03-31 15:44:00
mostly96-d0c2-4132-b616-2cf5fa4c8c86,58,Swahili,agriculture,symbolic,: ,: ,technology,"Sb, ",technical_skill,wisdom_shared,approach: 5,", ",expertise_language,2024-02-20 14:26:00
mostly89-d401-4934-a79c-c7fb9337c2d8,47,Igbo,governance,: {,expertise_taken,} ,wisdom,: ,leadership,recorded_at,", ", ,Averageu c ined bytedit- and.,2025-03-02 16:44:00
mostlyaf-1d2d-413f-8d43-e9f3291bf319,44,Oromo,education,technical_demonstrated,} ,"R,0.02, ",problem_shared,domain,resilience,recorded_ ,age_expertise_language,technology,"L, ",2024-08-19 14:52:00
mostlya6-7689-4336-8409-d9334fdd2046,52,Swahili,education,: ,: ,recorded_logic::-0.,20250.,,strategic_thinking,wisdom,"S1 tererr,0..535, D9,1.",neural_adulthood,collaborationar}.,2025-02-24 05:31:00
mostly7d-a92a-4279-842d-60373db166b8,26,Hausa,education,collaboration,S_,wisdom_demonstrated,", ",strategicsymbolic_embeddingm,resilience,: {,,"2025:0.91.4,10.5,3,07,1 and ",collaboration,2024-04-12 18:33:00
mostly45-d941-419a-9be5-fc086a544472,49,Swahili,leadership,", ",: ,adulthood ,", ",collaboration,innovation,", ",Average,expertise_0,A:00,2025-09-08 21:38:00
mostlyd2-56c9-4586-b4ec-7430f338967e,26,Amharic,healthcare,problem_,A,innovation,}{,approach ,resilience,approach_,description,: ,innovation,2024-05-03 01:41:00
mostlyca-9002-41b3-ac34-ccb46dc809e6,35,Oromo,innovation,F,strategic ,C ,Daem%lal to cedes.,location,innovation,: ,location,wisdom-language6.,M,2024-07-23 23:40:00
mostly9f-fd87-4d9b-a72f-ff993c6f217c,48,Amharic,entrepreneurship,domain_embedding,", ",},impact,Average_solved,strategic_thinking,recorded_taken,neural_embedding,_demonstrated,age__solved,2024-08-12 07:03:00
mostly0e-4d21-41fd-8483-2a57d5dcb886,41,Oromo,governance,domain,description,",_logic",_demonstrated,approach,strategic_thinking,",}0.5{_embedding ",age_language,wisdom,: ,2024-03-09 05:07:00
mostly47-4cee-4865-ae28-689311cd5c87,65,Swahili,leadership,neural_embedding,recorded_language,: ,H ,approach ,empathy,age_0.,O,expertise-: ,primary_: ,2025-01-03 14:22:00
mostly8b-43ad-4c03-8cc8-89a1540bc9d9,36,Igbo,agriculture,:_solved,location,S,", ",: ,technical_skill,", ",Worked,", ",description,2024-01-23 19:38:00
mostly02-fc11-49c8-bd27-b88cb3c1f6c2,45,Oromo,healthcare,D ,collaboration,approach ,- ,symbolic{,vision,: {ndemonstrateds.,collaboration,: ,D_.,2025-07-08 20:13:00
mostlyb7-4c70-4e97-9699-8484ca2c77b2,39,Zulu,healthcare,S,approach.,leadership-02ing5ing., ,collaboration,vision,symbolic_years,",-2_02",", ",recorded-2T.,2024-08-13 14:12:00
mostly51-1210-41e1-a704-74a9cdbac08d,52,Oromo,governance,expertise_solved,neural_embedding,: ,: ,"Pciciesingers, ands.",leadership,domain,_demonstrated,: ,"Sers, ",2025-01-24 07:51:00
mostly30-9eff-4959-9f20-46f2f5502bad,58,Oromo,education,", ",: ,} ,", ",2025.,technical_skill,strategic.,age_demonstrated,neural ,wisdom ,2024-03-06 23:13:00
mostlyd7-1611-4fd2-ad2d-b6a06b1b4d3c,34,Amharic,healthcare,2025_demonstrated,: ,"recorded, ",symbolics,", ",technical_skill,: {,", ",innovation{,If,2024-03-06 18:14:00
mostly5c-df19-42e7-900d-b041e29e84ef,32,Amharic,education,", ",L,approach_logic,", ",impact,technical_skill,primary_2024,", ",A ,recorded ,2024-11-14 07:54:00
mostlyc1-9a9e-4e5e-8408-cbf976ab2b21,31,Amharic,healthcare,expertise_demonstrated,innovation,age_taken,approach_shared,_language,technical_skill,symbolic_years,: ,age_logic,S_language,2024-03-19 15:13:00
mostly7f-e5af-43d5-8a62-e7b2430fc5d1,64,Swahili,healthcare,wisdom,collaboration,wisdom_shared,Mit,expertise ,leadership,symbolicdescription,domain,", ",: ,2024-12-14 12:50:00
mostly74-c38d-4ccb-a9b0-621ecff30404,41,Shona,entrepreneurship,problem_shared,B_language,description,approach_logic,A_demonstrated,vision,", ",_taken,problem_language,age ,2024-09-17 17:20:00
mostly07-582c-474e-a55b-d9214758a348,45,Shona,technology,age_ ,ageat_sed; bared byed c se too.,neural_embedding,"2025age03-0.6,-017,,-0.85693., Nigeria",C_at,vision,Rr,age {,primary_p,technology ,2025-09-27 12:51:00
mostly92-4fa4-437f-ab9c-8282d64d6715,35,Igbo,governance,recorded_demonstrated,__,domain_logic,Dat f_pt to.,expertise,innovation,collaboration,: ,symbolic_demonstrated,domain,2024-01-15 14:29:00
mostlyd2-1168-4bf9-bec4-262d4e3f114c,36,Yoruba,technology,},", ",: ,age,U ,vision,"-1.95,-0.73, ", ,: ,innovation,2025-09-27 12:51:00
mostlyc6-7858-4594-8473-7ddd116f1f5b,47,Igbo,innovation,: ,If,primary_demonstrated,", ",neuralan,technical_skill,adulthooda-0.3,", ",: ,",0: ",2024-11-24 03:38:00
mostly1e-b676-4fbf-9049-61071c5cb6fc,34,Shona,technology,expertise,adulthood,", ",,leadership,strategic_thinking,recorded__logic,primary_language,recorded: ,: ,2024-02-12 12:21:00
mostly02-3698-47fe-a7e7-04cc8cfeeaeb,55,Igbo,governance,strategic_demonstrated,problem_,wisdom2{t,expertise_shareded,impact,leadership,Oped withned iner.,expertise_years, logic,: ,2025-05-08 07:08:00
mostly68-b2a0-406d-b22e-876e8cf1bc1c,37,Igbo,education,2025,: ,collaboration,",",expertise_-logic1.,empathy,", ",", ",recorded,}_embedding,2025-06-19 06:17:00
mostly1b-2566-42d7-b178-e99efe7eeda4,54,Shona,healthcare,", ",: {,adulthood,description,In,strategic_thinking,", ",primary_taken,: ,wisdom_at,2024-09-12 11:00:00
mostlyc0-047c-433c-af85-ae3e32a9509c,31,Igbo,agriculture,expertise ,expertise_years,O_at,wisdom with ,R,technical_skill,C_ ,:00,recorded_demonstrated,age_logic,2024-04-14 11:13:00
mostlybe-b890-4fad-b2b1-63d94a548eaa,36,Swahili,leadership,B,A,expertise_logic,O and,location,leadership,domain,O,P,,2024-12-26 09:46:00
mostly67-96b4-48cf-a6a6-eb9a8fad7255,45,Igbo,agriculture,adulthood,: ,Ifaes.,domain,domain,innovation,: ,impact,description.,impact caleiteed- med;edal.,2024-06-07 03:48:00
mostlye3-f2bd-41a0-aa82-308ef0fd406e,38,Swahili,healthcare,age_,,Average,collaboration,impact0.6,empathy,wisdom_shared,", ",P,problem_years,2024-12-05 22:11:00
mostlyb9-d0bb-404e-a8af-63425c72cc24,38,Oromo,governance,innovation_solved,"neural, ",strategic-: ,_embedding,"U, ",strategic_thinking,:1,", ","location4,} and c and c0.","Averagea c-,--T",2024-11-03 22:13:00
mostly23-8d88-4751-8955-94a77d892f97,44,Hausa,healthcare,: ,} {,adulthood,symbolic_logic,C,strategic_thinking,: ,domain,"S-0.01-154,72-0.",symbolic__embedding,2025-03-19 22:42:00
mostly5e-3c93-4332-b021-28d58c35a44f,49,Oromo,technology,C},approachembeddingi.,recorded_solved,expertise_D-er.,symbolic_location,technical_skill,age ,", ","2024, ",description,2025-01-22 13:13:00
mostly6a-c9b0-4db1-89a4-dd158693aaea,33,Igbo,innovation,recorded_demonstrated {,primary_language,: ,: ,age: ,empathy,: ,_years,} ,age_years,2024-12-11 07:44:00
mostly9a-9220-4e8a-8bdf-288131f25655,41,Amharic,technology,: ,expertise_-at-0.,adulthood,expertise_solved,primary_taken,technical_skill,P,} ,: ,description,2025-09-07 10:15:00
mostly50-7d3f-4179-b606-48b78031db8f,58,Hausa,technology,", ",problem_logic,2025,-e-09.,", ",innovation,H_solved,symbolic_years,", ",age_taken,2025-03-16 18:30:00
mostly07-749e-43f0-8e0e-4065f669bfe6,45,Yoruba,agriculture,collaboration,: ,O,leadership_logic,}1 ,innovation,domain, ,impact_taken,", ",2025-09-02 20:19:00
mostly12-5460-412d-8151-1a4d570bc942,62,Amharic,healthcare,",-T1 9",primary_taken,age_taken,neural_logic,: ,resilience,problem__logic,C,problem_demonstrated,: ,2025-02-08 19:48:00
mostly59-8c86-4167-be27-aa88da93a299,47,Yoruba,technology,impact,P_embedding,R,: ,2024_logic: ,innovation,expertise_demonstrated,recorded_embedding,C_: ,description,2024-10-04 08:39:00
mostlya3-e947-4248-afa1-1f48a9c34d93,27,Shona,leadership,location,adulthood,},collaboration,impact,strategic_thinking,Amharicar, ,_taken,recordedn_embedding,2025-09-27 12:51:00
mostlyb2-6576-4a89-9aaf-af3b39c45216,38,Zulu,governance,adulthood,: ,domain,domain_years,", ",strategic_thinking,Partnered{,", ",If.,U,2025-03-04 14:16:00
mostly8c-f09a-4882-98c0-ff7f9c6bf447,33,Shona,leadership,description_logic, ,expertise_demonstrated,domain_shared,age_logic,vision,: ,location,agesolved,domain_shared,2025-05-03 14:17:00
mostly02-3ac1-49a0-85df-bbcffe6755bb,41,Shona,agriculture,domain,", ",symbolic_shared,"2025---.--0.341.2911,0,13.78,-,-0.",: ,leadership,,D_demonstrated,collaboration,age_at,2024-08-19 22:11:00
mostlyc4-a7cb-461d-845d-3d7c83e14eaa,27,Shona,innovation,problem_embedding,", ",domain,location,2024a,leadership,age.,: ,", ",wisdom,2025-06-04 17:58:00
mostly25-7738-48c2-8fcd-825d58cc35e9,55,Hausa,education,"2025-070.4,-0.1460.8;0}24050919142, ",", Nigeria",primary_shared,location,Sce inu;,strategic_thinking,wisdom,wisdom,,: ,2025-05-14 11:30:00
mostlyfa-c506-4522-8446-a4d0416dd2da,42,Swahili,healthcare,recorded_solved,impact{,collaboration,collaborationat,approach_taken,leadership,A,problem_-2,primary_at,"innovation, ",2024-12-08 10:57:00
mostlyc4-e87a-4eaf-8406-f6d30800e938,28,Hausa,healthcare,adulthood,,wisdom,", {",entrepreneurship ,empathy,recorded_years,adulthood,2025,"-0-10.13}_,000.",2024-06-03 12:36:00
mostly55-449e-4de1-b017-b22506d9fa52,57,Shona,technology,", edar to_at a%es.",": ,-_logic",recorded_embedding,",- ",approach_solved,resilience,,approach_s,_shared,: ,2024-01-06 02:36:00
mostly46-14dc-4979-b045-c3d3a7c634b9,54,Swahili,healthcare,M,expertise_location,approach_S ,domain,primary_years,leadership,P pst,St_shared,D__thinking,expertise_taken,2025-02-09 10:01:00
mostly74-a0c7-4af8-b620-e8f83cb3c412,29,Amharic,agriculture,", {",impact,problem,: ,:_years,strategic_thinking,"Meer, ",approach ,D,}e,2024-01-07 22:16:00
mostly59-f32c-410c-8680-edc6e8cccfa2,33,Oromo,healthcare,collaboration,}_logic,,"wisdom0.76028,-0.065,-000284,,1.",In ,leadership,O-0.,", ","R1ingy, andp withter ssyit,re fedo;le",2024-0.58-0.,2025-09-27 12:51:00
mostlye2-1977-44cb-a9e6-512b418810a5,29,Igbo,governance,", ",domain,impact,approach,", {",empathy,location ,symbolic_shared,:1 ,age_years,2025-09-27 12:51:00
mostly68-02ff-4a77-ab8e-e5febfa0cb59,51,Hausa,agriculture,symbolicsymbolic_,:00,2024_embedding,: ,A ,leadership,", ",recorded_problem,"Me, ",primary ,2024-03-14 02:53:00
mostlybc-c21b-4f1d-9e22-226a5440336d,27,Igbo,governance,leadership_ertaken.,Worked_logic,M,approach_shared,F_years,resilience,recorded_at,description ,:00,approach,2024-03-12 17:14:00
mostly55-009c-46df-851b-5c828ef38a95,54,Zulu,education,approach_language: 3,problem__T,2024an,approach_shared,", ",leadership,: ,problem_at,adulthood,wisdomimpact,2024-12-07 22:06:00
mostly23-6074-428d-953a-e68b98a8b8ba,23,Zulu,education,"}D, ",", ",location,impact,2024b1,strategic_thinking,", ",P,"--11.42522, ",: ,2024-03-15 10:46:00
mostly06-8c93-4329-9b6b-9110dffbc332,52,Yoruba,innovation,: {,wisdom_logic,R,",at",approach_language_demonstrated,technical_skill,: p,S,adulthood,S,2024-06-21 21:37:00
mostly63-7fd9-4ba5-a7c9-996e6600f37a,40,Igbo,entrepreneurship,symbolic,technical,neural withs1.,Sit,impact ,vision,"If erers bs, m a- s-costw.",F.,domain,problem: 200,2024-04-30 15:06:00
mostly1a-f8de-4031-b4b7-ccda7e869f88,31,Swahili,healthcare,: ,", ",description{,: ,M_yearsor_re,leadership,adulthood,S_solved,If,", ",2025-07-10 08:13:00
mostly4d-2023-4e19-86e9-379b34e06e81,27,Igbo,innovation,S,location,: ,Worked,approach_solved,empathy,} ,adulthood,Worked,: ,2025-02-26 14:45:00
mostly15-cb91-4814-b7bf-dcf589ffb322,33,Amharic,healthcare,"recorded, {",problemimpact,", {",",00", ,leadership,adulthood,: ,neural_embedding,leadership.,2024-07-23 14:02:00
mostly5c-a9fe-44f2-bbf1-fa70393449f3,55,Oromo,technology,"recorded8,.0.5,0.71 and,0.016,-T.05.",: ,innovation,primary_shared,_,innovation,Bnanesing,wisdom,adulthood,problem_embedding,2025-01-18 17:51:00
mostlyab-4de8-46e2-9613-90747f52b1ba,44,Oromo,education,: {,C,adulthood ,:00 ,agelocation {,technical_skill,location,R,primary_embeddingerar m and the in.,20259_taken,2025-09-27 12:51:00
mostlyb1-eafc-4dd9-a303-a228457304e0,57,Hausa,innovation,",_embedding08Ters:- ",2025.{,Car-sing.,expertise-r0.,,resilience,description,": 59_logicter,",collaborationar,: ,2024-02-26 17:49:00
mostly63-89cf-4f1c-af3f-dceddcfdfdcb,32,Amharic,entrepreneurship,impact,A,", ",age_years,: ,empathy,:_language for,symbolic_language,: ,", {",2025-07-19 16:33:00
mostly77-f248-429a-a29f-9e1984ee91eb,53,Amharic,entrepreneurship,collaboration,wisdom,collaboration,Mit,Partnered ,technical_skill,", ",C,expertise_years,:00,2025-03-19 07:35:00
mostly7a-e340-4af6-9196-51b6bc520aa9,58,Shona,governance,neural ,P_skill,_.,: ,technical ,leadership,approacht,", ",impact,: ,2025-01-22 12:08:00
mostlyea-22fa-4329-96d3-9d1d5f565b5f,32,Amharic,technology,: ,collaboration,", ","}0.59,0e: {",2024,technical_skill,",4_taken",: ,age_solved,description,2025-03-29 17:50:00
mostlyac-b8a6-46b0-9aae-7aa35191b985,34,Amharic,healthcare,} ,D{,S,M,age},empathy,wisdom_language,age:} , ,"P with_esa as to bbin.4a, andal to b_.",2025-09-27 12:51:00
mostly50-7229-4023-8c50-23222bd4c95d,42,Swahili,education,}{,impact,neural,", ",age_demonstrated,vision,location,} ,"leadership,-.","_, ",2024-06-20 01:07:00
mostlyd1-7f1d-4dcd-b2a0-aadab0aa5d06,52,Amharic,education,P.,M s formpei p; astitnc to clleed-0.,collaboration,"_, ","approachdomain s0. and, ",vision,", ",} ,primary,primary_atat,2024-02-23 13:32:00
mostlyb8-9b35-4479-adaf-14793bcfd57f,28,Swahili,entrepreneurship,", ",2024- ,domain,symbolic_demonstrated,expertisen ,innovation,: ,wisdom,", ",approach}} 3- ,2024-03-25 23:16:00
mostlycb-46ff-4752-a3cd-31f4f2e7a7a0,35,Igbo,entrepreneurship,In- ,symbolic,If s m,2024 ,description,leadership,", ",- ,2025 ,", ",2025-03-14 17:19:00
mostlya8-8686-4de0-82c5-c369552a37ac,35,Shona,agriculture,M,", ",2025_solved,impact,approach_logiclogic,technical_skill,S,age_taken,adulthood,", ",2025-09-15 16:30:00
mostly6e-5076-478f-a361-218ccd021853,29,Shona,entrepreneurship,,problem_demonstrated,strategic,2024-u,location,resilience,neural_at,domain,domain,neuralr ,2024-01-14 00:08:00
mostly80-9f94-4bf5-ba1a-e0022242a510,56,Swahili,healthcare,: ,2024,: ,impact,M_,resilience,S cal- s--0.,collaborationed.,domain,},2024-03-04 21:03:00
mostly75-be1d-478e-bcbf-b6c2b4f4e340,29,Swahili,technology,neural_,"M_thinkinged;-; foran%ertle ins0 ating andeseminers, iny ands c to p foring fors;e fromped with and andedooationpersed00 with.",M2 for;s.,Amharicn tos byremied and%ers a,location,strategic_thinking,If c{,_years,: ,M,2024-06-06 05:36:00
mostlyfe-1e75-478d-88e4-4e38a8be1801,34,Amharic,governance,2025}a{,} ,If,age_years,problem_logic,technical_skill,", ","C--0.8,123",domain,", ",2024-12-09 23:03:00
mostly76-2107-4736-a339-db17c78b30b2,47,Yoruba,leadership,location,},", ",problem_embedding,}e3 _atedur fg-0sleers.,leadership,Pdemonstrated,domain,"agea, ",expertise,2025-02-13 05:34:00
mostly27-b207-427f-823f-a2b6e40fe5ac,48,Yoruba,education,"Ifed t, ",recorded__language,expertise_logic,wisdom_embedding,-0.3,vision,D_embedding,2024- ,: ,S,2024-07-12 17:53:00
mostlyac-9ddb-46f6-9613-a731a70e8244,62,Zulu,education,strategic,description,: ,},"Caed bm,--rei.",empathy,", ",collaboration,symbolicdemonstrated ,L ,2024-03-15 09:47:00
mostly5c-3549-4a22-b7c1-239c27f4c703,45,Amharic,governance,: ,"2024-0%.97-,1 ",neural_at,Lor. {,domain ,innovation,C0er.,: ,"2024--0..14462,189.9,: ",domain{,2024-12-14 18:44:00
mostly23-5a89-4e04-b5ed-d3f472ed5702,36,Hausa,innovation,} ,collaboration,", ",O,_problem ,empathy,"P_takena tooryt in.5,17-11;% and to to00.26,04}T,-,-0.2,0._logic",problem-0.-0.,impact8ing.,symbolic,2024-03-24 05:52:00
mostlyc6-3bf6-422f-82d0-6b83c6e543ec,48,Yoruba,technology,", ",-,: ,expertise_taken,",}_ and",empathy,D,", ",S,"0.9,31",2025-01-27 18:00:00
mostly3b-ae65-478b-8cf2-2e31d13cccb6,34,Amharic,healthcare,"symbolic_er1_,",: ,", ",wisdom_sharedlanguage,: ,leadership,", ",impact,: ,,2024-08-25 07:21:00
mostly44-50f4-4ba9-a766-f1934fa6db42,37,Zulu,governance,", ",: ,", ",collaboration,: 3_takenssc foring% and- m.,technical_skill,2025,:,wisdom,"approach_embeddinge-04 ars byeers,-.",2025-08-17 21:12:00
mostly0e-ae2f-45cf-ba51-d48340b6b816,29,Hausa,technology,D,", ",expertise_atdemonstrated,age_language,recorded_shared,innovation,:00,_domain,H_solved,S witharo_ataesty.,2024-04-09 00:22:00
mostly15-1481-42ac-a6e8-dc78f3f7908f,50,Amharic,governance,approach_demonstrated,neuralA00,", ",,"A, years",vision,", ",} ,", ",domain ,2025-09-27 12:51:00
mostly48-b97c-46df-94dd-4e313c4f307d,24,Zulu,innovation,innovation,symbolic_at,Worked.,primary_years,symbolic_taken,technical_skill,}}domain.,P,"problem,-0..7,22.",recorded_at,2024-08-27 01:44:00
mostlybe-8e09-4ff6-a584-1409e56076b0,31,Hausa,governance,", ",If-T10.07}-0.,primary_taken,In,U ,leadership,", ",approach__language,}-1-0.0.060.,: {,2025-09-27 12:51:00
mostly05-596c-4140-a219-dff8fb1d9810,31,Igbo,governance,collaboration,", ",recorded_years: ,adulthood ,"D5,0.9, ",leadership,-,impact_embedding,recorded_at,description,2024-04-17 17:33:00
