id,age_years,primary_language,activity_type,description,lesson_learned,social_context,proverb_or_wisdom,emotional_development,location,symbolic_logic,developmental_milestone,neural_embedding,recorded_at
mostlydf-aeea-4868-bf64-9e8bcdbe7bef,3,Hausa,learning,",-308.4,1.261,0.0T06:,-0.74,1.8,-1.2.856-,1.17-001868, 5lesson,0..60942,0.7032,--0.11115,-0.4848, ",F ,symbolic_context,2024 activityer,respect,childhood_},If,,If you  to,2024-02-25 04:28:00
mostly32-84f3-47cc-ba7b-ecc9a661de6d,12,Zulu,play,"{embedding.05es} for,-..27263,0.33,-1116.07,0.29,-0.9-092",", ",: {,"M- aes,1.-.68,",resilience,Amharic,emotional_development,,P ,2025-09-28 19:43:00
mostlyb3-e09b-4a4a-abdd-1fc91495b181,9,Swahili,learning,sociala: n,"description_,",activity_learned,: ,respect,", ",If_wisdom,A ,symbolic_at,2025-02-28 20:20:00
mostly50-b2ab-47a7-8be7-49954e1a6f4a,11,Yoruba,learning,"Iftainseod w and areal h s a sorine ts.4, ",neural_embedding,play,": 9.(,0.7T2",respect,confidence} ,activity_type,C_development,Zulu ,2024-11-17 17:47:00
mostlyd3-ffa5-4a82-83da-6b4c1ab90f11,3,Oromo,play,primary__type,childhood,activity_context,developmental_or,curiosity,2024- and a: ,Plant the bed and withs in.,recorded_context,{,2024-08-08 19:17:00
mostly83-24f4-44ba-a0fc-dac5979d75c2,7,Oromo,storytelling,description,: ,P ,}},respect,I_context,: ,",1.",C_es,2024-04-03 12:42:00
mostlyd6-f922-4690-8860-480002f46951,3,Yoruba,cultural,}{,proverb_years, ,F,respect,primary,ages,age: ,,2024-03-31 06:00:00
mostlyaa-730d-479d-afff-d8dd4b1323eb,6,Yoruba,learning,,neural,lesson_, ,confidence,childhoodor_years,", ",confidence_type,emotional,2025-01-11 03:24:00
mostly61-3495-4ac4-abd3-435dfa28b35c,4,Zulu,play,social_logic,primary__embedding,", ",primary_milestone,cooperation,ageactivity_milestone,lesson_ors_context,"Cr theg a ms aes andan thes, inar.",Co anda hi the.,2025-02-01 19:05:00
mostly37-9f87-463a-907d-c69d7406fccc,8,Amharic,creative,Pt sing.,} ,developmental__or,confidencep,respect,age_type7,S_logic,"20250,-0..24,0.030.85,107,-0.38,-0.1957-01-,038",R,2024-05-15 00:04:00
mostlyfb-ec72-413f-998b-9efa1f1d1bcc,7,Yoruba,storytelling,neural_milestone,P,primary_language,Sar s_learned ,confidence,developmental_or_type,social_.7,primary_embedding_orwisdom,If_learnedk in,2024-01-10 00:34:00
mostly64-3bd0-4bba-843e-58d23dd884fc,4,Yoruba,play,",-0.1802,-004.1227, ","developmental1,0.29,-0.72",K,symbolic: ,cooperation,activity_or_embedding,"2025--2-1..8694,0.33,1-1.116904,0.138.467",S-1.1761,: ,2024-02-29 21:36:00
mostly44-d1d5-4791-b370-e409edaf09ef,8,Oromo,cultural,recorded,}1 {,Rs a aw and male.,Swahili smi p k.,empathy, ,2025} ,descriptionactivityd:00,social_at,2024-04-09 02:47:00
mostly93-c753-41d2-b20f-22e6c59a1d72,12,Shona,cultural,emotional_idevelopment,primary_type,}_development,description,respect,I_at,If theaped.,"-0.1857,0.3319,-0.,0.,01449.30.46}.61,0.7,,-07-0.09,1.1301,0.058,-1202:15:480.4,470.40.29,-,16.",symbolic_context,2025-02-28 15:36:00
mostly5a-f554-425a-8b13-d05583ec96cb,4,Hausa,storytelling,"symbolic, ",,emotional_context,location,confidence,recorded,},primary:00,Sand: ,2025-08-18 15:47:00
mostlybd-11cd-4011-aa98-738e0ac186a3,6,Hausa,storytelling,: ,"{,","2024-2T, the1.1911, then0",R ,curiosity,lesson_language,play,developmental_language,description,2024-03-03 02:53:00
mostly5e-73eb-4ff1-a35a-0402c37dd614,3,Swahili,game,: ,description,} ,C ,cooperation,",0.8392,1- then,0.364,1.2628,",,F_logice ,"R2-0.5,-0.023604,0.58104,-0.0828-26,T",2025-08-27 09:42:00
mostlye8-50cc-4d27-aa64-03c60d8fd5db,7,Amharic,storytelling,activity_milestone,Swahili,emotional,2025 ,respect,N_language,-,play {,social_or,2025-02-02 00:28:00
mostlye8-fe15-4559-8103-740bbf1ef474,3,Zulu,social,primarylocation,C ,recorded_wisdom,proverb_logic,cooperation,St ,}s {,social_,agearseraren thev toc totsess ao p s;,2024-02-11 08:14:00
mostly44-4d50-49be-976c-1ea7abfaa701,7,Yoruba,storytelling,description_milestone,age_at,: ,_wisdom,respect,"Magess, then c andiepariees wedats tos h,- in0.195,0.15,1.03,1.055,5,-0.5818.7075,-0.",emotional_development,"2025-0.41,-..613,0.657,0..4,,-.91,--06T.383,0.5,0.961.13,0.66903,.9,-_or03,0.192,-0.9279,.481:},0..",confidence,2025-06-07 23:40:00
mostly7e-0913-414a-9b0f-bc55a671f2f2,8,Shona,storytelling,", ",age_learned,,H_at,resilience,description,If,},: {,2024-03-16 13:53:00
mostly88-59cd-4ab8-ac57-676c991a9955,7,Oromo,social,", ",", ",F,C_logic,empathy,social_years,202500,M_e,,2025-06-03 20:10:00
mostly37-cf47-48ca-8782-8bf6a2415ce2,12,Hausa,cultural,", ",", ",lesson_logic,{,respect,", ",2024,learning,location,2025-06-28 09:14:00
mostly7f-d7b1-4667-89df-9114b3c320a6,8,Oromo,storytelling,primary_type,description,} ,emotional ,respect,:,2025 .,description,}{00,2025-04-03 01:07:00
mostly97-dd21-4249-9b17-ddb629589cb7,9,Oromo,learning,",00",respectal.,"developmental, ",R,confidence,activity_context,,age_years,",0.48,-0.19979,0.96952,0.06926: ",2025-01-14 06:16:00
mostly8d-91d1-4d7a-87e9-d29b151ea642,6,Zulu,learning,childhood_wisdom,"developmental_years:0.5, ",} {,social_embedding,curiosity,activity_language,social0.1960.,location},"neural_,0 ",2025-03-27 07:08:00
mostlybf-b89e-4508-9083-7d338102c507,5,Igbo,play,}_ ,"2024.712,1.085,-06.01297,-0750.4808,-1.1",C_at,: ,cooperation,", ",recorded.,primary_milestoneembedding,activity_context,2024-02-29 21:28:00
mostly5e-744d-40f6-8f0c-8b60c1ee3621,9,Igbo,creative,20246 {,description,"2024, ",lesson ,respect,S,emotional_type,I,",, ",2025-09-28 19:43:00
mostly84-6b1b-43fb-ad7c-2b4b0596fcab,8,Igbo,storytelling,primary_at,: ,: ,,confidence,activity_embedding,2025 ,H ,developmental_at,2024-08-15 00:47:00
mostlyed-13b0-4405-b0ab-142553506b0a,4,Zulu,game,",---_01505,.915,--0.0588,- then25_,-0.035,00.025.",2025_},primary,,respect,developmental_language,Hausa_embedding,Iw_learned,},2024-11-19 04:35:00
mostly7b-1804-42c3-a249-fb450adf0d20,11,Yoruba,learning,", ",emotional_milestone,H ,,curiosity,description,If pi to,":, ",",_context",2025-04-21 19:07:00
mostlyc5-87d5-42cb-ae94-966fb509d2c1,9,Oromo,physical,primary_learned,confidence,I,recorded,creativity,location_learned,_type,: {,P andoristao anded in) sing,2024-12-11 21:43:00
mostlyce-3bf1-4afb-b7ca-7517f7efaa2c,6,Shona,social,", ",primary_at,",",Hausaorsalttesation-.,cooperation,", {",play: ,", {",,2024-08-27 11:28:00
mostly7a-56bd-4a03-9ab4-b2eecfb6469a,5,Hausa,game,lesson_development,,: ,social ,cooperation,2024 ,emotional_or_embedding,: ,: ,2025-07-26 22:59:00
mostly7e-38bb-42f2-b881-81a10b2e2745,12,Hausa,cultural,description,__,2024type:,If thep hi) a; w and bs sp m ingws and mma..,respect, ,symbolic_,Swahili_language,neural_learned,2024-05-17 07:18:00
mostlyb7-2dd1-4d58-8d7f-0c50726e280f,11,Oromo,creative,", ",developmental_context,"social, ",If..,resilience,symbolic_: ,Ror,,description,2024-08-27 16:23:00
mostly93-309e-4cf3-a1b2-83cb6cf39c8c,6,Igbo,learning,"2025-0218,-09.646,-0-0.47T,.4535,-012.2,5-,1.",location,_type,A,curiosity,Ifd-.7 s71ed.,"recorded_context-, ",emotional_milestone,F,2025-08-24 17:07:00
mostly53-9139-4874-9f86-af7e0db367b1,8,Igbo,creative,Zululesson,description,proverb_,_development,confidence,locations,": 3,-1.",recordedt a,"-118.28,-,0.2812,-0.63103,1.26",2024-09-08 19:48:00
mostly56-37e3-40bd-b6a3-e4b7775975c6,7,Yoruba,storytelling,developmental.,,If_milestone,"Amharic, ",respect,primary_logic,location,age_learned,", {childhood",2025-05-29 23:15:00
mostlyfb-f517-4f1b-8d8f-082426e848f2,8,Shona,play,age_milestone,,"Ifingal, thentw_ hal",C_as,respect,developmental_learned,lesson_at,confidence thei a the {,learning,2024-08-22 22:13:00
mostly07-82cb-4982-b3ac-5062adc7f14c,11,Zulu,play,If,R ,age.,activity_years,empathy,K,"Ifred, thenrings).",: ,I,2025-09-28 19:43:00
mostly5c-3630-467d-b158-3dddc0956576,9,Igbo,play,primary_embedding,"If0., ",neural,cultural,confidence,neural} ,age_social,lesson_wisdom,"emotionalmt, thenicor, seinguv b p,er fm hes,.",2024-08-30 21:37:00
mostly9c-32c5-4287-915f-c558fe4ff40e,11,Shona,storytelling,location,developmental_embedding,"B_milestoneoraso,a.",age_wisdom,empathy,activity_context,Zulu,},lesson_context,2024-05-08 19:51:00
mostly4b-03f0-438c-9b14-97044ff87211,12,Hausa,cultural,developmental_years,U,social_type,activity_context: ,resilience,If.,age,,recorded,2025-01-10 02:00:00
mostly22-6475-4deb-9958-d56879c66e46,6,Igbo,physical,: ,primary_years,proverb_or,recorded_wisdom,respect,: ,2024_milestone,H,childhood,2025-08-27 15:52:00
mostlyb0-b464-45e2-89c9-6c79e51a2e0e,4,Zulu,game,age_years,2024}68,developmental,} ,cooperation,", ",description,Ifin andk fedalt h fes.,Oing f n theeg.,2025-01-21 13:05:00
mostlyd7-793f-483c-a7ba-6a3a6ecefd5d,3,Igbo,learning,"2025-06.5-17.4, then16,0.7.47,151202,-0.459-0.190154,-0.05208,-1.",: ,emotional_development,", ",curiosity,lesson_at,description.,childhood,activityandc toarsal p,2024-08-02 22:01:00
mostly9a-ceb4-4807-a916-e01eca381326,5,Oromo,game,"socialaa, ",lesson thent (es tok,: ,Cor_years: ,cooperation,: {,N,respectro a,I,2024-09-18 04:13:00
mostlyc5-82d1-424d-8305-539720547b6b,5,Igbo,play,", {",2024 ,Ifes.,emotional_at,confidence,If ,C hala b anden,,age_context,2025-04-07 15:30:00
mostly6c-b0e2-45b3-b018-ecfe4aaa9863,5,Zulu,game,", ",neural_milestone,proverb_childhood,If{eni,creativity,N,description,description,,2025-03-11 15:58:00
mostly51-55fc-47a5-86af-a4c7ad2eeba9,7,Oromo,creative,N: ,social_milestone,activity_type,social_language,curiosity,confidence ,symbolic_language,location,P,2025-09-28 19:43:00
mostly0c-b534-499c-99b3-8bfc498a572d,4,Hausa,play,", ",", ",: ,I,empathy,", ",social_ ,Zulu} {,"Cu the,l.",2025-09-28 19:43:00
mostly0d-f9b0-49e9-bc39-82e68fb88c9a,3,Swahili,play,B_wisdom,social_description,age_type,description,curiosity,developmental_learned ,20246: ,childhood,Swahili ,2024-10-24 19:19:00
mostly1c-b34a-437c-bbd7-01c4ce36e4de,11,Igbo,storytelling,", ",activity_development,H_milestone,neural_wisdom,confidence,symbolicaroror,location,social_.,descriptionsocial,2025-04-06 18:14:00
mostly65-13f8-4ed2-a25a-b52e11c8820c,12,Hausa,cultural,", ",,,lesson_wisdom,respect,Zuluatu p sk fing,neural_context,activity,"}}, ",2025-04-11 11:50:00
mostly58-819e-43d5-aa18-cd8200a3e73f,11,Amharic,social,,"2025emotionalr_atan, ",primary_context,", ",respect,age_logic,social_language,F_embedding,activity_context,2024-08-08 22:10:00
mostlye5-fdae-41a6-af58-a8fa7593ea53,4,Shona,social,developmental_wisdom,", ",lesson_development,_milestone,cooperation,primary,", ",M,recorded_type,2025-04-02 11:48:00
mostlyfd-9c58-4aec-a29f-e4477330d8ff,9,Zulu,play,"activity_type:00, ",", {",M,emotional_development,curiosity,recorded__wisdom,learning,"}description0.03926},-0.983,-0.369,.",lesson_language,2025-01-06 23:06:00
mostly20-4ccb-466b-9998-6fb876ac575c,5,Zulu,play,", ","Eua taesig s, thenor c.",2024{,recorded_years,creativity,If-01es.,activity_language,If the in,proverb_learned,2024-08-14 19:49:00
mostly75-6fa4-47d0-8fcf-52f861e0e536,10,Zulu,game,proverb__learned,,E_language,emotional_years:,cooperation,proverb_development,If,,activity_at,2024-01-27 06:14:00
mostly96-2e65-409b-9d63-e56e80c2c594,11,Swahili,social,age_years,symbolic__or} ,T {,recorded_development,respect,"developmental_context:or, ",neural_logiccontext,"2024-651.863,-0.6,01 and,--.07021817,0.",: ,2025-03-26 09:04:00
mostly34-aaa2-43c9-9a54-6060fee3cdc8,3,Zulu,creative,S,"2024,-_development",developmental_or_wisdom,"T andeiing hingui andegylos and f with;tings, and p.",resilience,proverb_or_or,"Zulu, ",location,",0.",2024-04-08 20:45:00
mostly59-031d-4268-a258-67893acaebe2,12,Hausa,cultural,social_embedding,primary,A,,respect,social_type,: ,"social_oric, {",If a ao and sen s andp aorp; in d k ber,2025-08-05 03:47:00
mostly6c-4cb5-44ea-bef1-1b4204843a63,4,Yoruba,creative,", ",social_logic,recorded_development,S,confidence,activity_language,E.,recorded_type,", ",2025-01-22 16:54:00
mostly8a-99f8-4ac0-a7b2-61b99c783edd,10,Amharic,play,} ,description_milestone,recorded_embedding,childhood_milestone,cooperation,Zulua_logic,Zulu,"If-0.85,.",lesson_at,2025-03-16 10:55:00
mostly00-61a7-44e9-b422-9ccf654b4629,11,Igbo,learning,social_at,If,emotional_at,social_development,respect,activity,proverb_years,", ",age_milestone,2024-09-09 17:07:00
mostly49-1128-45db-b049-f16316354f8d,8,Igbo,game,childhood,proverb_,neural_language,: ,resilience,", ",recorded_language, {,developmental_: ,2024-02-18 23:40:00
mostly25-89c7-464b-ae7a-3183f01f4460,3,Swahili,play,"2024-606105,06, then.515,0.7",primary_at,neural_at,childhoodor,curiosity,location,Pau p thesing ma.,neural_ing,activity_at,2025-05-25 12:20:00
mostlyb6-6283-4e5d-9d26-0d7a93ebcfc6,9,Hausa,play,: ,lesson_at,: ,",",curiosity,age-,confidence,social_type,social_development,2024-03-21 09:42:00
mostly6e-3954-4fd2-af2d-db093ab6b521,3,Oromo,play,",0.94512,0.2603,0",emotional_learned,Hausa,primary_language,curiosity,activity_logic,S ,location,P_type,2025-09-28 19:43:00
mostlyd2-8aea-4c60-bc18-192d508f694e,7,Shona,cultural,", ",proverb_language,-0712 ,T_learned,confidence,A,S ,primary_years,primary_embedding,2025-07-02 04:19:00
mostly5b-a106-4414-9efa-7b72c3314cf1,9,Oromo,physical,age_learned,P,} {,,cooperation,activity_development,location,"}0.302,-0.9,121081.",neural_learned,2024-04-30 23:29:00
mostly96-b6cd-4bcc-becd-1bba9a2de1b6,7,Zulu,storytelling,",-08--0916}: symbolic(",: ,If,primary_type,resilience,2025 ,", ",C {,recorded,2025-03-15 17:33:00
mostly3b-6aab-4072-b768-bdd88bab0acb,12,Yoruba,cultural,"2024,-0.3859,00.40.70.,0.647,.5974,-..691.8,0.124507,--_,0.91.48,,0.27,-0.198,1.23216,0.2635928},or-1.45075,1.69,0.428,0.669",:_wisdom,location,childhood,respect,C_languageed mp c.,social_milestone,sociala- and too  f{ {,emotional,2025-09-28 19:43:00
mostly64-f17f-43be-a77c-27dae2613241,6,Shona,social,U the h in andao fen with asby with then a toaoingper.,S ,"2024-0.2.074, ",description,respect,"A-1.6292,-0.19226, and,0.7T0508, ",primary ,P,primary,2025-09-19 08:21:00
mostlye2-4b78-4a16-b95d-105f7dd32a65,8,Amharic,cultural,"lesson_, ","2025-0.17-28,0.595,1.3843,-0.1.17,, ",: ,: ,confidence,age_wisdom,: ,", ",age the,2024-01-18 14:33:00
mostly0b-81e1-4c1b-999c-46394f751b94,4,Shona,social,I,: ,"neural_,: ",lesson_embedding,respect,If,I,", ",C the,2024-01-03 23:41:00
mostlyb8-fce6-468e-8be0-fdc7705c2bb2,12,Amharic,learning,emotional,proverb ,2024 ,developmental_context,respect,", the s s andts.",Amharic,agemgeal w.,}:00,2024-03-30 23:48:00
mostly1c-21c3-48f5-b7c4-8fbd6bc8c935,5,Oromo,learning,description,: ,", ",proverb_atembedding and ainganas-sed,confidence,neural_years,2024T2,,age_language,2024-05-21 13:20:00
mostly87-ac5c-4df7-bd08-bcc8262bd385,3,Oromo,physical,"respect as.sing, { a, then a and is in ctts f.",,", ",childhood,resilience,"activity__,","P s s,-.638, ",primary_wisdom,,2024-04-12 23:35:00
mostly18-531b-4b83-99a1-e2fe1dc9bcef,8,Amharic,creative,recorded {,emotional_oralar,: ,social_development,confidence,"R, ",symbolic_logiccontext,recorded_logic,social_milestone,2024-07-10 07:36:00
mostlya6-f363-4d50-87ba-c9e185b39a25,9,Igbo,learning,symbolic_development,-_symbolic,} ,primarymer.,respect,activity_development,ageer: ,social ,: ,2025-04-19 14:28:00
mostlyc4-f49c-42fd-bbd9-a60d110a9200,7,Shona,learning,primary_learned,symbolic: ,"I:pu ts-er p,-0.6638,,1.92,1:,-0.626.",activity_or_milestone,resilience,B_language,", ({",: ,neural_h,2024-05-26 23:35:00
mostly6f-c00e-4129-b6bd-0749919b8e12,6,Swahili,social,primary_,R {,confidence,recorded_logic,curiosity,developmental_milestone,social_,", ",learning,2024-05-22 08:45:00
mostlyfe-4069-4345-bba4-291a0ab2a65e,5,Shona,game,location,P,neural_milestone_embedding,social_,cooperation,{,age_socials,Br,descriptioningc and,2024-06-30 22:16:00
mostlyc7-f7dc-42e9-befc-e6ab2fad6485,7,Shona,storytelling,", ",social_embedding,developmental_,location,creativity,: ,S_at,", ",description,2025-05-07 09:38:00
mostlye1-210b-41ed-bb6d-3ca5580a3cc5,7,Zulu,physical,", 6: ",", ",lesson_wisdom,confidenceat,creativity,description ,", {",2024 ,"recorded-, counting: ",2024-01-02 21:55:00
mostlya3-2a14-492a-b4f4-fef544829b27,9,Yoruba,physical,: ,neural_type,social_milestone, ,resilience,", ",: ,lesson_learned,: ,2024-09-06 20:59:00
mostly79-33d3-424e-8118-1970e0aa85dd,7,Shona,physical,-.,lesson_learned,C_learned,developmental_milestone,confidence,learning,H,}: ,,2024-07-10 10:37:00
mostly05-625c-4099-9f7d-fe15035b5262,6,Amharic,learning,P ,neural_years,recorded,location,resilience,2024,M ,C_context,proverb_milestone,2024-06-02 09:42:00
mostly40-aec6-4151-aa4a-4368578a008c,12,Yoruba,creative,age_learned,Ifal can,F_wisdom,primary_milestone,cooperation,"E, ",S toes(sasl).,neural_at} ,", {",2025-06-01 12:54:00
mostlycf-4124-4f46-b87d-2eddce9f82d0,8,Oromo,storytelling,primary_language,proverb_embedding,", ",confidence,cooperation,: ,: {,location,If,2024-06-01 15:48:00
mostlycb-27ad-447d-8975-0835546d0e85,10,Shona,storytelling,symboliclocationed.4 ,description7,A,S_milestone,curiosity,proverb_learned,cultural,: ,", ",2024-01-24 09:19:00
mostlydf-ad8a-4848-a8a5-f36aa5116038,10,Shona,game,:ingesu for,": 7typeany, and;ertsal and thea d in to, andpsedan au mesal andhhing the with inew",primary_,"developmentallearned-.3.4,-0.13,-0.808-8,1.07,-.19,-0.",resilience,}_-milestone,"20250.7,-0.910906.18857,-0.T1117,1..",_,location,2024-04-30 07:55:00
mostly0c-4f83-4eb7-b5bd-e2c08a115ad6,5,Zulu,game,location,symbolic_wisdomas,lesson ,lesson,cooperation,age_development,: ,"Ifp:00 b,esb thenan agsalerpt- scs stini, then,-ar and a: f).",proverb_type,2024-08-07 18:06:00
mostly06-9a7d-4d01-bd47-9d1f74396afc,4,Amharic,physical,B_context,recorded_at,childhood ,"emotional, ",cooperation,B_or ,location,proverb_logic,": 8,0.",2024-06-23 04:06:00
mostlyc1-5307-4187-8ff4-d057e581032b,5,Zulu,game,childhood,confidence the,activity_language,If ,curiosity,location,proverb_milestone,description,respect ,2024-04-02 20:06:00
mostlye7-591a-4a6e-a3cc-557131151dda,12,Yoruba,learning,} {,{,,}Ppk ( toedanues (,confidence,symbolic_type,C_logic,: ,respect,2025-04-21 07:33:00
mostlyfa-9445-4b2b-b34e-09b16e50159b,5,Hausa,social,social_wisdomor_logic,P the aar ,: ,,empathy,developmental_learned,recorded_milestone,", ",: {,2024-09-12 01:33:00
mostly7d-f6f2-4707-a6a1-b13283e16943,10,Yoruba,social,social_milestone,2024neural_years,age,:00,cooperation,,symbolic ,primary_wisdom,", ",2024-02-01 21:05:00
mostly56-f1c7-4964-ba7c-429d02ce9ae6,6,Hausa,learning,description ,",00",recorded_learnedlearned,primary} ,curiosity,respect,activitycontext,H_milestone,If the w ing,2025-07-26 22:34:00
mostly03-3ffb-4ef6-9fe6-1a8b3ffd66cb,9,Oromo,physical,H_logic,R_embedding,lesson_type, ,confidence,lesson (,,C_at,M.,2025-01-05 20:52:00
mostly3a-5552-48a8-9530-b5b8a2685020,12,Hausa,social,",05-1.451,,27",_embedding,social_,description,respect,location,social_development,{_language,,2025-09-28 19:43:00
mostly56-0d50-475e-b7c0-c9801604bdf1,3,Swahili,play,: ,recorded_context,Ifingi ande with.,"K (, w.",curiosity,M,: ,Hausa,"proverband-0.0T705, {",2025-09-28 19:43:00
mostly93-9a09-4447-bd82-0b5f1b406f8e,4,Zulu,game,social_learned,",recordederati with ",developmental_socialat,",0.4-19,-: ",cooperation,symboliclocation,S_,age_development,"symbolic: {,",2024-12-26 09:27:00
mostlyb9-2d8a-4e30-a0dd-db0ee8c24fb7,9,Zulu,play,"Rygb aser()o, then b fa andys and ted bsb pal ",", ",learning,20251.,curiosity,primary_context,symbolic_milestone,social_oror,social_context,2024-01-25 23:40:00
mostlyd8-a68b-467e-a275-be95310c7d35,9,Oromo,social,cultural,social_wisdom,"Hausae andu, (",: ,respect,activity--,P btssc sinar,social_development,: ,2025-05-05 14:42:00
mostly6b-0d18-4ddc-b16f-58e47663bda3,4,Zulu,physical,", ",location,lesson_context,recorded_at,respect,If{,social_years,activity_type,activity_logic,2025-09-22 02:38:00
mostly72-8d0a-48cc-b13c-010d5da8d0dd,4,Swahili,learning,Or_years,,developmental_atwisdom,respect,respect,neural_at,"2025{,0.58497",primary_wisdom,Ralti in,2024-01-08 12:21:00
mostlyde-9db6-4672-b65e-b364249b7d5b,10,Swahili,storytelling,proverb_learned,: ,activity_wisdom,: 11u: ,empathy,respectes a,lesson_type,F,primary,2024-05-27 21:24:00
mostly3f-8137-473a-a287-57d3b408cf7e,8,Shona,storytelling,S,: ,C_years,M_logic,respect,: ,social_at,Uactivity_at ,"play sa, ",2024-03-06 15:48:00
mostly82-d731-4567-820b-41b20e6c6220,11,Hausa,learning,C aanan aaa.,developmental_years,", ","2025-0-273,-1.455,-,0.16",confidence,activity,proverb_wisdom,age0_oran,recorded_ing,2025-08-09 09:50:00
mostly71-e869-48b4-b0df-e5c43d567b7a,10,Oromo,physical,,location,lesson_language,If,curiosity,symbolic_embedding,play ,: {,primary_learned,2025-07-09 23:37:00
mostlyd2-6398-44ca-9dda-de6f65d1fb0b,6,Igbo,learning,recorded {,S,social_wisdom, {,curiosity,age,activity_years,childhood,cultural,2025-06-14 07:56:00
mostlyb4-a7b5-4d7f-9be9-302a1fbae286,5,Zulu,game,neural_context,symbolic_development,proverb_learned,C_wisdom,cooperation,", activity_logic",K,lesson_learned,activity_years,2024-06-05 07:55:00
