id,primary_language,cultural_element,description,meaning_or_purpose,historical_context,modern_relevance,transmission_method,region,symbolic_representation,wisdom_encoded,neural_embedding,recorded_at
mostly43-c4c2-4a53-a2c4-3f65ed8e219c,Swahili,dance,region,meaning_element_representation,Shona: ,"Mae creasle c pt ss toing a, ",: ,East Africao sb socialation.,}}} -57,symbolice,cultural_purpose,2025-08-11 14:51:00
mostly80-4f4a-4594-91da-222799c50ae8,Swahili,craft,music-0.,,primary-1.784,region,C,"A in, Yorubaes and and the of and s c","2024-110-1702TT:-0.198,0.17.6512,,1.09,1.36,1.26,1,0.6,047.491,204,-1,",,region,2025-09-20 19:39:00
mostlyb9-4893-4286-a77c-e939f91c5497,Shona,folklore,historical:00,primary,Southwestes,Eastone lu: ,Amhariclanguage_purpose,"Tosmr,ingr",region,"2024-03027,-037,1.63,0.30239.",Shona ,2025-09-20 19:39:00
mostly6e-421a-4351-9805-1dc9e78bd4dc,Igbo,folklore,neural_or_method,: ,To {,In,", ",Bing.,-,"2024-0.5, ",: ,2024-03-16 17:15:00
mostly2d-5fc7-48b3-b79b-7d2e1662c913,Swahili,festival,meaning_encoded,region,P.,Oral_context,2024,-0.6-0.,historical_at,Aaed,"Ser, ",2024-01-27 06:08:00
mostly95-f973-4cda-aaac-6839cb92eba2,Swahili,ceremony,", ",recorded_encodedat,,culture,symbolic_representation,meaning_representation_method,culture,}},Cleing,2025-01-19 08:47:00
mostly38-cae8-4c17-99e9-b244aaba5f4b,Swahili,folklore,: y,Colespesereneedan,} ,_representation,: ,: ,cultural_representation,Shona,{,2024-05-02 19:13:00
mostly44-ee0a-42e2-a75f-c7d6784d6876,Igbo,craft,historical_ory0-:00,", ",historical_embeddingencoded,In.,R ,To c ands and in and.,", ",recorded_context,Toin c and ines communityal,2025-05-07 18:22:00
mostly71-d559-424f-82a7-f2769f08f7b1,Igbo,ceremony,C_aten and,,",",historical_,culture,}} ,neural_encoded,", ", ,2025-04-20 03:00:00
mostly83-b0bb-4d88-9752-2ea5a7243428,Hausa,craft,: ,M00,primary_context,recordedlanguage,A ct ,historical_relevance,cultural_ ,{,primary_element,2025-07-26 13:50:00
mostly12-a6e8-4118-a513-aa01a8147510,Oromo,festival,In: ,wisdom_encoded,:00,primary_purpose,Igbo_,symbolic,Coru- to.,"Igboed, ",cultural_relevance {,2025-01-09 09:50:00
mostly37-ee95-43af-9ea0-a7ef164d42d4,Swahili,folklore,Zulu,", ",", ",", ",", ", ,"2025es{,2 ",2025,"-1.49,-0.76, and  {",2025-09-20 19:39:00
mostly38-7f7b-4d40-9f25-55bb719aa797,Hausa,dance, ,transmission_ ,",historicales, and toc.9, in and religious in.",Hausa,"Igboeday l, sing communityeds finger sre and.7",wisdom,neural,culture,} ,2024-04-06 22:13:00
mostlyb4-c268-4878-a59a-4f6274eaa184,Igbo,craft,East,culture,2024 ,} ,2025Toe andi community social s ofy.,region,symbolic,: ,G_0.{,2024-02-03 01:37:00
mostly80-dcdb-4ecb-8187-7d611f524103,Zulu,ceremony,cultural_representationrelevance,Igboksen,Southwest Africa,}: {,"Aao,-speakingt and.38, ",recorded_encoded,Easter,"Su, and with p s, ",historical_atmethod,2024-05-18 01:00:00
mostly7c-3969-466c-91df-3b1aaf07a61b,Hausa,folklore,symbolic_language,East_or.,To,,Swahili,To,cultural_representation,,recorded_or,2025-05-16 08:51:00
mostly13-a164-46dc-98b6-cc51dcf0f298,Yoruba,folklore,: {,region,R,"Hausa-speaking,0-05-0.19,20.30525-38,.",,: ,description,: ,description,2024-05-30 15:41:00
mostly80-e890-4e81-a481-eac7995b3221,Amharic,folklore,meaning_relevancepurpose,recorded_embedding,"-s_-0.,-10.2807,0.27,0.",description,recorded_or_at,Yoruba_,: e,historical,"-03,-, and cultural,.69.,-0.-0.-0.",2024-04-18 04:26:00
mostlyf4-c052-41ba-a1b3-10e9b095b136,Zulu,dance,neural_at: {,region, ,Swahili,historical_relevance-speaking,,{,description,description,2024-01-20 02:17:00
mostly48-c9b6-4d54-acbe-bd3212ee0bf1,Hausa,festival,Shona,neurallanguage ,dancerecorded_s.,symbolic_relevancees,region,", ",descriptione,description,,2024-08-06 11:37:00
mostlyc3-4cf4-42f7-914c-7d17479e7adc,Amharic,music,"Zulu-0.50123, and--0.5099-0.01,2.0363,0.2,0.16,-0.80223,-1.48.-1117,,0.05590.9","M in-03g,er m,- and d the culturaly.",wisdom_ andlanguage,:00,D_purpose,cultural_purpose_method,"Coyo, fusedt wes andededer in community",primary_language,neural_method,2024-08-30 02:11:00
mostly73-a419-4396-94df-7619e51fcd9e,Zulu,proverb,region,recorded_al- andc ands: to.,B,",_encoded",neural__language,W,wisdomrecorded_representation of ca,"dance,0.",transmission_element,2024-03-15 22:01:00
mostlydc-9455-47b1-a78a-d21f4d6628cf,Shona,festival,music,W,} {,historical_encoded_element,description,}_context,neural_or,2025{,", ",2024-02-05 18:05:00
mostly6d-298a-4f03-9dbe-93ce0b66da55,Yoruba,ceremony,transmission__purpose,primary_purpose, {,: ,A_or_,cultural_at,modern_relevance,"-0.29380,.26,1.006.05.",",",2024-03-27 20:41:00
mostly30-8b1a-4698-ac94-3a6ac55c3304,Amharic,music,C and communal.,2024,description,"-5,-0..27360.3,1.3.5007-,-51-0.04,-0.090.364-,0.16, and.9,-0.2417, and0119,,0.11.-2308,-1.417,0.498,","transmission Africa, ",meaning_ald,dance{-e,description,M: ,2025-08-11 13:26:00
mostly5b-1037-45e3-9af8-d4979eae54e5,Yoruba,craft,B ,"2024-10,-,-0.",2024-0T14T.,C,"cultural,- and.0904186-,-1.3",Oral,primary_method,To Nigeria m inlered.,M_context,2024-02-04 07:57:00
mostly1b-e492-44b9-ad76-bbbb004c2d5b,Zulu,proverb,", ",P,_,: ,To  ,: ,-1-6..11028,wisdom_representation,: ,2025-09-20 19:39:00
mostly80-a056-4723-8a8d-93e412d0fc8a,Yoruba,folklore,{,"recorded Africa cs, ","2025-1.1.12,1.",culture,primary_element,"Hausa and cultural in-y,-0.7,1915,-,090.0039.1,-,0.-0.8,",}}or {,recorded_ ,neural_embedding,2024-05-16 14:06:00
mostlycd-7e40-40b3-9640-b47964953021,Swahili,folklore,2024--,G_,meaningcontext,Md and p.,S,Totr inar in the ande and reed-t mle andtan socialdm s anderet and communityos.,description,A ini,", ",2025-07-13 01:30:00
mostlya3-b255-4b90-aa96-3cd0f896bd95,Swahili,folklore,culture,region,Shona and.,: ,Zulu,dance_at,primary-_purpose,"Shona and, ",",-0. 279,0.12,0.248090.29-,0.5162:,-1,:001209,-000..18,18,-010.1.823,-0.111,0..4,1.7203,0..33,00213:-0.16,2-T -4.1403",2024-01-14 18:56:00
mostly84-1a54-4dfb-9ac4-0f13dbdbec25,Igbo,music,2024,"Hausa-ed..38,",modernu ske,wisdom_element,festival,}-{,East,C ,"Yoruba-0.08,0.8",2024-05-05 06:54:00
mostlyf4-80fa-4025-aaa1-8c1e2a4b28c7,Oromo,proverb,primary_encoded, ,symbolic_orlanguage,Oral ,}} {,: ,C,", ",--T91209T,2024-10-06 18:34:00
mostly86-ec18-4a45-af06-14a70c6c4b86,Swahili,proverb,modern_relevance,: ,description,Aal, ,"wisdomb{-speaking:0.00,TT-0.30..1149,-0.4652,-0.54523,0.08.,1112,1.2.61,0.","Oralsl p in,-speaking.",",} ",Igbo_method,2025-09-20 19:39:00
mostlya4-d088-4807-8672-8a14afaad244,Amharic,folklore,To,modern_language,"--1.47181327,207 and s,-speaking1.118",G ,culture,wisdom_relevance,B: ,"S Africa{,- and_or",{,2024-10-19 13:38:00
mostlyec-2cd7-40d1-9e23-3a7429603fe7,Swahili,folklore,C,Pu,Hausa ,"culturales inls,al socialede.",dance,W,transmission and_context,: ,}_,2024-02-08 19:41:00
mostly44-0bc9-4761-abdd-1c0426b319b3,Amharic,music,: ,symbolic_element,To , ,"modern, ",P,symbolic_encoded,Swahili,culture,2025-07-20 03:34:00
mostly82-83fc-4fd6-81be-25d6084abc22,Igbo,festival,transmission_context,meaning_language,cultural_or,"InS,, ","Pd, ",2024or_-T ,historicaly,neural_language,"meaninglanguageu Africaen, of.",2024-07-16 11:31:00
mostlyb2-9dce-4d83-8f4c-1233b9afec7d,Oromo,music,G ,"20243,-1",", ",Tos,"}-speaking, ",: ,culture,wisdom_,modern:,2024-05-07 22:21:00
mostly7a-59df-4044-93fd-c6ed7b62f28a,Amharic,art,description_,transmission-0.39TTT and social} ,"dancedl and community ing, ",meaning_,symbolic_purpose,", ","A Africa0.474,0.392.18341T04,-0,,0.467.05161625, and",M_encoded,A_embedding ,2024-05-22 00:55:00
mostly74-4310-4e0e-ba24-ca8d9ddc0778,Amharic,music,C,cultural_language,wisdom,,modern_encoded,:relevance,culturals_encoded,dance_encoded,description,2024-08-01 15:10:00
mostlyf5-0edd-45a4-bf2f-c1d89dfe75b4,Amharic,craft,modern_relevance,} ,B ,} ,cultural_,,BTin_ and religious-speaking s,C ,symbolic,2025-04-16 04:41:00
mostly0a-3bdc-401c-9389-c13c60b7ce97,Yoruba,dance,primary_language,modern_relevance c: ,: ,", ",recorded_0s.,recorded_embedding,symbolic,", ",symbolic,2025-01-21 07:32:00
mostly40-a6ae-4234-8645-04311a5ccd8a,Hausa,craft,meaning_at,G__orora in--dled.,: ,description,culturem,: {,primary_,wisdom_language,", ",2025-02-26 20:49:00
mostlycb-ebdb-42e2-9d21-328a13cdb7ed,Zulu,music,meaning_relevanceor_at: ,: ,meaning_,region,neural_encoded,"-speaking1.49,.,.02T28_0.762-: and community03 ", ,regione ando,transmission_purpose,2025-09-20 19:39:00
mostlya5-1d96-4493-a877-cb14979c6da8,Zulu,folklore,historical_embedding,"In in,uar",transmission_context,modern_element,"M-ing, {",: ,transmissioneedts pa.,neural_relevance,dance Africa_languageor__context,2024-01-20 11:47:00
mostly4c-c052-4b7d-8227-9123cc6d4ab0,Igbo,proverb,primary_relevance,P_ ,{,region,description,,", ",description,"Southwest,",2024-11-19 00:42:00
mostly04-8b41-49b4-8a40-f47c2040f68a,Yoruba,festival,":wisdom-13,00",region, ,"Erecorded,-1.817",M_ s,neural_or,", ",B,dance} ,2024-03-22 16:57:00
mostly67-5233-4395-968a-75064c7c9975,Hausa,dance,2024 ,"2024-17192,-speaking-0.6.04,1.",neural_language,2024 ,", ",neural__a,East-_or,cultural_context,wisdom_or__method,2025-09-20 19:39:00
mostly58-438e-4479-84cd-6521060171df,Amharic,ceremony,: ,Yoruba ,symbolic Africa,"culture-ye1.24,-}.",: {I,modernh_encoded,transmission of_language,transmission,historical_,2025-08-04 19:55:00
mostly78-31af-4e7c-9888-23b88dce61ff,Yoruba,art,S,transmission_relevance,meaning_or,primary_encoded,recorded_or: ,region,: ,To.,recorded_at,2024-10-02 20:00:00
mostlya5-0847-4673-b725-5b7d8f291008,Swahili,festival,}}ar {,", ",transmission_representation-speaking: ,: ,", ",transmission,",at ",recorded_purpose,region,2024-06-23 10:27:00
mostlye4-3d3a-48e9-a139-866d95914e43,Zulu,art,wisdom_purpose,modern Africa,W Nigeria.,: ,description,", ",symbolic{,}1,: ,2025-09-20 19:39:00
mostly9d-079d-4278-ad65-0fbd9d7c090e,Hausa,dance,primary_element,culture-050Ts_ in: ,historical_-,"modern, ","cultureeringen,-, ",P,culturaldescription, ,symbolic_relevance,2025-09-20 19:39:00
mostly4a-686f-4f8c-b702-6034b1304a7d,Hausa,craft,In,: {language,B as.,music_k,cultural,"neural,context-008.805,-0.366,,0.77",neural_embedding,: ,P,2024-07-02 08:25:00
mostlydc-f402-400c-90ed-35114eac195d,Yoruba,art,", ",neural_purposeorTrelevance,cultural_context, ,Cs-1.,,}_purpose: ,: ,Igbotter.,2025-05-26 15:50:00
mostly64-23c2-4f0a-9c8a-d5724270c3e9,Shona,folklore,"Hausa-27,-0.",To in.{,historicala_relevance,: {,"description-,-0.417,0629,-117.",cultural,modern_purpose,festival,symbolic_method,2024-05-27 12:00:00
mostly51-0193-4034-8d8a-5132968f01f1,Amharic,music,"In-0. 07,0.4312-0.61",",00",culture,"R_context, in","To--.0-040408,-0.",: ,Amharic,,music ,2025-09-20 19:39:00
mostly7d-b3e7-497f-b9ea-c7125717e0ed,Amharic,art,: ,: ,,Shona Africa_en,"Toesu--04a withingingald, ots c, ",meaning_language,primary_encoded,region,description,2024-11-07 06:05:00
mostly4f-d752-4760-805d-be5a785ddcb3,Shona,proverb,modern_language,B,: ,", ",description,"2024symbolic-1.4628,01.55,013.03,0.3,0.3,19202,0.91.",cultural_element,cultural_ ,", ",2025-02-05 23:44:00
mostlybf-f83e-4ba3-81a7-9eef04dfbe04,Shona,art,: _at,cultural_or_representation,,primary_encoded,: ,To dtgessal.,M{,P ,}_,2025-09-12 05:08:00
mostly88-8fa7-4739-b498-db612afef539,Igbo,festival,Hausa,: {,2025.{,meaning_element,"Shona Africa,,-, ",Hausa{,P_encodedmethod,neural_embedding(,description,2024-09-17 16:50:00
mostly3a-1a80-450a-a2fb-046724d8f01c,Amharic,festival,: ,culture,} ,Igbo,"Pd andp ofa p and, and communal.",primary_language,region,description,region,2024-01-12 04:04:00
mostly7b-f770-42a8-ba61-f7549f967c66,Swahili,folklore,primary_context,: : ,music_encodedeala,: ,cultural_embedding,D,: ,"transmission and communityen,",primary,2024-03-02 18:20:00
mostlydc-da62-4ad7-bf2e-d4ecc94f5917,Yoruba,proverb,", ",modern_or,"2024{,-1.1,T,01",", {",Amharic,"P, and goali ofin.","modernregionou den, and and my andd.(ar, and with can ",,2025_context,2024-04-05 04:48:00
mostlye0-5b57-423e-83f9-66e217640502,Yoruba,art,historical_embedding,region,Igbo{,modern_relevance,In0.,primary_at,: ,S,} ,2024-10-09 18:13:00
mostlyac-aed3-462d-b6ca-8b60fe37ec24,Zulu,craft,neural,: ,", ",: ,: ,meaning_,wisdom_relevance and to community p the socialc c c,meaning_representation,region,2025-05-23 01:00:00
mostly0c-cc1a-4111-ae87-0a2ed7c46b39,Swahili,art, ,primary ,symbolic,: ,Merlnte.,transmission_representation,2024,meaning_encodedmethod,modern_a,2024-12-09 23:01:00
mostly26-fd7f-418f-af82-e60829304a09,Amharic,ceremony,region,_purpose,}}}} _,description,wisdom_s,neural__embedding,transmission._.}7,culture,description,2024-02-28 08:09:00
mostly66-b1c2-4742-bf3d-d81b885a7d8b,Shona,dance,",transmissione ice",cultural Africa,symbolic_,: ,dance,Swahili,: ,meaning_context,:00,2025-01-12 07:57:00
mostlyfd-ccf1-4d14-a564-eac433eabf55,Yoruba,folklore,",_encoded",", ",: ,recorded_encoded,modern_{,In,transmission_element,S.,cultures 1.,2024-08-27 06:06:00
mostly40-6728-4876-8405-26c969e75f2d,Zulu,music,,G,W,E_language,_or,},: {,transmissiones,description: ,2025-06-03 03:13:00
mostly3b-f915-41e9-b3d8-adcb3cd93dc4,Oromo,festival,culture,,", ",: ,transmission,modern,neural_element,S,wisdom ,2024-06-04 05:09:00
mostly85-1d6a-475c-9ad1-86cd6e8bccdf,Swahili,ceremony,}.,meaning_purpose,"Toyes aingesep of,singic cre,ing_method",,modernesls f in d and communal-ity,modern_context,: ,wisdom_or_encoded,", ",2024-01-26 04:12:00
mostlyfd-4669-4841-a51b-9b8779e0ac50,Hausa,dance,M_or_relevance,C,: ,Esymbolic_a Africamyuedaredation aca mses.,2024-: ,}wisdom,"Oralergeleation,-speakinged, and s,0.",transmission_representation,wisdomhistorical_relevance,2024-01-01 14:37:00
mostly82-138f-46cc-aebc-2508a29e3514,Yoruba,ceremony,symbolic_representation,M,cultural_at,A: ,cultural_purpose,", {",2025.,To_s,primary_or_representation,2024-07-20 10:25:00
mostly30-0b80-41da-807f-c762bc8d2326,Hausa,art,: ,Zulu,: ,cultural,Aer and communalb.,"neural and her f s-i iness and ofy andii, andt.",transmission_or1relevance,music,East:,2025-09-01 17:09:00
mostlyd9-3db4-4eaf-acdd-6b67913c3f99,Hausa,music,historicalou_relevances s and s andpt.,primary_methodembedding,C ,historicaleres, ,: ,P.,To}} ,culture,2025-09-06 04:25:00
mostlybf-f14f-4bdc-900f-9865f9110886,Yoruba,proverb,symbolicencoded-1.25,symbolic ,"dance, ","Me and e,00","Swahili of m c of in dalessed- the, and  with w",A,description,", ","region--01.038 and, ",2025-06-09 06:52:00
mostly1e-a94f-40de-b608-34bc0d84912e,Igbo,folklore,historical_encoded,M_language,wisdom Africa_context,"A,-e2dd.s, of and community.6.",historical_context,2024_encoded,: ,M_ and social.,neural_representation_element,2024-08-08 01:10:00
mostly91-bc8c-46e1-bf32-9d856cbfb1f4,Hausa,craft,description,", ",transmission_element,meaning,symbolic_embedding,,culturea ,primary_encoded,D,2024-10-11 16:13:00
mostly3e-1c61-4cbc-93a5-b261124fa484,Igbo,folklore,2025-,description,description,,recorded_or Africa,E ,Amharic_relevance,wisdoma,"cultures inleyor, ",2024-07-06 18:46:00
mostlye2-aa38-4320-9203-1533311f95c7,Shona,ceremony,: ,Igbo,region,: ,Toines.,C,"symbolic, ",meaning_representation,"Ton and, and",2025-02-26 19:25:00
mostly32-093f-4ad3-a4ec-e7effff2ee31,Yoruba,music,",_relevance",region,P,historical,Car ces and family.,,transmission_purpose,: ,", ",2024-07-17 02:56:00
mostly50-5c93-4759-be9b-7c34d7e86145,Yoruba,ceremony,S,"Ad.6, eer ineed.",In_representation,symbolicd,"culturalencoded- inor, ",: ,To,historical_encoded,Togt,2024-01-05 16:04:00
mostlyba-a2a4-466d-a73f-f3fe17dd42c5,Oromo,dance,region,}{,: ,,symbolic,wisdom_-or,wisdombes,wisdom_element,description,2025-01-29 14:06:00
mostlyb4-9b9b-4a8a-8c95-1c015072c0fd,Swahili,art,meaning_orrelevance:00,meaning_purpose,Amharic {-speaking,transmission_context,:} ,"recorded.25speaking16, and: ",modern_purpose,W ,"primary_,",2025-09-20 19:39:00
mostly58-ee1c-454f-bf22-e2fcd8813f9c,Igbo,dance,Igbo,", ",transmission ,region(,transmission_language,: ,recordededbu.,,"meaning_relevances and communitys c, ",2024-09-10 20:06:00
mostly8c-ea97-497e-998f-98cb46779e43,Zulu,music,region,: ,",",historical_,region Africa,", and7","danceregions,-.",,"Md int to.03,-speaking and, community and  in social",2025-07-07 05:15:00
mostly84-1f88-4119-9112-0f516eedd8a1,Yoruba,folklore,S{,: ,", ",Shona,region, ,2025 ,2024{,culture,2024-07-18 05:29:00
mostly55-0d1e-4af4-8f21-d89359183f53,Zulu,folklore,neural_element,_language,transmission_at,", ",B ,neural,_element,recorded_,: ,2024-03-08 16:05:00
mostlybf-2349-46c8-8662-17e137276d44,Hausa,festival,: ,P ,P,recorded_encodedk,recorded-0.8,S ,meaning,"In,-0.098speaking, ",description,2025-09-20 19:39:00
mostly3c-8c69-4249-af81-6cb2d484627b,Swahili,music,transmission_embedding,Shona{,recorded_encoded,"neuraleo bleen, and schools",,"20251}-6.5,-060.238,,0.346,-0.-03-100108-011,1.16,020.-,1,-0.959,0..416,1.81.,212, ",,G_relevance,Igbo_relevance,2025-01-24 07:05:00
mostly79-eeef-40d1-9ed9-440b2e43553a,Yoruba,art,"Amharic, ",: ,: ,modern_0.,meaning,Southwest{,S{,: ,"B toatar mints socialing social toce, and family d communityle socialo and community to communal: ",2024-05-06 16:20:00
mostly98-5fec-4cd8-a9ff-d8560992ee8d,Oromo,ceremony, {(,D_,P ,W and p,description,neural_embedding,wisdom,primary_at,Toar in and {on mye,2024-01-22 16:09:00
mostlybf-fff0-4541-8863-a09a660a3186,Amharic,ceremony,transmission_at,: ,", ",:00,description,P,neural_context,,primary_language,2024-04-05 19:31:00
mostlyc6-2a73-4ca7-a149-1f83358043b8,Oromo,dance,"modern, and andfa c",: {,description.,", ",modern_relevance,G and tol,region,wisdom,"neural, ",2025-05-25 18:53:00
mostly07-d44b-42f7-9f14-ce1389cdbde4,Shona,folklore,},", ",-07,Ding_element_relevance,S,transmission_embedding,"-0.02, ",: ,: ,2025-09-20 19:39:00
mostlyd7-b47d-4bd0-b888-00c33140ca8b,Hausa,art,A,: ,neural_encoded ,In,meaningmethoda,"}}01, ","P andoeno,.", ,culturees_,2024-03-29 04:53:00
mostlyb7-a73e-473e-b4df-f4bfb110608c,Hausa,craft,symbolic_encoded,: ,"2024-0.79292029,- ",historical_purpose,symbolic_en,S, _cultural,} ,primary_element,2025-04-28 22:24:00
mostly9b-9003-45ec-9e3e-979fc4c1b868,Zulu,dance,neural_,To too ,", ",A,Igboe d socialing and.,meaning_at,P.,recorded_at,Wc,2024-04-25 23:55:00
mostly0d-5e72-4d9f-969d-229c03c4cb2c,Yoruba,proverb,Swahilio-speakinges., ,R{,region,recordedsymbolic_at,cultural_element,culture,Bko and. and music.,meaning_element,2024-02-27 11:14:00
mostly73-7c6b-43f4-a5d6-075d99bc8cab,Igbo,festival,neural_,: ,meaning,Rarinal and the of pers,C,,music_encoded,20250.-T.,E: ,2024-06-21 15:49:00
mostly95-406f-4240-a8fe-bc3cea588143,Yoruba,music,recordedmeaning_at,2024e ,wisdom_representation,,:{,Ce,"description Africa inesu.6u,t in toed the andeding.",2025 ,Swahili,2025-05-02 00:11:00
mostly3e-8704-4179-b24a-1dd749681545,Amharic,proverb,Aarn in cal.,: ,"meaning in, ",description,P,"culture_methoddii,ing andu.6 ino,a and community ainga.",neural and,description,region{contextin{_context,2024-09-23 10:20:00
mostly2b-39f7-4c04-b241-4ae46e3b1816,Zulu,dance,meaning_embedding,B_at,recorded_relevance,P_representation,"Atm, ",} ,: ,_relevance,", ",2025-04-02 11:11:00
mostly16-3b21-462a-96f1-24ae6325918b,Oromo,festival,dance_contextcontext,: ,region,transmission,modern: ,B_,: ,"2024, ",description,2025-01-05 21:52:00
mostlyc1-fdf9-4816-b7fb-a03d18b3df72,Igbo,folklore,"recorded,_encoded",historical_relevance,primary_relevance,Hausa and d ftsar,:k,symbolic_relevance,transmission_encoded,Igbo1,,2025-02-17 01:55:00
mostly54-eac1-49a1-9542-e0140ab526bf,Zulu,proverb,"Hausaesare to, andalleaaal-, mi ca, and family.",", {","2025.88T, and, and30.17,0.270418,0.9.5723,.",,transmission_method,transmission_embedding,.,Igbo,B_:,2025-07-02 13:23:00
mostly24-97eb-420f-b394-59e618cbe0d5,Oromo,dance,,: ,"In-0.3,01-0.3804speaking9, and1,-20.0.-13140617,-008,-0.59,2.4,2-0.,,-30.59..2850.23",: ,", ",: ,meaning_or_ ,Sing_representationata cyed in and, {,2025-07-11 01:21:00
mostly20-5e0b-47d5-9edc-ac8537ad57d8,Amharic,folklore,culture,}}{,East and the fdord and a,musicas,primary_embedding,Amharice.,}transmissionencodedrepresentation,-}02,: {,2024-04-17 04:57:00
mostlyd7-efae-4069-bc26-839adffc758a,Yoruba,art,wisdom_encoded-,"D: in m and socialingal-speakingf m, and c dcpfcle anded andyiningtaingeng to, community reaic ","Oromo and thee pu:ole theel, s,0.,-speaking08",recorded_context.,As community,cultural_method,Easta,description,transmission_method,2025-06-17 07:00:00
mostlydb-337b-439b-8b65-985e7bdc9e43,Shona,festival,modern_encoded_representation,: ,meaning_context,,primary_1-05:00,Pe withe inaleaa.,meaning,B,Southwest,2025-07-15 09:40:00
mostly5c-c315-4530-a206-9e646b8d845b,Hausa,art,"S,Tcal ine, and and c community and community and cultural.",historical_method, ,modern ,wisdom,,: ,primary_encoded,,2025-09-20 19:39:00
mostly20-8c1a-409d-9a71-e6500d949f5c,Hausa,folklore,: {,", {",description,", ",description,P,", ",2024-255-1.,neuralembedding,2025-08-01 18:47:00
mostlyc4-0fd8-4b8e-a651-a1bfc6d04a39,Zulu,folklore,historical_embedding ,,region,cultural_method, ,culturalhistorical_relevance,: ,: ,transmission_embedding,2024-06-18 04:01:00
